-58.363350357342313,-59.325300129770703,-60.553622567807984,-61.410160867816103,-61.518919541018896,-61.23005786939467,-61.087243469388781,-61.045680008546753,-60.290653189859214,-59.665175179997092
-58.070800858368052,-58.118371652633186,-59.06639342673121,-59.88818802568575,-59.910821082162784,-60.117115895345307,-60.009204098186942,-59.706077665280361,-59.116783734611147,-58.845487573669843
-57.515541073156228,-58.010835661923068,-58.550424457422949,-58.836617825693899,-58.186627840344265,-58.621266995482678,-58.823438845633227,-59.158633771731694,-59.550899592761162,-59.089157983890644
-57.593178708276362,-57.960183550341974,-59.453828007497485,-60.2916864799774,-59.854713625092536,-60.185152706901349,-60.079421493678183,-59.79420459960258,-59.997505162394425,-60.087518006877097
-62.012069463407983,-63.00993325730272,-64.80982834960119,-65.917548293810455,-66.094007731118225,-65.188368889311477,-65.191699461115846,-66.319210841958594,-65.938571734227764,-64.304548908024302
-60.687341123936491,-60.572194035438827,-61.769230926052373,-62.422715531890262,-62.798799364941218,-61.281754578271986,-61.898545954908421,-62.687533664611401,-62.705033408081995,-61.448472447573408
-62.209002169804485,-60.891850694299528,-63.162843352275658,-62.91944638088205,-62.835866647552116,-61.173186378600107,-61.434244966086069,-61.588483445471574,-62.558399285491753,-62.052249544574138
-61.560078813125401,-61.653536450263317,-63.037680187389569,-63.711086074478231,-64.358497090535607,-62.808161195944599,-63.375910490626282,-64.333807107674701,-64.483672623201954,-63.247684489733217
-60.512601604995972,-59.913653554834617,-60.238963154385381,-60.664155342554935,-60.96491060564626,-59.425467617758308,-59.889616688970627,-60.632346732095215,-60.715503355650938,-59.549913834567128
-62.24981924181845,-60.613943582568837,-62.725420508736036,-63.2850316819803,-64.178472085010952,-63.291418608659214,-64.382162045752366,-64.277286328384932,-64.173836928641009,-62.824923226864541
-54.081722126113789,-57.155679936234435,-58.496263079013666,-58.80722321832755,-58.012974867313197,-56.500061272481808,-55.921401016219875,-55.274341153963405,-54.998127676388741,-54.785109951351487
-57.981031689892127,-59.166246167861658,-60.235425445190067,-60.596170583372711,-60.836292256380887,-59.361868595234341,-58.772421680363223,-58.910083117623763,-57.777975379839233,-56.694541286716401
-54.231032111256411,-57.341795132238524,-57.582734492785839,-57.749433231346508,-56.943183337770208,-54.795750076994494,-54.356614220319727,-54.308294775634998,-54.442481221487135,-54.668725005026445
-55.455750452612158,-57.920663333854925,-58.394878019347864,-59.509722811339131,-59.948243889013945,-58.361237895561857,-57.958545331911871,-58.057189805600665,-56.942691509301724,-56.142913948429069
-56.440091309195445,-58.446506709667858,-60.841596749898422,-61.150621830774327,-60.295577398161427,-58.192977593095421,-57.529940264660496,-57.832323866323129,-58.084321949036834,-57.741869699867529
-51.834025600872941,-48.987014084982491,-38.90644670341041,-37.048829561685793,-36.987026215851081,-37.502930848448642,-37.744421730661131,-37.180982144182664,-36.417739219846112,-34.918306130608087
-51.073957829562758,-47.28643482045139,-41.561884234225147,-40.153001905105057,-39.182682833781875,-40.344227876084361,-40.526144807900451,-41.847315426538074,-43.296087523460002,-43.509744524012632
-51.044502528031117,-46.361644733090472,-39.680718754994196,-37.850429279666798,-37.394905419985619,-39.507085018019069,-40.116561235500093,-40.403223720448743,-41.604871084253531,-42.069157514706504
-50.339395540404936,-47.017760511067181,-39.338505726514782,-38.084337592281415,-37.780504683300101,-39.729909502194587,-40.086266538672021,-40.932136800001864,-42.014974970555528,-42.177824289757851
-50.309359858882438,-46.032121615167384,-37.12417598812339,-35.689563444876697,-35.649129124060096,-38.041135876752008,-38.591029000347554,-39.086407944802843,-40.232988876347491,-40.555353929374903
