6.1882763214419372,8.0350109399995215,9.7652161018152857,7.5420945046292758,6.8513028687354094,8.2337205818807568
5.6294257959273351,5.9311164244665528,8.3876952403578162,8.0828592005910469,6.1935003343856252,7.3127444315752204
6.1938102533505273,5.5820398071440547,7.2242676291627985,6.8185208844375991,6.6514122422596831,4.8209722974548397
5.8691906137862784,4.6353853887368199,6.8437596052682821,6.4732665826905098,6.6679861360770012,4.5168042239389026
5.910087433752099,4.652299044978963,6.9489867955765972,6.7469624196239515,6.8127411916477385,4.497721748866419
5.5060099264583293,4.5395811660554992,7.0012512346656353,7.0477790512393357,6.3328221058364784,4.0031109480853395
5.1264292539866032,4.6811545366523672,6.8745560715859444,6.930390375069198,6.1159750816072078,4.0646050863199399
5.3691610746847287,4.8252993347099409,6.9921120368684946,6.5317505273460377,5.6594083348703084,3.9419725281652602
5.0178917995761685,4.7568406329644901,7.0562838034206861,6.6277261258479356,5.5326761737324341,4.0323595145848365
4.9352561154521206,4.4980742135041583,7.1011022420697172,6.5198613690940652,5.4008119992635599,3.9499165282285555
4.6256678585724504,4.2556168974486654,7.1950597122530064,6.3497730208339824,5.3112468182387351,3.9460639838576208
4.8257075403992626,4.3397747365050012,7.1295483179350354,6.1757976703845028,5.2416182902746664,4.2942565413266021
4.3134500866965437,4.4164814725300001,7.0786789646428092,6.031952823669501,5.6271184559263929,4.3027095969806339
4.7373987975942233,4.3538728699874198,6.8689873378823076,5.8724853668184807,5.9797136937314761,4.4202415095259955
4.7336576994989032,4.6200405495433268,6.8513538171826758,5.5370542768678961,5.9547939913504422,4.6020835915739378
