NC,RMSEP (wt.%)
1,4.1375069242798279
2,3.6344283628504215
3,3.5125175388778502
4,2.4368428138590543
5,1.9877599656416061
6,1.7597625931835286
7,1.6576083292385775
8,1.5447673703078451
9,1.4731908470934238
10,1.5313653409625747
11,1.4741279859932106
12,1.2811780074732293
13,1.2593156472598175
14,1.2289120659393216
15,1.2238886425487634
16,1.1661061330288984
17,1.1774463027091431
18,1.1982318204535587
19,1.2172517282512632
20,1.2399809108472919
