Sample,Spectrum,Fold,True_Comp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
AGV2,1,4,59.3,65.762336750583458,59.921792737515496,60.793813010806154,61.533509769751568,61.374269818405153,62.246588349004377,62.674675726360604,62.726079195682956,62.726451370912457,63.57613319764711,62.869221391973419,63.052464548102719,62.071451276519738,62.292409950663021,62.402457120820827,61.325192972220094,61.3977601886738,61.459843417820053,61.012990372733164,61.350656384185086
AGV2,2,4,59.3,66.168572233910339,60.013631001709392,60.379188089921378,61.366847786751649,61.003627852489089,61.10948426451472,61.401324149110685,61.178416606921914,60.42912721026979,60.85901417318567,60.64527794121723,61.687506619900482,61.411841152673183,62.239593507327747,62.523242280077774,61.616099806704831,62.153181464901337,62.5702364851943,62.132048832779027,62.78331958864112
AGV2,3,4,59.3,66.152283070147064,59.979470124673973,61.124723455463609,61.163533663118848,61.085955898780796,61.778041230215543,62.39207417175853,62.628553924783652,62.375603755436998,62.800051576574099,62.353576535833184,63.095103693387358,63.00577077520186,63.880797149971137,64.279144173264115,63.796404445256471,63.995096469079236,64.471321760645779,63.65577640077111,64.011513107616238
AGV2,4,4,59.3,66.123814432695227,59.809732547628322,60.913631905343784,60.955188344028983,60.967587447855749,61.560538013385994,62.193631029510001,62.476109247392777,62.227790169621898,62.632372623233856,62.211121507873067,63.045502517749242,63.0612245800694,64.055543094418496,64.525835283867025,64.116403317657415,64.387766084376935,64.62475435727788,63.823469882898102,64.180371389995486
AGV2,5,4,59.3,66.01493155189317,59.936476406432561,60.715992014404762,60.906268073138115,61.024396580383716,61.776527820970628,62.588848586812844,62.968935517404731,62.829488734847509,63.320975489338814,62.547764295476007,62.989068435407191,62.87790331630115,63.672729573233461,63.86204821459792,63.175035875370682,63.402513703560004,63.453163176110458,62.77515939456449,62.854079596199476
BK2,1,3,58.83,59.666158324448119,58.712074011760436,56.134850032204859,62.683866662809038,60.979010735949778,58.618415565812143,55.106388068648727,55.35681949481701,54.444821280526874,51.979873945281042,52.293705760703148,53.849806618342569,54.535847194708616,55.082858766922143,54.58304388437422,53.811394090889124,54.040168191357139,54.122381324120404,53.618022684113363,53.145427326336744
BK2,2,3,58.83,66.895971574628902,62.360915455465481,56.53190520921882,62.473198280136785,65.459383238512217,61.182530181560914,59.814993662738878,58.855217788190629,60.113373330223808,56.62160758121793,56.474553774281482,57.571047200979415,58.901949321727805,62.669620376747929,65.265751581589029,65.705000981061886,64.9169746418643,64.686620242729816,64.771866095259782,63.394184396295579
BK2,3,3,58.83,65.518540409952351,60.857730529845369,64.29982385547801,63.99093664530502,64.272454897720493,63.952157873599553,63.345105445990392,63.466668173669056,62.786623951577582,62.416060241161404,62.556971649531086,62.816431287890971,63.044866415831855,63.351052509519562,63.317574515276881,62.82381095216892,63.266284582956871,63.161684161253739,63.015059038336169,61.814066494339976
BK2,4,3,58.83,59.448041618537204,58.788746956489639,56.625631047487332,61.598398788165561,61.287068465799614,59.14169893738746,56.41348818122836,57.282603512764709,57.140335559036529,54.766921801855645,54.655927871546432,56.560495337970025,57.112611948680758,57.009437452281716,56.353725272753081,55.149914955901224,55.231877306134244,55.264222379162867,54.453421257399235,52.899056963016925
BK2,5,3,58.83,60.248877961568901,58.39796473183862,56.42669959428563,60.423523583761522,60.700760435158458,58.593790513253566,56.528340785099097,57.493834296947647,57.731305208932909,56.040783223189834,55.720558144446578,56.889839871221959,56.967956541917857,56.404410852039099,55.910325628228328,53.964377667435237,54.074315636291701,54.280819269411722,54.297487362401817,52.652954884450885
