NC,RMSEC (wt.%)
1,5.4072277321993285
2,5.0551145295464641
3,4.4090561604145391
4,4.037674911708109
5,3.7978925255530589
6,3.7002524934621741
7,3.5698620080208481
8,3.3681874989694665
9,3.2746495592097986
10,3.1900506968386089
11,3.11961482292506
12,2.9640057864908553
13,2.8930923538148381
14,2.8572825716817452
15,2.8108201297485769
16,2.7413986104777419
17,2.6942718418589346
18,2.6495057079404862
19,2.6013920526736047
20,2.5425866597373963
