NC,RMSECV (wt.%)
1,6.9583932747201542
2,5.1576090492104498
3,4.4340547686442298
4,3.9317771771092227
5,3.6925683877691085
6,3.6150068452212563
7,3.1861625954635326
8,3.4903485984836213
9,3.5654935715802996
10,3.6243141270137573
11,3.605364339499761
12,3.8536991942257472
13,3.9052105551431229
14,4.173548163433038
15,4.3988836378057297
16,4.562780333957881
17,4.6967240937997996
18,4.971504159904514
19,4.6042530761056897
20,4.5076799352149903
