NC,RMSEP (wt.%)
1,0.64942682173709942
2,0.59912588195160044
3,0.62101841368759625
4,0.57152739403520647
5,0.57553481198358425
6,0.5688380932389383
7,0.5282688108791429
8,0.46664172298054812
9,0.47348239879145898
10,0.45770048045980005
