NC,RMSECV (wt.%)
1,1.8500892484524336
2,1.5230528632714739
3,1.3765735754220993
4,1.3158437343694005
5,1.1898287433257566
6,1.1279939108450301
7,1.0440233982788838
8,1.0245676519749083
9,1.0184367205227076
10,1.0197953655265477
11,1.0313186279066433
12,1.029650270400948
13,1.0610696567895279
14,1.0561617110347024
15,1.0610424118608015
16,1.0762189086140523
17,1.1036633612777011
18,1.1329369103217215
19,1.1637832169813436
20,1.1679188643963119
