NC,RMSECV (wt.%)
1,3.9700610902564066
2,2.8384131360511953
3,2.3393028569711474
4,2.0804006383053433
5,1.7408634185662777
6,1.5971055488766976
7,1.5235502863988726
8,1.5054414154185667
9,1.5013673271408501
10,1.4816359730560422
