NC,RMSEP (wt.%)
1,2.0461526571279873
2,1.4710347555318035
3,1.4693064921015957
4,1.4283297881629338
5,1.5986359360117479
6,1.6043934712210337
7,1.595877045508266
8,1.6623107911792887
9,1.6465736759422818
10,1.6180775056659988
11,1.622251703353444
12,1.5921346023155276
13,1.6254736741265825
14,1.6865644328803915
15,1.705464744840133
16,1.7518099929034494
17,1.8036429274090533
18,1.8172870935789509
19,1.9530427172346936
20,1.9432260039579923
