wvl,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
246.63498999999999,-0.96889475292763827,-4.6358664517821007,-7.6154241581778548,-9.322152263476621,-7.9172857106837586,-6.5244935249628195,0.90598209125187523,3.6931101383227669,17.4109945644974,23.098856786303049,34.351533861403958,35.74680499866745,33.913398117943693,30.830637325345304,25.307098211475896,10.695426579052423,8.4920756699244109,7.5151552355222506,13.031086714289302,5.2771473669643569
246.68799999999999,-0.89733739523010014,-4.3926316027400905,-7.3391511770228677,-8.9438674718635056,-7.5413502102197247,-6.0058687287966475,1.6613377483040459,4.6431338774591051,19.047068496251086,25.095099712036134,36.562066748285886,38.768095235744397,38.853381019305559,37.132552552047102,32.483572166909433,19.28470303214128,17.563188630734793,16.94640222848232,22.001400604574144,13.679280248365259
246.74100000000001,-0.7997973329089223,-3.9224839941694496,-6.6744392901237264,-8.107687978945469,-6.798762987439309,-5.2332204745253303,2.2753484632791512,5.230144282441227,19.324391707655217,25.293182006420643,36.144399994503345,38.59009379136026,39.123027349203724,37.370364696349384,32.897033675024318,20.043404957282053,18.010157041786819,16.562966201285676,20.349579392049485,11.547127598102563
246.79400999999999,-0.69876488028450223,-3.4926733155049257,-6.2109609490118167,-7.5789406421459384,-6.3503961036651235,-4.5533787777423491,3.3945902454560288,6.6095026839423561,21.397461632199676,27.731231823602855,38.344032505917525,41.518299194536468,42.770041190125369,40.174211828632743,34.88650357055981,19.977321211999545,16.105341513786708,9.8493569466213842,6.4694943078919778,-11.363117333122879
246.84700000000001,-0.40771891929259557,-2.2333316506544132,-4.2876310665798991,-5.0830074101684444,-4.0182826604242461,-2.1011059842550219,5.3079341822774859,8.4227676800665598,22.061794043500402,27.924689071475392,36.617066499435055,40.536678275175952,43.839809762486688,42.50228467959181,38.633307571461152,26.919768627839339,23.263913293165675,15.607222103421403,9.9560749261822608,-8.4017562775273902
246.89999,-0.39347219823214113,-2.0577803233048431,-4.0130961807391881,-4.7863352596510511,-3.7716409839909555,-1.8377973945891481,5.5652458015220514,8.6715128655695377,22.211198054622042,28.264732533260915,37.091608067734931,41.485161189365179,45.147790283489911,44.305047642319344,41.359911251663526,32.201660376078777,30.176824282576618,26.066535666014786,26.235978790156864,15.139189327986635
246.953,-0.44989168724592082,-2.2787472985140385,-4.3349872817758692,-5.3878395330414257,-4.4981815749422767,-2.9156266458134841,3.3861019108882999,5.9665584348510929,17.417147342102254,22.261385653359081,29.815393788057204,32.557367039988812,32.990268217135309,30.0555058537681,25.83685661636223,14.647531520681959,11.59201306631223,6.1043643029442727,4.8003029239766164,-8.240860271396464
247.00700000000001,-0.58497274314994641,-2.9275592867956961,-5.3431777225235271,-6.7004458562610161,-5.6923449576816463,-4.0841890890723516,2.6354186791661309,5.3461045100424656,17.646775611900217,22.700052548810572,31.166620549711503,33.537433317858898,33.36941520128093,30.49836298341333,26.056126230430163,14.05030393225519,11.28022038528848,7.1191596300893565,8.2731633238413167,-3.3555277035812026
247.06,-0.68502128227107295,-3.375961514760049,-6.0228398037003252,-7.65237006341731,-6.6277005018536457,-5.1121722155727127,1.6272301727229008,4.310861479411777,16.742415496242636,21.84443921711992,30.943164722433917,33.022907207493709,32.142019006761195,28.839578300170189,23.797949786745356,10.306615194136629,7.0196484813333555,2.384292577459135,2.520934710533183,-11.08353206722844
247.11301,-0.65099220961150284,-3.3611943129591491,-6.0671602923535026,-7.7033862617651279,-6.6492621757851724,-5.0250950116547823,1.9073111469018968,4.7318908612195676,17.767779530572376,23.050133014368193,32.360002843696577,34.920170292609875,35.57064631075562,33.71342213810113,29.604613923487396,17.740902490281542,15.450262202312068,12.632180332522569,14.998714679154105,4.6488577427348972
