Sample,True_Comp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
AGV2,59.3,51.325448175644638,56.470661254836585,59.856220848818857,58.904757911468245,59.184043276633751,59.026003847092056,58.724705521057416,58.615087717930685,58.455743689765889,58.749351911879707,59.85348270227459,60.392679122581647,60.608919820092183,60.693369777328705,60.285798187739381,59.692646920783275,59.474320401280764,60.090625466282816,59.750745966795307,59.611156309800954
AGV2,59.3,51.192631153849739,55.640605812676476,59.526267433915507,58.670837268263455,59.006684848212984,58.831219684519205,58.463946961832491,58.333046288244375,58.102183703858081,58.428590775198195,59.425689774690348,59.820263961425951,59.561285943655136,59.646918165241807,59.415490066048868,59.387882448988059,59.167871719193201,59.973153576726354,59.521837555191155,59.485164976603649
AGV2,59.3,51.242797799445192,56.405558625215932,60.403999224069494,59.641027253520164,59.694881066096478,59.633445048505394,59.282030145108067,59.246754173540481,59.292244179397144,59.660511447525387,60.543101042354849,60.987606066756577,60.872159659559117,60.739502450395278,60.301757057263188,59.984438757718848,59.856158718783291,60.416305155705544,60.137397257905164,59.97899638067026
AGV2,59.3,51.136491374547532,56.353736389961348,60.388306330036045,59.461499824813238,59.434743078944628,59.327063705964214,58.861868064070002,58.823510198963746,59.003980357537621,59.346134757960989,60.22105265363713,60.624446639321576,60.599225617058636,60.415656694004127,60.063776688047085,59.827277981960464,59.788366447673063,60.420593276241149,60.113579128465759,60.039006379523542
AGV2,59.3,51.308216455906901,56.498966234635105,60.108004642457381,58.944511688580981,59.166693685871095,59.077924105563433,58.74003045262851,58.534117760051366,58.65068805170182,59.102347514644791,59.993825695251466,60.553058734929387,60.586753932837915,60.476655909391269,60.018384757501906,59.771551175260392,59.781406810175874,60.367122308900917,60.329313582927227,60.543849456431737
BCR2,54.1,49.258091296797097,49.813583059847289,51.570104109345365,50.393147301466954,50.901613809824411,50.951633600510391,52.130812877820766,51.457885867934507,50.969524817161613,51.044940119189697,51.293039510101728,51.937285188269406,52.173026574756797,52.105000431096109,51.797228012588008,50.515237330306697,50.342787717924189,51.316308453790917,51.40435289984989,52.554876518523194
BCR2,54.1,49.900051398818398,50.922060144661373,54.628921718086438,54.72872759989248,55.258757253637107,55.41700662909269,56.685380952262143,56.269233236175005,55.843465812279227,55.760989623788525,56.010544521239218,56.330894137345027,55.608551243268018,55.220694072302855,54.957450321029384,53.72399249495826,53.463673614111826,54.887363156467252,54.562112582941729,54.437191194958359
BCR2,54.1,49.958097675976632,48.54366917599198,50.19332618942893,49.379739835222864,50.417371245438204,50.205087258139145,51.589668960985769,50.973548871319544,50.502773760715471,50.489928551056046,50.751762411391667,51.544904445800071,51.530475244582199,51.110666366044988,50.796740012525383,49.517061139593835,48.867676997273307,49.531206294979015,49.253608766391814,50.020506037893846
BCR2,54.1,50.732106682811711,51.603517547926479,55.136685272772091,54.245080058588719,54.769710219017277,53.806889407190816,53.138003314669895,52.953990307240431,54.018295713695714,54.212294317266789,54.754814633920915,54.80877797743436,55.010521480691999,54.373279985488544,54.082043856031106,53.582726782930528,53.601702997187083,55.369213977201326,55.227862307406703,55.355610915948546
BCR2,54.1,49.897042027903026,51.025296622439249,53.043815380303002,52.345188752339425,52.97020465306241,53.374664724573186,54.937925312066376,54.546375231914674,54.028262799128775,54.113478865595141,54.648761990499068,55.541868481296184,54.821140037581266,54.594091280968847,54.314442705389169,53.614413616582844,53.360502622782455,54.397329261677186,53.83919068727706,54.612976409343908
