NC,RMSEC (wt.%)
1,1.8189842771102065
2,1.4695758467877447
3,1.320223133577201
4,1.2455593453237663
5,1.0698568595181359
6,1.0203970435741891
7,0.95914940322815512
8,0.934487838565907
9,0.90522404199090878
10,0.87414490109809873
11,0.84834587630620306
12,0.82622146283111642
13,0.80674589533608909
14,0.78839489829240561
15,0.77331179623573487
16,0.75743534636652787
17,0.73688721600156548
18,0.72714500963450102
19,0.70726184625473598
20,0.69224161060095024
