Sample,Spectrum,Fold,True_Comp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
AGV2,1,4,59.3,65.960812040562502,59.962224266734168,60.373314245541579,61.47220862094732,62.603617353243543,62.576384905303847,62.256598652219978,61.946691704787106,62.651016190438163,62.359370211778717,62.687315923615238,62.190121441825859,61.771491967842003,62.263102592092814,62.145763998698662,61.799575467841841,61.638800679087005,61.955065026768665,61.142797321459042,60.667292499670594
AGV2,2,4,59.3,66.381331488867033,60.081138792371902,59.943009986882757,61.236092682114808,62.157450980942237,61.793392305967572,60.880925320861621,60.47554272687087,60.311763441527361,59.581811786650121,60.257951859022612,60.591561427711824,60.826547207423552,61.855677400586387,61.648335645466794,61.930350842660644,62.167099546002795,62.363257571286141,61.124423697195027,60.650115432181678
AGV2,3,4,59.3,66.346496874572793,59.992952793682669,60.654065787388596,61.074892568725971,62.231730095863242,62.096169214593729,61.782069656475855,61.525352845052474,61.737929712151782,61.209872618860729,61.817169686955928,62.084450051431006,62.481184998031573,63.365834431796586,63.608052552558071,63.825404405978318,63.712389671979018,63.90357497443047,62.710337893242546,61.851576723863076
AGV2,4,4,59.3,66.333332926397603,59.836468535416834,60.44602558725154,60.869086084858061,62.074198030484879,61.924736072376987,61.581874624092208,61.395894585606783,61.549628467720737,60.932537784441841,61.483355287485942,61.784018112869234,62.22841436755391,63.341746466878888,63.699521772573682,63.997982365663617,63.927537888172701,63.929882299272791,62.614268012370147,61.72629270597244
AGV2,5,4,59.3,66.202402454788697,59.946366447925705,60.215264536738374,60.750766663601361,62.18684801740568,62.030066566188935,62.039847766111116,61.950099992551301,62.305489423334336,61.68822955717259,61.951182672529406,61.859184377324318,62.305277219546014,63.107308534138554,63.334442234347463,63.170007064356611,62.893613505671766,62.999890737290642,62.030828415080315,61.419504697396313
BK2,1,3,58.83,59.198191685840143,58.200029034899451,55.998293420406284,61.665127945178668,59.232946464165053,57.30947601359609,55.777373062583926,55.062577813324168,55.138970294657149,52.737335493291937,52.96476502979548,53.130171094507489,54.602398874912581,56.118914805141543,54.906992430347891,54.414713517029583,55.214684754474447,56.127474113905549,56.176334205341135,55.650198359614102
BK2,2,3,58.83,66.873646738326727,62.349825217249382,55.859219982657692,60.53109114427685,63.873740552581978,59.643777964879163,58.60683314874386,59.799326012785301,59.243018088451002,56.718637257882186,57.156522133859795,57.165687555327047,59.221692766690822,63.345354547508393,63.812069462678132,63.450582349780689,63.184048010999028,63.980399879326988,64.579370974290583,64.307247941998469
BK2,3,3,58.83,66.405810632552374,61.276651035960782,64.418613779826018,63.63628455335045,63.625667751875028,63.507715823151479,63.72044283179946,63.244794658201563,63.216886023201695,62.708426912896201,62.692408539481264,62.757759272359138,62.989699177944814,63.563192497396983,62.989885109527144,62.39916718150247,62.363662527975116,62.280157730359377,62.066501391484287,61.418251159999336
BK2,4,3,58.83,58.954253527603854,58.19660463651342,56.335018384801479,60.555598712776593,59.641975312391985,57.843729077427213,56.960551818583831,56.724700349340488,57.832963523456328,55.481323234799838,55.549300304484817,55.610405053818837,57.427192773603437,58.041007699238413,56.803607220797552,55.987771458944103,56.828256391207582,57.166004972404394,56.682701538197875,56.126562163024943
BK2,5,3,58.83,59.973847599018903,57.976586404588573,56.172474737046173,59.471961270102447,59.241463659870952,57.43264906392708,56.856302203852465,56.764318092580012,58.272250679055112,56.659957615946773,56.751210312846837,56.444470252132774,57.482854234980515,57.280149358383355,56.116548213664203,54.680465631699086,55.245283631803794,55.728905632939941,55.603118941135492,55.158342104818978
CADILLAC,1,1,72.2,77.795474898268907,76.8334919262211,77.371621092686482,73.090251114484687,71.657981183092659,72.06947800853662,72.151066670934583,70.931044545670062,70.438443679067788,69.860440849330075,71.87386774408499,70.492054103750007,70.54909923007402,71.32108483409327,70.20041603684804,70.819536184433076,71.353508433423386,70.515603414258294,70.66493260564387,70.274681486311778
CADILLAC,2,1,72.2,73.466182637488572,70.421458370450011,71.018189840131257,70.809923952973008,71.047442612073894,71.852115905167395,71.802414957249198,71.398809502798073,72.657697076783393,72.389911925337671,74.001348892988659,73.197566175886692,73.292030784888738,74.606737154426526,73.988867818148265,74.227100142970713,74.145428781428279,73.297030757713287,72.746760426396634,72.244658832163537
CADILLAC,3,1,72.2,75.478852470881705,73.776601665876711,74.522117692628541,73.422438638220086,73.085584818686854,73.747213746793562,73.847688859650418,73.249738060172774,74.021637232053308,73.769236286116424,75.820499946790378,75.060343767818395,75.039945866516504,76.118695119296007,75.663183250489269,76.039115187868788,76.390120464208252,75.530875277720114,75.120733424474253,74.662513087487866
CADILLAC,4,1,72.2,78.256387577461993,78.091678889121397,79.818418734125089,78.74960703715297,78.259676321813302,78.66568615638721,78.814597450433695,77.890883245590189,77.751291245138418,77.336305247541944,79.70389361967851,79.012720160804122,78.799944414498626,79.250205008567548,78.176971007878706,78.454156945090645,79.090819191558424,78.131731326737594,78.030415767243397,77.854035956867648
CADILLAC,5,1,72.2,73.683750971584345,71.255715064556981,71.771363687206971,71.244806038841389,70.739977456832662,71.605619796775187,71.941350531457132,71.457734456545637,71.724932065345598,71.099684507413073,72.750505527545627,72.228551378919548,72.430072855550435,74.026518677029358,73.57597596399674,73.764200445681936,73.49918070879994,72.615174650267434,72.108808515469974,72.107603243951786
GBW07103,1,4,72.83,72.229088906571405,69.320618000332786,71.020969871109315,68.907981125238308,68.894778659702595,69.462558530351231,69.848175210861584,69.413721191172755,70.28370587563991,69.716015984925377,69.883724215645756,69.428528726279822,69.568713346903124,70.90192527848356,70.444567024288261,70.107186282873826,70.620172516199517,70.429780118389075,70.588334282177101,70.497883311299745
GBW07103,2,4,72.83,73.508972965421805,70.763168940264123,73.332015887446431,70.573032569213893,70.942091280553996,71.091070288698987,71.006750021480855,70.261694803028703,70.69525204451331,70.261845703159835,70.504354135399524,70.269373398362845,70.219290745496693,71.457613115166325,70.637005463407803,70.177015727988916,70.760440601471402,70.382788350346146,70.7246479609408,70.948247161740596
GBW07103,3,4,72.83,73.362032462282841,70.589903696688168,73.230507924278726,70.739882767265598,71.266269870505752,71.670710463045594,71.913632129121794,71.286600173690999,72.031213971702371,71.690531794887448,71.956400948708506,71.614711748812169,71.662387616590053,72.556806639806354,71.816957840904124,71.328398306396025,71.784423397213487,71.569338991308612,71.972592401383693,72.140499645131371
GBW07103,4,4,72.83,73.489675557457659,70.703215073314041,72.51312153247855,69.295340561175564,70.091581580662847,69.982039942193737,69.790967199418162,69.188959869895911,70.176176859951241,69.677762601254258,70.01659987887615,69.643941198750895,69.460320380566372,70.510577420686076,69.437953240817734,69.312390002646794,70.11915379476693,69.673155787801434,70.196603213071583,70.421044134578253
GBW07103,5,4,72.83,73.066673151042565,71.096824237599435,72.124530312129835,72.421418643572125,72.454081815145301,73.09757811847939,72.869130339799582,72.444410492541579,73.624048306357395,72.911312342826832,73.606342519140853,73.421638190804742,72.83704692808152,74.341852997730271,74.030394932819348,74.358971983142382,75.38150280732728,75.006303262745291,74.838926022107003,74.782024256086771
GBW07104,1,4,60.62,64.350977912765785,58.728458453012827,61.28976343883199,60.51905054599861,60.003168284338066,60.315156078744948,61.249359297834232,61.282790203228437,61.224009718923178,60.597960069503614,60.353971540906763,60.014173643467352,59.105901745590387,58.797023299435239,58.663030783408487,57.895851246702655,58.439726599105157,58.809727085064189,58.274987161899332,58.453595100027862
GBW07104,2,4,60.62,66.356175878631404,61.372566347342911,64.125240025788571,62.972488038008237,62.378340234608721,62.514354299408211,64.582148165302087,65.071821025891865,65.008780597188888,64.502247256619611,63.865272127097406,62.993150076022857,61.187678819399956,60.821038116931533,61.520642348053222,60.372714567630901,61.481668365994274,61.480658152683326,61.428627579294727,61.907632400314078
