NC,RMSEC (wt.%)
1,9.9496054699844727
2,7.4756040774229122
3,4.4820716124998761
4,3.4789635748032741
5,3.2070397265856023
6,2.5603120863269653
7,2.186584260487793
8,2.021145843788942
9,1.8714332856092202
10,1.7577010377433773
11,1.656293641271273
12,1.4404743688239467
13,1.3321367320269386
14,1.2489004975747808
15,1.1889312119079498
16,1.103809403330495
17,1.0373681002533706
18,0.96219663649900333
19,0.92390618346218456
20,0.86236909571725451
