NC,RMSEC (wt.%)
1,8.6033610735412633
2,4.5551110332406841
3,3.8243562257795811
4,3.3155790634566049
5,2.7263269863620971
6,2.3486390547526592
7,2.2648100882797797
8,2.1090482841847025
9,1.8789743332062174
10,1.6807190880681315
11,1.5868199062912349
12,1.5101333921953692
13,1.4132224468669325
14,1.2878329921310778
15,1.1951210018875764
16,1.0971760122001555
17,0.98269571951103785
18,0.87918840205438376
19,0.82370171557095562
20,0.769271892081548
