NC,RMSECV (wt.%)
1,0.63258200880041726
2,0.47089545092768553
3,0.44872912024468992
4,0.43092796749124285
5,0.41727377550444894
6,0.40190738087070993
7,0.39062766183302594
8,0.38920242281743661
9,0.38503110410051666
10,0.38589691439029172
