BCR2,1
BCR2,2
BCR2,3
BCR2,4
BCR2,5
BEN,1
BEN,2
BEN,3
BEN,4
BEN,5
BHVO2,1
BHVO2,2
BHVO2,3
BHVO2,4
BHVO2,5
BIR1A,1
BIR1A,2
BIR1A,3
BIR1A,4
BIR1A,5
BT2,1
BT2,2
BT2,3
BT2,4
BT2,5
BWQC1,1
BWQC1,2
BWQC1,3
BWQC1,4
BWQC1,5
DH4909,1
DH4909,2
DH4909,3
DH4909,4
DH4909,5
DH4911,1
DH4911,2
DH4911,3
DH4911,4
DH4911,5
DH4912,1
DH4912,2
DH4912,3
DH4912,4
DH4912,5
GBW07105,1
GBW07105,2
GBW07105,3
GBW07105,4
GBW07105,5
GBW07108,1
GBW07108,2
GBW07108,3
GBW07108,4
GBW07108,5
GBW07114,1
GBW07114,2
GBW07114,3
GBW07114,4
GBW07114,5
GBW07216A,1
GBW07216A,2
GBW07216A,3
GBW07216A,4
GBW07216A,5
GBW07217A,1
GBW07217A,2
GBW07217A,3
GBW07217A,4
GBW07217A,5
GBW07306,1
GBW07306,2
GBW07306,3
GBW07306,4
GBW07306,5
GBW07313,1
GBW07313,2
GBW07313,3
GBW07313,4
GBW07313,5
GBW07315,1
GBW07315,2
GBW07315,3
GBW07315,4
GBW07315,5
GRANODIKE,1
GRANODIKE,2
GRANODIKE,3
GRANODIKE,4
GRANODIKE,5
GUWBM,1
GUWBM,2
GUWBM,3
GUWBM,4
GUWBM,5
GYPC,1
GYPC,2
GYPC,3
GYPC,4
GYPC,5
JA2,1
JA2,2
JA2,3
JA2,4
JA2,5
JA3,1
JA3,2
JA3,3
JA3,4
JA3,5
JB1B,1
JB1B,2
JB1B,3
JB1B,4
JB1B,5
JB2,1
JB2,2
JB2,3
JB2,4
JB2,5
JB3,1
JB3,2
JB3,3
JB3,4
JB3,5
JDO1,1
JDO1,2
JDO1,3
JDO1,4
JDO1,5
MO12,1
MO12,2
MO12,3
MO12,4
MO12,5
MO13,1
MO13,2
MO13,3
MO13,4
MO13,5
MO14,1
MO14,2
MO14,3
MO14,4
MO14,5
MO15,1
MO15,2
MO15,3
MO15,4
MO15,5
MO7,1
MO7,2
MO7,3
MO7,4
MO7,5
MOPPIN,1
MOPPIN,2
MOPPIN,3
MOPPIN,4
MOPPIN,5
NAU2HIS,1
NORITE,1
NORITE,2
NORITE,3
NORITE,4
NORITE,5
PICRITE,1
PICRITE,2
PICRITE,3
PICRITE,4
PICRITE,5
SGR1,1
SGR1,2
SGR1,3
SGR1,4
SGR1,5
SHERGOTTITE,1
SHERGOTTITE,2
SHERGOTTITE,3
SHERGOTTITE,4
SHERGOTTITE,5
SRM688,1
SRM688,2
SRM688,3
SRM688,4
SRM688,5
SRM88B,1
SRM88B,2
SRM88B,3
SRM88B,4
SRM88B,5
SWY1,1
SWY1,2
SWY1,3
SWY1,4
SWY1,5
ULTRAMAFIC,1
ULTRAMAFIC,2
ULTRAMAFIC,3
ULTRAMAFIC,4
ULTRAMAFIC,5
VH49,1
VH49,2
VH49,3
VH49,4
VH49,5
VS211681,1
VS211681,2
VS211681,3
VS211681,4
VS211681,5
WM,1
WM,2
WM,3
WM,4
WM,5
IGS29,1
IGS29,2
IGS29,3
IGS29,4
IGS29,5
NCSDC47008,1
NCSDC47008,2
NCSDC47008,3
NCSDC47008,4
NCSDC47008,5
NCSDC47009,1
NCSDC47009,2
NCSDC47009,3
NCSDC47009,4
NCSDC47009,5
JMN1,1
JMN1,2
JMN1,3
JMN1,4
JMN1,5
SARM17,1
SARM17,2
SARM17,3
SARM17,4
SARM17,5
JSC1413,1
JSC1413,2
JSC1413,3
JSC1413,4
JSC1413,5
JSC1366,1
JSC1366,2
JSC1366,3
JSC1366,4
JSC1366,5
JSC1370,1
JSC1370,2
JSC1370,3
JSC1370,4
JSC1370,5
JSC1416,1
JSC1416,2
JSC1416,3
JSC1416,4
JSC1416,5
JSC1419,1
JSC1419,2
JSC1419,3
JSC1419,4
JSC1419,5
JSC1371,1
JSC1371,2
JSC1371,3
JSC1371,4
JSC1371,5
JSC1420,1
JSC1420,2
JSC1420,3
JSC1420,4
JSC1420,5
JSC1421,1
JSC1421,2
JSC1421,3
JSC1421,4
JSC1421,5
JSC1373,1
JSC1373,2
JSC1373,3
JSC1373,4
JSC1373,5
JSC1424,1
JSC1424,2
JSC1424,3
JSC1424,4
JSC1424,5
JSC1378,1
JSC1378,2
JSC1378,3
JSC1378,4
JSC1378,5
JSC1425,1
JSC1425,2
JSC1425,3
JSC1425,4
JSC1425,5
JSC1379,1
JSC1379,2
JSC1379,3
JSC1379,4
JSC1379,5
JSC1382,1
JSC1382,2
JSC1382,3
JSC1382,4
JSC1382,5
JSC1428,1
JSC1428,2
JSC1428,3
JSC1428,4
JSC1428,5
JSC1429,1
JSC1429,2
JSC1429,3
JSC1429,4
JSC1429,5
JSC1430,1
JSC1430,2
JSC1430,3
JSC1430,4
JSC1430,5
JSC1431,1
JSC1431,2
JSC1431,3
JSC1431,4
JSC1431,5
JSC1380,1
JSC1380,2
JSC1380,3
JSC1380,4
JSC1380,5
JSC1381,1
JSC1381,2
JSC1381,3
JSC1381,4
JSC1381,5
JSC1390,1
JSC1390,2
JSC1390,3
JSC1390,4
JSC1390,5
JSC1391,1
JSC1391,2
JSC1391,3
JSC1391,4
JSC1391,5
JSC1392,1
JSC1392,2
JSC1392,3
JSC1392,4
JSC1392,5
JSC1456,1
JSC1456,2
JSC1456,3
JSC1456,4
JSC1456,5
JSC1393,1
JSC1393,2
JSC1393,3
JSC1393,4
JSC1393,5
JSC1394,1
JSC1394,2
JSC1394,3
JSC1394,4
JSC1394,5
JSC1434,1
JSC1434,2
JSC1434,3
JSC1434,4
JSC1434,5
JSC1395,1
JSC1395,2
JSC1395,3
JSC1395,4
JSC1395,5
JSC1396,1
JSC1396,2
JSC1396,3
JSC1396,4
JSC1396,5
JSC1435,1
JSC1435,2
JSC1435,3
JSC1435,4
JSC1435,5
JSC1397,1
JSC1397,2
JSC1397,3
JSC1397,4
JSC1397,5
JSC1398,1
JSC1398,2
JSC1398,3
JSC1398,4
JSC1398,5
JSC1367,1
JSC1367,2
JSC1367,3
JSC1367,4
JSC1367,5
JSC1368,1
JSC1368,2
JSC1368,3
JSC1368,4
JSC1368,5
JSC1369,1
JSC1369,2
JSC1369,3
JSC1369,4
JSC1369,5
JSC1399,1
JSC1399,2
JSC1399,3
JSC1399,4
JSC1399,5
JSC1400,1
JSC1400,2
JSC1400,3
JSC1400,4
JSC1400,5
JSC1422,1
JSC1422,2
JSC1422,3
JSC1422,4
JSC1422,5
JSC1423,1
JSC1423,2
JSC1423,3
JSC1423,4
JSC1423,5
JSC1417,1
JSC1417,2
JSC1417,3
JSC1417,4
JSC1417,5
JSC1452,1
JSC1452,2
JSC1452,3
JSC1452,4
JSC1452,5
JSC1466,1
JSC1466,2
JSC1466,3
JSC1466,4
JSC1466,5
JSC1437,1
JSC1437,2
JSC1437,3
JSC1437,4
JSC1437,5
JSC1401,1
JSC1401,2
JSC1401,3
JSC1401,4
JSC1401,5
JSC1402,1
JSC1402,2
JSC1402,3
JSC1402,4
JSC1402,5
JSC1403,1
JSC1403,2
JSC1403,3
JSC1403,4
JSC1403,5
JSC1438,1
JSC1438,2
JSC1438,3
JSC1438,4
JSC1438,5
JSC1439,1
JSC1439,2
JSC1439,3
JSC1439,4
JSC1439,5
JSC1389,1
JSC1389,2
JSC1389,3
JSC1389,4
JSC1389,5
JSC1408,1
JSC1408,2
JSC1408,3
JSC1408,4
JSC1408,5
JSC1409,1
JSC1409,2
JSC1409,3
JSC1409,4
JSC1409,5
JSC1410,1
JSC1410,2
JSC1410,3
JSC1410,4
JSC1410,5
JSC1411,1
JSC1411,2
JSC1411,3
JSC1411,4
JSC1411,5
JSC1412,1
JSC1412,2
JSC1412,3
JSC1412,4
JSC1412,5
JSC1442,1
JSC1442,2
JSC1442,3
JSC1442,4
JSC1442,5
JSC1443,1
JSC1443,2
JSC1443,3
JSC1443,4
JSC1443,5
JSC1444,1
JSC1444,2
JSC1444,3
JSC1444,4
JSC1444,5
JSC1445,1
JSC1445,2
JSC1445,3
JSC1445,4
JSC1445,5
JSC1446,1
JSC1446,2
JSC1446,3
JSC1446,4
JSC1446,5
JSC1447,1
JSC1447,2
JSC1447,3
JSC1447,4
JSC1447,5
JSC1448,1
JSC1448,2
JSC1448,3
JSC1448,4
JSC1448,5
JSC1449,1
JSC1449,2
JSC1449,3
JSC1449,4
JSC1449,5
JSC1450,1
JSC1450,2
JSC1450,3
JSC1450,4
JSC1450,5
JSC1451,1
JSC1451,2
JSC1451,3
JSC1451,4
JSC1451,5
JSC1453,1
JSC1453,2
JSC1453,3
JSC1453,4
JSC1453,5
JSC1457,1
JSC1457,2
JSC1457,3
JSC1457,4
JSC1457,5
JSC1458,1
JSC1458,2
JSC1458,3
JSC1458,4
JSC1458,5
JSC1459,1
JSC1459,2
JSC1459,3
JSC1459,4
JSC1459,5
JSC1462,1
JSC1462,2
JSC1462,3
JSC1462,4
JSC1462,5
JSC1463,1
JSC1463,2
JSC1463,3
JSC1463,4
JSC1463,5
JSC1464,1
JSC1464,2
JSC1464,3
JSC1464,4
JSC1464,5
JSC1465,1
JSC1465,2
JSC1465,3
JSC1465,4
JSC1465,5
JSC1467,1
JSC1467,2
JSC1467,3
JSC1467,4
JSC1467,5
JSC1468,1
JSC1468,2
JSC1468,3
JSC1468,4
JSC1468,5
JSC1469,1
JSC1469,2
JSC1469,3
JSC1469,4
JSC1469,5
JSC1470,1
JSC1470,2
JSC1470,3
JSC1470,4
JSC1470,5
SANCA,1
