wvl,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
246.63498999999999,0.084453965575533724,0.65300280501934793,1.8012689932971977,2.0144076401298845,1.7864472687363808,1.0074620415891753,-0.31413891162545271,-1.1557368078692292,-1.88683704391797,-1.9679012741770021,-2.8082687270846485,-2.4715929609790797,-2.1101775354154038,0.016906250050453764,2.5189111956969832,5.2121462486383052,7.5252934074080979,10.960346003452246,12.290674888625286,13.525338583138266
246.68799999999999,0.07445643233786603,0.58084676039106997,1.6802173833229976,1.8905965187680416,1.6858507794595248,0.87910851481527474,-0.43124954485643119,-1.2872652918711525,-2.1442720991609834,-2.3616687694551968,-3.2793801369347113,-3.1631372207670534,-2.9728184405798319,-1.1203768990367253,0.97811917859201003,3.325715388470023,5.3090042170252012,8.2111813425596036,9.0931119874823541,9.8167239301674272
246.74100000000001,0.070226084746224798,0.54216083180512964,1.5753753531131869,1.7986531716907024,1.66851647703198,0.99039890269639252,-0.13760644648596643,-0.836590152080393,-1.5224752051251462,-1.6175987961142233,-2.3093670374676751,-1.9729179477392209,-1.5209775148883224,0.54967566398918422,3.2431500624509306,6.0382457163135026,8.2945427577999862,11.627875621432548,12.761274385581988,13.708206586133219
246.79400999999999,0.065462387670396333,0.52951755791955757,1.5005316987025421,1.7512230933075841,1.7241239503436947,1.238108082791848,0.35231811061734253,-0.21608345127130757,-0.73716093043648456,-0.7593697732553053,-1.3446740507825634,-1.0776662350700978,-0.71909580167279419,1.1052056827196233,3.570873091246539,6.134748907088543,8.0615023481189922,10.835784409313197,11.513124345484659,11.953857463080112
246.84700000000001,0.039320937484838552,0.36742887185035578,1.0779889680154415,1.3119190007943333,1.4003621802615476,1.1207457231843749,0.58553080300438254,0.19707613059566678,-0.17196242927142658,-0.17656708390982312,-0.5187980396028582,-0.23631053022953108,0.16958451594239743,1.7000074042600446,4.1194382791111472,6.5186391843643836,8.1326838003192812,10.514566194261784,11.110828553733672,11.534131328486795
246.89999,0.045106770839775351,0.3962001671736271,1.1036716502956843,1.3616959980841612,1.5041549191977872,1.3546155733877134,0.95476771198291677,0.67273087150101929,0.46978239280747103,0.60306004759038645,0.42229712114892909,0.89979013505951766,1.4525987755443244,3.0759337130091762,5.7052490487064063,8.1647719829743437,9.7959767516571308,12.190815466615504,12.773783112005448,13.103731046907493
246.953,0.047895382635173706,0.41424388264412537,1.1146768534420071,1.3527556771689753,1.4446473720447335,1.2749059741859396,0.82314950309245039,0.45560621121945849,0.18342412087150808,0.25511773241900271,-0.061210031075676796,0.23162345062125889,0.5038333331243694,1.7651602737172163,3.58307719198329,5.2969496440383823,6.3869987098672922,7.869165685740791,7.8857746408023175,7.5487392926517645
247.00700000000001,0.056745601877832647,0.49825708644022298,1.3137925051411661,1.5570188664675093,1.5863481079634256,1.3205409612229853,0.69266405127654218,0.19593728698293117,-0.13878899204886053,-0.035816190471875342,-0.44736558448358155,-0.02159019976711396,0.31974763074642665,1.8790327491905616,4.0118218887451995,6.0809301790315509,7.5597391527873388,9.7231048193118692,10.224038148172454,10.429045893875333
247.06,0.063261069954885493,0.55143209694723594,1.434755626713992,1.674407372799974,1.6521795206818919,1.3426378855149996,0.61181431671035247,0.048306180013270264,-0.32086731629359466,-0.22857952223212169,-0.76914822178963438,-0.42360378619085326,-0.24060956037894066,1.2362027754409857,3.003435488974846,4.7935464459278903,6.1485664575241765,8.0825032091147886,8.401017674283807,8.3931396362668771
247.11301,0.054445085952981337,0.51839188194858044,1.3896251400450699,1.6304942773730715,1.6171420499469671,1.2935027359396087,0.5539108449243545,-0.025905096514278761,-0.41602628540493863,-0.33778009606206177,-0.89718916145331606,-0.54306741384885315,-0.36224351110546715,1.1427219389531822,2.9942805520123219,4.9019250079672325,6.3320426537003964,8.4619743393166669,8.9552328086296296,9.1982509345520764
247.166,0.054699368712439113,0.51971470071692893,1.3747847821572956,1.6314249403035124,1.6630826016588454,1.4496190454347131,0.83397502068658103,0.38554231972299124,0.17470629834795798,0.3979459756636799,0.0013295689411336742,0.5608990142174044,0.97266124935761811,2.7627548238201238,5.2207974579962073,7.6574489341494241,9.4862140621325057,12.261742101576544,13.170027909790129,13.873819773310515
