NC,RMSEP (wt.%)
1,9.7915543555272517
2,8.3510713578844129
3,7.4266882123289646
4,6.5360534010382301
5,6.2695226678851483
6,6.1460070941946281
7,5.6605357648687882
8,5.6257943987335182
9,5.3982452875682254
10,5.5729284132335319
11,5.5370310989579359
12,5.5209609456271416
13,5.368926494126578
14,4.9393814566411391
15,4.9548531910176026
16,5.2318908113525593
17,5.4562424618076966
18,5.4930708310165297
19,5.089656206425289
20,5.196605429742343
