wvl,1,2,3,4,5,6,7,8,9,10
246.63498999999999,-0.61251494807050222,-0.64388093189751694,-0.40360353613120015,-1.1395841592873066,-2.5170603202165038,-1.8283108321379744,-2.2819379010384164,-2.6082454868168337,-3.9345228772050511,-4.9628782167261889
246.68799999999999,-0.57328960636168491,-0.60307541132512299,-0.39461439618627858,-1.1038179555689869,-2.4472466536746937,-1.8219659884907795,-2.2865182271711681,-2.650510607806547,-4.0530921371285178,-5.1579043413180896
246.74100000000001,-0.45928655653622574,-0.47446318342986032,-0.26324141205735985,-0.86069564057705894,-2.02163123775922,-1.4536259604076895,-1.8702003786888115,-2.2186752978193875,-3.5419625270667461,-4.5820020488421536
246.79400999999999,-0.32860752765896473,-0.32669317553917337,-0.11128680985947079,-0.5499338080348064,-1.4195880586742404,-0.85905038154141122,-1.1582516926440589,-1.51401993372969,-2.7993547532070906,-3.8156473729113913
246.84700000000001,-0.15742873373276067,-0.14642456128717865,-0.0030355009080562101,-0.21288279829629192,-0.65083904866808384,-0.26803571331436116,-0.43859440481669953,-0.81191826280616675,-1.9976321451414538,-2.9656283839841864
246.89999,-0.13273890712082567,-0.1234737708573492,0.054895143547864511,-0.079274907937837868,-0.39277422953051688,-0.0013329257875850375,-0.12482664624987183,-0.47961298683867315,-1.5976821961591687,-2.5216969623266383
246.953,-0.21586723891569007,-0.21941252275554987,-0.030685784119265952,-0.19940701309571782,-0.55755596685295794,-0.10922095125624376,-0.20284526053185187,-0.52966242606824376,-1.5803123904915517,-2.4434428742083614
247.00700000000001,-0.34579371922571145,-0.36260064288365274,-0.16485815042629082,-0.4570949644904273,-1.020476043053445,-0.46183778930158437,-0.58763800738011618,-0.9528601683075959,-2.1438439786381229,-3.10762173609637
247.06,-0.43774207958035316,-0.46387228867217506,-0.25824170832146409,-0.64117370050625611,-1.3556295876731559,-0.71524306471912635,-0.86001483039778759,-1.2038117830313331,-2.3775989306983916,-3.3035791196308173
247.11301,-0.46363780351887618,-0.49562297408063455,-0.33410063850400595,-0.72700528966169198,-1.4420797931206699,-0.78622110959485569,-0.9056876219520581,-1.2544886670587543,-2.4447760754339609,-3.3661153947141402
247.166,-0.43838922926519414,-0.46833422212153569,-0.29915163476663209,-0.64575501021323722,-1.2744374146773785,-0.6261886107941248,-0.72419201511589226,-1.0642823557419492,-2.2130566775088627,-3.1039433450014475
247.21898999999999,-0.41133153530038996,-0.44208987592665683,-0.29747123196910097,-0.55688248359502868,-1.0071189218694618,-0.37085330871236655,-0.42879457837767043,-0.84200436046440719,-2.1280227348739391,-3.1716198805290969
247.27199999999999,-0.42029305811459416,-0.4472569371785855,-0.2690782455359812,-0.48545751993566322,-0.84319917228773567,-0.15129417808058065,-0.16618058277804132,-0.55752542111178882,-1.7944253485874566,-2.8138127045695907
247.32499999999999,-0.44670856296867278,-0.4752054845637233,-0.28326670753156802,-0.50629190371421195,-0.86348029213672417,-0.16009077613069678,-0.16588472115448177,-0.48722391805896076,-1.5445183362633808,-2.4311448149212849
247.37800999999999,-0.50041767369820966,-0.53288267488565311,-0.34628977699521435,-0.60352739105717879,-1.0092746954967868,-0.29548281071505222,-0.31646264371104527,-0.64841056117188534,-1.7328469277730219,-2.6490830503879232
247.43100000000001,-0.47903354249911467,-0.51217333307458435,-0.35542046117898185,-0.57300839859210728,-0.93015805623147219,-0.29680708042951442,-0.30780249202526466,-0.66532391403131852,-1.7700969146683274,-2.6998162073488641
247.48399000000001,-0.41217594292518112,-0.44597086163407168,-0.30754639117756044,-0.43825963518901256,-0.66799696721706481,-0.1234706624157702,-0.095667132978507818,-0.47822025657583073,-1.5900300629808009,-2.5378616884448224
247.53700000000001,-0.37211873874716539,-0.40255069266781879,-0.22771333156914791,-0.28577068441823272,-0.40524676220840222,0.14141022152069438,0.22165544059452333,-0.11680103794698093,-1.0933195642434326,-1.9431779240256961
247.59200000000001,-0.38312925555315425,-0.41825079094376294,-0.22460286588153383,-0.24010118250764909,-0.28216560492869341,0.31601041823440584,0.45254981242623016,0.13664476396580644,-0.77419624835128353,-1.5976593542154072
247.64400000000001,-0.36188555500328762,-0.40190051806704596,-0.25977737541470636,-0.23421599671841531,-0.1921307967316464,0.34712805654856432,0.50274730323659145,0.13081189349054911,-0.86322779527743654,-1.7708393942632605
247.69701000000001,-0.27714072699477355,-0.31405081755824088,-0.20561844183755695,-0.11488338831506709,0.043071534611735948,0.48982238697950159,0.68485204320521997,0.39873356960712519,-0.34012233052932711,-1.0132945288248738
247.75101000000001,-0.34160822609171904,-0.39713450683787666,-0.27240143270414563,-0.029158526402583818,0.41422248281908458,0.99293506344699112,1.3984740770652999,1.1839852677231923,0.65223744459192767,0.13194979414452873
247.80298999999999,-0.62104628364211978,-0.73628860383412298,-0.52187062547527674,0.1043106890639392,1.2533412646517932,2.2896575039271734,3.2583216305588385,3.1861761288584316,3.0578733390015644,2.7572355134778568
247.85599999999999,-1.0246737885531163,-1.2289457988618948,-0.92546013245084469,0.16080802786633452,2.1634070370530196,3.7533923614992935,5.406568960938368,5.4520249499406876,5.7066512924380293,5.5332323598525157
247.91,-1.8403487049407294,-2.2014418905264357,-1.786761013449496,0.02515811162168613,3.4342325211702542,6.0755698957727766,8.9353518422407365,9.1209555094029025,9.8417529051540455,9.779905644583069
247.96200999999999,-2.0560711436839512,-2.455122430857986,-2.0050049206523903,-0.13635868582286159,3.3873463009691136,6.1972928976766779,9.1971527987075987,9.4299303544867055,10.302441511786421,10.235841263605614
248.01499999999999,-1.6573035923110928,-1.9469558989196747,-1.9603068973574944,-1.2483842105827931,0.3491569548567296,2.1305580642526643,3.8154019502600565,3.6534740833844572,3.3727963291536911,2.7751926091155572
248.06899999999999,-0.89788305698563786,-1.0047255499620231,-1.0378595762625369,-1.1459421601519009,-1.1080941849143351,-0.17464919760662323,0.30310117504411549,0.096376186143318665,-0.52824513877119217,-1.022680927867156
248.12100000000001,-0.55397106996789536,-0.60160435706937943,-0.50744793372659924,-0.73135672163105658,-1.0312733748633016,-0.33909199828100633,-0.19143146283312495,-0.37730952451203426,-0.99760509017318966,-1.4800627807770395
248.17400000000001,-0.51106574412144734,-0.54890926330167067,-0.45161645880328283,-0.72517283410950584,-1.1498240042865715,-0.51615711111383034,-0.4542722607651869,-0.729967914256621,-1.5732071208820604,-2.2352439434721521
248.22800000000001,-0.55057870063867176,-0.57959545963322778,-0.41490705168285574,-0.75829239026675854,-1.3067567435173659,-0.57516936333128765,-0.53338229231548673,-0.77634623003521086,-1.5844443804085264,-2.2079136915988022
248.28,-0.72822008661625082,-0.75464119487003567,-0.53624220608212747,-1.0451465158045061,-1.7820527635732581,-0.79078936945020772,-0.7297456469461443,-0.85836356630148103,-1.4939142106989673,-1.9446531480728935
248.33299,-0.90485371890178934,-0.92782298242867145,-0.69037814331354164,-1.3265593714127211,-2.1437995865461752,-0.88157085132051693,-0.75154468391670848,-0.77926770974366455,-1.2599180892923105,-1.5702862684884946
