NC,RMSEP (wt.%)
1,4.1375069242798279
2,3.6344283628504215
3,3.5125175388778502
4,2.4368428138590543
5,1.9877599656416058
6,1.7597625931835286
7,1.6576083292385775
8,1.5447673703078451
9,1.4731908470934238
10,1.5313653409625747
