Sample,Spectrum,Fold,True_Comp,1,2,3,4,5,6,7,8,9,10
AGV2,1,4,1.79,1.6929239528422317,0.37965505623031248,0.93517839044493556,1.0870454048283111,2.309373972416624,2.2416308067357664,1.6471782477591761,1.2695844082866725,1.6026509039511754,1.6200036566128375
AGV2,2,4,1.79,1.2276002101766967,0.13456859681646272,0.7994618464948462,0.80835897093320286,1.8737404723254625,1.9204155732454118,1.4396568671892247,1.0995935380972162,1.4942692346572843,1.3412408384836052
AGV2,3,4,1.79,1.5165557206869802,0.044039015571899931,0.6880844390884846,0.78914791765526004,2.0516190372044139,1.9307061072638847,1.4568952659681451,1.0911730273664673,1.5285406087581017,1.5318597504590916
AGV2,4,4,1.79,1.4812455150780255,0.012369180804841839,0.68427164443128019,0.71438230046405904,1.9613111286148195,1.8540289595927937,1.3875873320312873,0.99377684252540188,1.4224402593723675,1.3980553540471514
AGV2,5,4,1.79,1.5109728198794268,0.15306165940990279,0.76512106257312107,0.92117231889559159,2.0641378212314998,2.0386918069754181,1.5657409952080359,1.1429351104603906,1.5905569165430453,1.7251798468354322
BCR2,1,4,3.59,2.6169696318820135,2.6362629123392618,3.4894827687528696,3.8959333009418775,3.818276816839977,4.5757702268255738,4.0002481814281836,3.6836969821675938,4.2073843314465842,4.1976854779984514
BCR2,2,4,3.59,1.9803795034729688,1.8825175642920415,2.7118646375472752,3.0221685535087577,2.9450118092622639,3.539666175993728,2.9876463627617755,2.7131098727063039,3.2596150990468988,2.9388280886312002
BCR2,3,4,3.59,2.1714030594215821,3.1470640572899349,3.9360284491995112,4.6218441106594508,4.1328102205053288,5.2407772300171844,4.6896596707576395,4.3446909529344806,4.766011144473981,4.3607212193838061
BCR2,4,4,3.59,1.0982881835983043,1.6544634923076185,2.4609595536059761,2.9312212929124728,2.5860625174231866,3.4712746463942494,3.0184311987292722,2.6861769750177054,3.2165854167334382,2.9160872108784925
BCR2,5,4,3.59,2.5878087025759382,2.4004779850760229,3.1516661843735889,3.0508810294681372,3.2865257810752642,3.6933583674690151,3.1701854605478252,2.8585574301385588,3.2612475941268144,3.0251557267273199
BEN,1,4,13.15,7.8949547371932312,8.4952059059180129,9.6125868863470156,9.6158645849421482,9.3802789195559022,10.316084551574791,9.9502386427018195,9.5987996817810348,9.8987194555029241,9.5739222226392116
BEN,2,4,13.15,10.003370698776827,10.116252314828067,11.109707272939668,11.265268451098247,11.121584926609472,11.722114154666142,11.294892386961703,10.879177781150254,11.047915085237182,10.787234513937669
