NC,RMSECV (wt.%)
1,6.3135545369234718
2,5.6369949447431926
3,5.4472297564185137
4,4.8795208912434616
5,4.6826461632117402
6,4.3158577320645337
7,4.321672615712818
8,4.3816003698558985
9,4.4366504027322859
10,4.3993718042118806
11,4.3132291826050908
12,4.2531344552385661
13,4.1248422533934237
14,3.9705117555242904
15,3.8538697915724023
16,3.7994694175054495
17,3.7653623822819551
18,3.7331331253443345
19,3.71366848381887
20,3.7904135829415719
