Sample,Fold,True_Comp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
AGV2,4,59.3,59.361131780364751,63.348981760567668,60.886915582856147,61.892376129845672,62.536496490926396,62.430025188343855,63.142613306174255,61.920669958856976,62.204734379753262,62.693376224385908,63.521234908910785,64.354754177045592,65.096781077341973,64.990111290445483,64.360550406792242,63.823186197440535,63.664901092508053,63.514265698813631,63.22391759624891,62.952334624029611
AGV2,4,59.3,60.03275183519024,64.01459428765439,61.03022225752396,62.22151374752741,62.796667023794782,62.660191814699303,63.020696838065867,60.543340283867686,60.241951119756372,60.622094770549928,61.557274404707414,62.598398851319288,63.403306425177654,63.361827252986735,63.21536723393799,62.807637017977058,62.722219619443287,62.667052377970535,62.778737236392317,62.884503636044904
AGV2,4,59.3,59.621782289125491,63.695114064846024,61.078350957529643,62.105739157381159,62.343105930479851,62.003656768322465,62.707320338923779,61.514735047656522,61.510626479428538,62.134810103517886,63.082104050439128,64.055879559032633,64.85935369011608,64.697796058744856,64.114098244966655,63.6370807194875,63.49113441653536,63.329485897359547,63.472319468016437,63.373587106970767
AGV2,4,59.3,59.419114151395206,63.519337449768365,60.845750984137986,61.965429008408179,62.25349337883317,61.940145721760757,62.749431757104951,61.680260636936929,61.654105801941931,62.4008762521891,63.309785353709806,64.233333691171495,64.958769221757251,64.853186386521728,64.386875569622106,64.060312341618214,63.959224373187681,63.824935016040222,64.082197755094171,63.954189862235069
AGV2,4,59.3,59.095993403207231,63.01261929939114,60.222682944314073,61.307697537903131,61.952089619776643,61.723938395281394,62.513687214337587,61.944146241900242,62.063049484073019,62.618821147391571,63.620994201652337,64.285144010540748,64.92571814989013,64.642039262466241,64.276381993622977,64.014727864439692,63.966437654907125,63.774141611469126,63.744925521988883,63.378011716568139
BK2,3,58.83,60.105291159694609,58.362940803656102,56.598983803085282,60.901916156346935,61.055760691569994,61.743109560477137,61.743645180605455,56.820452640242074,55.176081984713903,55.523825732671568,54.687428678324885,54.712520234384932,55.007885595753685,55.388684457723414,56.140903917747025,56.809917193929309,56.617512385261762,55.893692190055354,57.426181971388452,57.638874881699991
BK2,3,58.83,63.134774954330865,64.319871795357912,58.017555431179503,59.766927907877232,61.935372211767955,63.680622669350399,65.156541570052966,59.74184354172597,58.815574029492844,58.775282727212378,60.380257323007328,58.762920613445935,58.094130598045624,59.41186448486382,60.101004197757128,61.224179291416966,62.024989964677218,62.37796673388344,64.408229303690987,64.144947597286375
BK2,3,58.83,60.254691494534441,63.435626057647788,62.695973566767464,64.681148274165182,64.021773128195491,63.542507328742502,63.935698251659012,63.436751831378743,62.125136249506966,62.071649538700832,62.069076064220788,62.883009000360232,62.794668744291464,62.740765373205882,63.252522559347831,63.462278113522189,64.139803097147407,63.948552268496144,64.535172885176863,64.593271980977278
BK2,3,58.83,58.930385402590545,56.79842279665781,54.927401060304064,59.307628119881436,60.221844735229134,60.952187059765798,61.590218601894961,58.165188240869142,56.198459653389428,57.046116357337155,56.473237867972514,56.451036550753521,56.085329063177483,56.388079302763501,57.033490864721365,57.316163838707126,57.560445091690667,56.688870769021463,57.763541531257196,57.124228645298764
BK2,3,58.83,58.052759794221402,56.851943222178555,54.370245315534945,58.23185280384957,59.064172245137627,59.79970339372295,60.601980677185217,57.758794774810191,56.089141744620584,56.840567666330998,56.386094306145004,55.222041645193151,54.556243493004516,54.702313127313197,55.006625262210946,55.305946684483381,55.807031777780942,54.8785849935093,55.532338866582791,54.815955185534953
