Sample,True_Comp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
BEN,38.2,22.410134696493099,31.904146199192606,34.782391600580155,34.880908936270714,32.726361436475329,34.088161917285277,34.764994715608893,36.262403477999911,37.392062039198734,37.532994018480863,36.720435230425267,36.320865114036948,37.007472902287489,37.401870569088317,37.131835114850475,37.218228117425838,37.482117594268104,37.647056850018913,37.28401924423801,37.880467391819906
BEN,38.2,21.773157465510771,31.64453788247426,34.844631290839374,34.388009211320977,31.791313188280672,33.508675674491386,34.098841489538415,35.219176308059531,36.40704790387182,36.526929406668572,35.802571543024911,35.325306267062587,35.640504511609421,36.132784247148052,35.924096047067849,36.037062585956733,36.254424525125174,36.344451205266893,35.985216572436045,36.409201335008163
BEN,38.2,23.661624029429788,33.843105404064687,36.312082658793983,36.255955789012503,33.805417323548298,35.442722559397737,35.999133300248374,37.420967587918796,38.668323966699717,39.267088162011945,38.53611614699841,38.130292426790774,38.855772204314491,39.375242592430453,38.808531844752011,38.955790111364323,39.258018964653544,39.481074917178312,39.184158508134558,39.605003310704731
BEN,38.2,22.844211775373328,32.202512557644084,34.937171385776267,34.834318925135094,32.616667194722226,34.180226808297405,34.8469409501323,36.156837435729365,37.358695388167263,37.549896212289539,36.691570665471247,36.37948821077461,37.08107558240539,37.507638694561336,37.296524741403118,37.458188283955025,37.692266008619328,37.909190568197744,37.539955672218014,38.094781961517207
BEN,38.2,23.082223679592708,33.154886846805525,35.959497199415082,35.955291913337277,33.44211314633489,35.013151241176729,35.62558689565391,37.022326057701747,38.299098714877346,38.632214434534404,37.894311511212734,37.519368352133995,38.205944904445232,38.664105408268441,38.255637394559962,38.365258345672316,38.621853761746138,38.787145809940235,38.451851654485893,38.948253412902133
GBW07108,15.6,8.241210434695148,12.812730895815559,14.206794803249309,15.125799385376375,16.720001255982886,17.199394280594412,17.518778788872577,17.130917901958497,16.71873614823836,15.022080580060736,15.021899243900164,15.07942347896952,14.966808339034904,15.225623213313483,15.198800726169164,15.065219445045352,16.084790275925869,15.627522107551185,15.691540680326536,15.802982214183894
GBW07108,15.6,8.4420660851703921,12.895226767621796,14.383949966631326,15.510678068489245,17.177182557647836,17.798903236113599,18.028085349139388,17.580179830158787,16.985931777571302,15.090271433204462,15.061444583573612,14.887428986535886,14.711454200220821,15.119179677498563,15.063986133393364,15.057002837136833,16.356793423646078,16.109253131531972,16.320478801986418,16.384286425809321
GBW07108,15.6,6.9786633488924474,11.087742128368756,12.372971243558688,13.3495944349377,14.720349639771106,15.161168694614426,15.527071493983227,15.190184042968937,14.897126646307326,13.296869942378938,13.49619161323538,13.659673246722576,13.640516636108865,13.907867670989088,13.91237157750532,13.800379920837681,14.994556926230242,14.666459119845271,14.85840515604708,14.918012208523711
GBW07108,15.6,9.1779459339439775,14.176008461745829,15.900159545056741,17.090050444972654,18.595190780954916,18.964071834370195,19.208229683072531,18.697067220740582,18.249256410894816,16.252370831829097,16.095040428609352,15.956610837697248,15.824176103336326,16.123976721656014,16.142040304888017,16.043269162417221,17.108738576572588,16.64413647580626,16.734615008327307,16.724016207708882
GBW07108,15.6,7.5041062377028984,11.87663351374653,13.259746335281065,14.087573238774787,15.370737022535476,15.710209837895988,16.032585128788991,15.690453880276209,15.464325063202812,13.790680353013858,13.78691785264472,13.876075740589492,13.808674136127545,14.013870994951333,13.977809330066741,13.847322898700185,14.814793429888841,14.275174287280654,14.465119452697548,14.6497756896556
GBW07114,0.58,6.1039937347354396,0.3531782567814723,2.2108706713911843,-0.84011562745859258,-0.92875622333772512,-0.24000789106444742,-0.10658578667143281,0.12814281443096043,-0.56370650753650509,-0.93638440026591852,-1.2281265018203698,-1.2788609382078562,-1.2584474349304564,-1.5085198194235883,-1.2947931663031866,-1.2980375918476099,-1.1366826071741549,-0.74806777032690164,-0.73316139487243248,-0.65161067879117951
GBW07114,0.58,5.5138709911752173,0.77770422667189365,3.2778598613367027,0.7237851534507822,0.57189419167271183,0.95570823463337007,1.2253926512266897,1.919081462949638,1.7706308352213185,0.95762772068619739,0.51407239845016406,0.30480646857622951,0.29381506926656797,-0.3412763243140553,-0.065587083499929477,0.15304400608856916,0.62010877257671027,0.90269612804420341,1.0040061732415868,1.1381690074863542
GBW07114,0.58,5.46756582957787,0.66713783391956127,3.1556199283573569,0.62489533493303462,0.48583992900102757,0.81010298282526527,1.1105996586719922,1.8006628493178276,1.7142371398627354,0.87884109953530931,0.36999221016137263,0.18097736543330889,0.19991104683762728,-0.50512035817834899,-0.22693034648644606,-0.028463659758855897,0.4133732725477266,0.71443292587074048,0.87498181417307919,1.0349818845819581
GBW07114,0.58,5.1754904172659568,0.52521025403925847,3.0097720928354601,0.49582636664842106,0.3363934134541946,0.81504118340149034,1.1246538842474099,1.9104198391981662,1.763198411263156,0.70451060419742362,0.13093864180978443,-0.16240148488092743,-0.16383267020650827,-0.8366380090278227,-0.52057929282777238,-0.25901830751091737,0.21975117476456418,0.478437549992762,0.64219741693812793,0.95436401778180624
GBW07114,0.58,5.453189160717189,0.59823514651045073,3.0605336494409592,0.49652721442537384,0.41781812667970541,0.80731432817131576,1.1442168348479083,1.7852187407114002,1.6023515805548065,0.76509561711743679,0.23258835253685639,0.1436599599303392,0.19972121053194947,-0.54945002131288234,-0.25745995594337145,-0.10787162362349534,0.36686469752126527,0.74235026196660314,0.94643133798939161,1.0478313706229194
GBW07216A,0.049,5.6131311832448656,1.5564535579275969,3.4032832866317406,1.2188083517064481,1.0806372418181081,0.62005366865834333,0.58335684701286894,0.80618571786509818,0.19314161824619802,0.4128702775350348,0.97997583887568496,1.5510054448266182,1.7170403626447772,1.7294806458215852,1.9318426180830883,1.6978645421439555,1.7920448508924167,1.5939099366635432,1.3129343240567408,1.1798228878349626
GBW07216A,0.049,5.3174673241384962,1.0385055180218217,2.7671203888807518,0.44941648346413032,0.18431410411645288,-0.091366573287221087,-0.032462733426587675,0.26369705912162544,-0.3144149065966424,-0.52066013136058409,-0.27145229438835017,0.19018248987529773,0.3983019593725885,0.31903483066332683,0.66391568021593805,0.61200412914650748,0.92297607387581415,0.94051443242491573,0.77049233441045217,0.825378243294006
GBW07216A,0.049,5.2480802581666861,1.0106996033639675,2.8042924031454959,0.49393288260320745,0.23021411705168049,-0.10816922210456781,-0.04146768108073573,0.21142882454427081,-0.37791064761112914,-0.55333912333312796,-0.29153236873381871,0.24997911234823889,0.48500597076897201,0.37771240623831126,0.69875198585969045,0.55692864754962912,0.78110343179528918,0.77825828981777789,0.6412246744606378,0.62828817058626996
GBW07216A,0.049,6.7527396988810455,2.2762484493418498,3.4849749007808484,1.132693032495796,0.76235059036752517,0.23215645492249948,-0.13062670189177261,0.39924302142249601,0.39606561445949851,0.66552313777330596,0.59767050070187899,0.12799559042590225,-0.1530716180832048,0.02913341552706683,-0.05185172884570477,0.51339833586946781,0.23069820878074054,0.062400165291794707,-0.068935629038652024,0.17442473881790121
GBW07216A,0.049,5.4777348894118809,1.3509063558731196,3.1803151223761947,0.95254381065159954,0.7299858243335926,0.31691107527488427,0.35648432413796804,0.63765498833782175,-0.016427453849637175,-0.20329810716785346,0.11643283430046125,0.5889715751401674,0.79389801601848475,0.72972278138542634,1.0662001275387532,0.90288288811981232,1.1256169744725106,1.0375264335934578,0.81025769305331075,0.80044686752003358
GBW07217A,0.95,4.9430361547542265,0.63994628705836476,3.4463251925057445,1.0126276037600626,0.5580383836592766,0.17658269784110381,0.51582569560103053,0.96283817080262502,0.79600732987609746,0.35994773058827967,0.45275139107960172,1.1021443295934645,1.5057816260927481,0.79129073645052728,1.2457507084605144,0.87450910329140363,1.1085336366805283,1.0318531530741097,0.72455412080147852,0.59177391632373144
GBW07217A,0.95,6.9893594057717099,1.8664871207905804,3.9412887000767327,1.3149554029176898,1.1595951410686869,0.5979046243863877,0.61732471774780429,0.48413628682852838,-0.68784645308805281,-0.52588720446900972,-0.38130055452806744,0.10619356074258945,0.29026716941955222,0.083147397707204362,0.33859061380918476,0.10754578078886823,0.3002382371237502,0.70348424833598422,0.61941879182640491,0.40570602880724316
GBW07217A,0.95,10.619621682330646,3.8359281340008469,3.4819791762575072,0.18883413891696677,0.030865243084711835,0.21009617484159548,-0.70731075450577308,-0.30731917563067945,-0.82840770592740753,1.0080837824272955,0.74465354243448445,-0.57366909345127581,-1.3955724916442449,-0.36060825223711745,-0.83556436675614165,0.82128929670929907,0.25402196588655279,0.65120178435384446,0.76635057914550408,0.57595409806351228
GBW07217A,0.95,5.229526857283485,0.54661457636660415,3.2499550356144411,0.42687634742434177,-0.1289805874632961,-0.18217427991876356,0.031279203811109824,0.4050036011777145,0.036162393008467575,-0.44594883838198385,-0.25040557985464318,0.24727336910829578,0.60414490078221661,0.29456882716462829,0.86412296372614783,0.62142667411267816,1.0545429529938932,0.91274244188423737,0.24905101503441784,0.2153041275668599
GBW07217A,0.95,6.9284435875943924,1.4818767975606679,3.5564892483588206,0.63184856822695501,0.39294213003519829,-0.28355301495532004,-0.2457160199313293,-0.69681018870894107,-1.7686963174243466,-1.2921034778307288,-1.0675650808424386,-0.22194772001866525,0.10589651008771739,-0.048012273419402618,0.232841803136278,-0.12568995797378335,0.13127773188879388,0.63987478108039397,0.53761707810740589,0.19735787845579722
GBW07316,31.6,17.059485656743501,28.963806748861579,31.426317015743972,32.441609972678251,29.315621237789117,31.014596618809932,31.277611368338174,31.274411159692949,32.248161889233771,31.304974680575818,31.428372032569392,31.750966521094011,31.189034707575903,31.816479340291441,32.124928934457841,32.240566098997775,31.857657138674181,31.907695615455605,32.353086909682929,31.954624189041102
GBW07316,31.6,18.103807217760625,29.333321834413155,31.704088989313451,32.688972914517365,29.313087226104596,31.044942576425367,31.16715164993763,31.239059789418416,32.155208609875444,31.521910654692906,31.811060603778316,32.159594448462983,31.523789070495038,31.877280032952847,31.94486666685874,31.926958455891604,31.34317698194992,31.353649009865709,31.714218634681451,31.178770416011769
