NC,RMSEP (wt.%)
1,4.9224805206785653
2,3.9788029865356385
3,3.3323944577656635
4,2.8347376674557974
5,2.5213327550637836
6,3.1291189476016319
7,3.2527644553557713
8,3.4036472788822016
9,3.2966670452953801
10,3.7684630123387128
11,3.9141106415630662
12,3.9157818190815146
13,3.5974705031709964
14,3.5206123841799291
15,3.2047214270873075
16,3.1896572998823318
17,3.0685414765443793
18,2.6378111010635448
19,2.7742817745377453
20,2.6939948225065868
