NC,RMSEC (wt.%)
1,10.845861458013424
2,8.7429108470285417
3,7.923425453602488
4,6.6580605414467646
5,6.2431635478287912
6,5.8954840930993075
7,5.6253019783422644
8,5.4810275413314233
9,5.3844313780893929
10,5.0467892973533415
11,4.8304590969536516
12,4.646133886076619
13,4.4959705830399237
14,4.2989736667199541
15,4.0834035165861868
16,3.9898994301402002
17,3.8346404544513426
18,3.7284313249154657
19,3.617455356491392
20,3.538927876157854
