NC,RMSEC (wt.%)
1,0.64901125830874695
2,0.50906171098125952
3,0.45254563292686562
4,0.43014125481890847
5,0.4078827946414505
6,0.3933516385963754
7,0.37832937301508579
8,0.36370702384744152
9,0.35741828474795234
10,0.34091995128164415
11,0.3334906280196086
12,0.3271457048711226
13,0.32286099719585259
14,0.31333594134893539
15,0.30745348009501461
16,0.30128202137444748
17,0.29041568697454651
18,0.28690017277665536
19,0.28386761907048452
20,0.27714872634692661
