NC,RMSEC (wt.%)
1,3.7398009161089072
2,3.2224758310286039
3,3.0044125363739367
4,2.3053727076590635
5,1.9342807200124708
6,1.7457528269447893
7,1.6464842687745207
8,1.5551665362244278
9,1.4842736507806744
10,1.3882501381697465
11,1.3433315285295477
12,1.2258799769676836
13,1.1948690435583886
14,1.1654610790776954
15,1.1340368410912189
16,1.108238881069266
17,1.0938384073955574
18,1.0631653996383144
19,1.0474291174870172
20,1.0367963095421939
