Sample,Fold,True_Comp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
BEN,4,38.2,18.094429136775794,21.041351757044016,28.200682043774734,30.33344204332742,29.909538153648747,24.479100196683316,26.183787516629696,25.756859270519758,24.700893635511676,24.723528145201598,25.006314253901813,23.710359697249086,23.169516534668556,18.842600635350866,17.332070107527599,16.814415188635159,16.718310506559632,15.555449264956549,15.694413144729099,16.035797759183186
BEN,4,38.2,16.964979720137631,19.49353515536114,27.901900525758649,29.641155772907084,29.609744422339702,25.805821355356361,27.431948981005107,26.867711347200643,25.741591596922166,25.446473437380419,25.166991476834749,23.454645969517316,22.728335532646049,18.764654281742072,17.342072097554929,16.817361771102846,16.778625454189974,15.185924345638476,14.881019352180823,14.496531652014747
BEN,4,38.2,19.058963347072943,22.447107380322361,28.977737400279949,30.958791635944468,30.933924306258554,24.551457134989281,26.44435997937649,25.950748215915773,24.965134392416076,24.962668186580402,25.133325827273552,23.855869716680537,23.165168887288516,19.045147471971983,17.518713641831457,17.234133238344004,17.156172243759816,15.997494546327916,16.114640400939422,16.353824965695257
BEN,4,38.2,18.54372362372424,21.206659152603329,28.085242182956314,29.393927406032212,29.081037927208044,23.540965420492604,25.101345922284381,24.855798818812687,23.618335583946497,23.56543712336898,23.794041917391347,22.419850266654453,21.853093909272424,17.49004054888567,16.038913684840598,15.684326639243341,15.745417382583316,14.70589295103964,14.879049958776154,15.277824017649472
BEN,4,38.2,18.41653165628621,21.47764727331818,28.674218944637474,30.919048306947648,30.731592538030089,25.069839580515023,26.741099266196308,26.129610737327148,25.07798804457628,25.07768284940984,25.295849361494582,24.103429733118951,23.530526353820662,19.345446836161955,17.889404542579335,17.462171940700774,17.432875601081022,16.466785906259204,16.562612466344437,16.804264701370712
GBW07108,7,15.6,8.6603451036006316,11.5663431088611,14.047161945610782,14.960980973591319,14.472247746432631,17.45960958433291,17.178780226020223,16.570392122390903,16.931002795507489,16.992032288990028,16.667585819354294,16.417652579718194,15.893282517962369,14.439665105805055,14.428304220596615,13.980012206705476,13.252190422504153,13.039156934218129,12.338364038237996,11.986930928016418
GBW07108,7,15.6,8.710305946119238,11.534489139269173,14.608650657089537,15.764566554488052,15.11150074684612,16.964168752739749,16.363790355045801,15.92936937745678,16.228121432459545,16.466024320032808,16.620734423606088,16.559423943318201,16.031009677802793,14.716246260289303,14.974260319843902,14.481036630455968,13.700027329124826,13.512489331126771,12.877952534332506,12.712329218496743
GBW07108,7,15.6,7.7497160669396363,10.145382009933275,11.96265185245127,13.01358485698068,12.229387457654068,14.93010068155284,14.625377873699707,14.088381075833658,14.630779206187855,14.91488915449273,14.928209890455888,14.871412359600333,14.490891728883859,13.185494309013903,13.392216489309078,12.965087467680995,12.081544811919724,11.984412262479438,11.506712807643694,11.520212831278389
GBW07108,7,15.6,8.9972324704870097,12.036895621562348,15.85307812439304,16.969682753671357,16.130445000581911,18.050759724673664,17.359928150954087,16.741900801666212,16.989648232650612,17.218521098812104,17.192402579781383,17.157924187046628,16.658659717662843,15.344039893029464,15.55363519491412,15.221999542647129,14.790150661966873,14.749483874711704,14.143965707620044,14.000251540566726
GBW07108,7,15.6,8.0675227289487275,10.624962823126594,12.622785744018872,13.461780372050399,12.967760705577511,16.107889857281378,15.826623893378654,15.249583274857926,15.812693974361059,15.945821981984022,15.704095547617628,15.61085765582094,15.149700222288935,13.769673682863866,13.853984726255575,13.524693561215173,12.807008069869337,12.759315881265117,12.105777315087058,11.891421466234265
