NC,RMSECV (wt.%)
1,6.0350706453966145
2,5.0905131429829211
3,4.8256911419757866
4,4.3678302856761633
5,4.2438693796401887
6,4.1445672027064262
7,4.0494929975360057
8,4.198936046261653
9,4.1517798826402288
10,4.0906695187264415
11,4.125267117784289
12,4.1669362213280738
13,4.1710739332768991
14,4.1347310220878981
15,4.1526686608102672
16,4.283403669977317
17,4.3201772041359021
18,4.3162411285517051
19,4.2598781646577955
20,4.1536608166351874
