NC,RMSEC (wt.%)
1,5.7134673671837923
2,3.9435276187886483
3,2.844876240937257
4,2.183832391209712
5,1.8061933811655015
6,1.6778568544922747
7,1.4510975325494
8,1.3318179315360057
9,1.2571594330946876
10,1.1815676717989236
11,1.1143529042857747
12,1.0230505949837343
13,0.93791857923617927
14,0.88480214271790658
15,0.80739569185402238
16,0.76758925757579366
17,0.72124326985958354
18,0.66886820304562433
19,0.62559051379836494
20,0.57320103906837028
