NC,RMSEP (wt.%)
1,5.9321893854124754
2,4.7060621267614273
3,4.579315569029875
4,4.3735665826011969
5,4.0427165239606317
6,4.131591644294649
7,4.0953871978265832
8,3.8671794702122568
9,3.9349168894551414
10,4.1477792375104174
11,3.7784199911520324
12,3.8174090154345679
13,3.6977254396568227
14,3.7845624483668954
15,3.7656674634865017
16,3.8419371126850619
17,3.8608107040844875
18,3.87884001696907
19,4.2241689339914066
20,4.3256851971888866
