NC,RMSECV (wt.%)
1,10.314850912077253
2,8.3968091597846488
3,6.7785926621875907
4,5.9937266265561071
5,5.8472497010419984
6,5.6904150845423009
7,5.5190430316148182
8,5.4025422212342766
9,5.3886112947029021
10,5.2399751199142948
11,5.1483363050469997
12,5.1325191544025719
13,5.0741810697092804
14,4.9481670203753074
15,4.9311723799706018
16,4.8856614242495171
17,4.833034417938757
18,4.7631235122094946
19,4.7842235806763211
20,4.7685395141212314
