NC,RMSEP (wt.%)
1,8.1415865059824917
2,5.0468694889575696
3,2.8678052670726659
4,3.7296490905857058
5,3.7668593934920263
6,2.0810860172408168
7,1.6346639439449155
8,1.9115203220262516
9,2.3001829311407715
10,2.090717502965096
11,2.6821914943100222
12,3.3549974023788591
13,3.3412993578317094
14,3.3512199421224289
15,3.5201074433918631
16,3.0017442909266157
17,3.1325404627069595
18,3.0228459121340427
19,3.0202119084592942
20,3.1026087339076995
