NC,RMSEP (wt.%)
1,4.019682466341318
2,2.9687941537287839
3,2.3451136017954615
4,1.8981386410946079
5,1.5117023695830687
6,1.312525933062819
7,1.242388344321812
8,1.2447465120624774
9,1.3107402413576039
10,1.2744654509513005
