NC,RMSECV (wt.%)
1,1.7853106317912935
2,1.4147919565815374
3,1.2155520492522307
4,1.1473177025030257
5,1.1110326185199588
6,1.0970495300764616
7,1.0734273454607197
8,1.0626531162332611
9,1.0532485524943562
10,1.0432600688513518
11,1.0557351595793922
12,1.0563794506282422
13,1.049807234536418
14,1.06093868596007
15,1.0950415182598907
16,1.1069401348719887
17,1.1401770208977413
18,1.1786835285759685
19,1.2070309084664435
20,1.2055392076383096
