Sample,Spectrum,Fold,True_Comp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
BEN,1,4,13.15,13.317577831961815,7.6881005930719688,8.5282382610249261,9.7444804781365146,9.3461613635544314,10.55908822942364,9.5980581573429653,10.660514953401883,11.066219128583292,10.644160041449089,10.492473622875387,10.383192912436279,10.637285202091311,11.247620890554574,11.421477491338152,10.745327928253641,10.542855845976867,10.683619238191996,10.829462171048663,11.084032788820705
BEN,2,4,13.15,14.894393845446917,10.730723222673703,10.36931721032664,11.385982652301262,10.945929582684872,12.041711480387232,11.489819686275785,13.130820354554553,13.42896325086334,12.661227991622159,12.452089905943332,12.42518306393845,12.410965319325735,12.470249725071184,12.519952772779799,11.869148630745588,11.540867956883094,11.538266613063426,11.553865285364141,12.08427321518408
BEN,3,4,13.15,12.926366998043914,6.1519402217934704,7.1609414108136633,7.8773503091473493,7.9730455698587761,9.5991236190767424,8.6447670426778718,9.6522651691058456,9.5616462408910046,8.9556425047625581,8.8370752674194684,8.6709060675361158,8.8909109585012089,9.328116534475269,9.4717817050048154,8.5464008740475919,8.1752565186484976,8.0611936346577941,8.127973081659853,8.3747153284174178
BEN,4,4,13.15,14.186427337255537,8.3485258544294059,9.3252964244311265,10.333855700818493,9.5049084188270676,10.66334023286182,9.6547040677354339,10.630219236303107,11.017290925756237,10.705812044934913,10.593423286805113,10.431428076079893,10.698686190178581,11.320482330595482,11.507324115339697,10.59736439515085,10.340835451384663,10.370860666720258,10.48170869893792,10.742598813614899
BEN,5,4,13.15,13.333353144542432,7.3488933401249668,8.1910641583576282,9.272728008476836,9.1973000877639581,10.489544653659934,9.5506137260717345,10.630447480300379,10.944007711561577,10.418532486442416,10.330821185724057,10.197528360996705,10.359533470324363,10.712364393112022,10.752948841958109,9.8256869102063042,9.5644131160332702,9.6338943765726111,9.7514822380447335,10.068905583281564
DH4909,1,6,56.14,42.704658066231858,46.980410394656616,48.114071451779523,51.44067868652418,50.832893860061027,50.531988654466048,51.178808343158558,50.820737034426799,51.517488500370462,51.627427461489845,51.581259719626004,51.952275406492802,51.473689710236428,51.954843274071266,52.333005105757344,52.051370407534321,52.337861099735022,52.677897722288407,52.398356290383333,52.215829404745023
DH4909,2,6,56.14,41.787967328317393,44.883017842226508,45.142686261427983,46.748577805393694,45.976544256431417,45.761534228173169,46.051859735500045,45.690788018735674,46.207067179725996,46.613583621018726,47.618192940117581,48.797552579310874,49.214005148498956,49.964556041274413,49.932259325594245,49.352966786963222,49.459262096632983,49.847853228590836,50.380960262147383,50.177397326739751
DH4909,3,6,56.14,41.894672677723293,45.11432927138106,45.592068139997522,47.940172021545166,46.702436030506377,46.431692263071469,46.975714550097791,46.579085085307923,47.17791848867823,47.171694615651845,47.601369676402413,48.26422685546865,48.066250597571553,48.536964342117741,48.732521092308673,48.372588652395066,48.414438266524826,48.775403589194106,49.020784485699792,48.780796601340555
DH4909,4,6,56.14,41.739892651126908,45.498950908189556,46.474699236230812,49.537982095244928,48.990437448139481,48.775248540912969,49.384211209513431,49.055078831363225,49.645991517446788,49.824983962998516,49.842195452298569,50.309446955307337,50.034227485178675,50.594632258883976,50.940817929523057,50.711176789905657,51.027831646076805,51.242626366627064,50.953036343444872,50.764635708849269
DH4909,5,6,56.14,42.706577931384587,46.663536390747907,47.348170818054626,50.471690946666342,49.779178264232939,49.678837623528068,50.239885783334351,49.819602183674149,50.57803128448554,50.98103702215645,51.668593053766088,52.425989113734531,52.243196766776187,52.695963530396455,53.009559228926484,52.540712313481727,52.634985978237864,52.612823054708279,52.787751830130773,52.582301992239152
DH4912,1,1,49.18,42.447083113126496,46.576752419429155,54.237383693878058,54.411270511139016,54.596338178896474,54.824321547322945,53.334796488216341,53.440289495314893,52.597087874024062,51.162493720940105,51.750065542761355,50.840135189581545,51.11426190533362,52.219683529156782,51.87047306681238,51.616385952786814,50.982908813425624,51.645996093065392,52.517091367961577,52.921707085090191
DH4912,2,1,49.18,40.237630732871068,42.752967600980668,50.437377716582198,51.774388915619795,51.779234337276201,51.450317587144809,49.630931063854149,49.654092889363319,49.304831626474133,49.067393321611824,49.633497308154375,50.268722444438211,48.018612347441341,49.484506700785538,48.765034233451843,48.230561078372531,48.63287661882709,49.295034466582685,49.754248394158708,50.704126822088426
DH4912,3,1,49.18,42.409011522910006,46.492741132436699,53.455329637211968,53.488199028661477,53.669764323898207,53.923840924795812,52.565221143432019,52.847806899709568,52.435084951621356,51.684195692674734,52.407096150147964,51.708944627743321,51.547419306538863,52.233911463014948,51.954372378376043,51.494126277239452,51.115225578937114,51.515464536210231,52.196650283198679,52.833116907110536
DH4912,4,1,49.18,42.417485304084181,46.712520656460768,54.215437737170916,54.314528306017856,54.60640436958073,54.89808404322708,53.424289023697895,53.503447015492711,52.852995528893217,51.60429942640458,52.246388754258135,51.456039948463889,51.457372913096918,52.533980313649053,52.163169476268038,51.79626774350919,51.377254457353274,52.092073713165497,52.917636152431335,53.438278392730922
DH4912,5,1,49.18,42.616877477150069,47.024749281433941,54.816948911967266,54.557506476710905,54.706385796355683,54.95858985994883,53.164988168090034,52.978188763862207,51.900824663448653,49.935232427067575,50.483196144622454,49.448672273836593,49.54422801799889,50.944027352851251,50.487066709509975,50.081622305580325,49.376551802160307,50.321732192578963,51.371402268980404,51.738460878533445
GBW07114,1,3,21.64,15.962994794146026,22.904990609335741,24.876358714695908,23.241938765445038,21.773238172665099,22.741410652390243,22.383445283275744,21.793418502689608,21.727218291404622,21.781107711176606,21.785026759785335,21.73742702776045,21.926942693040893,21.83743659435698,21.674187592767893,22.278818071901753,22.187863144052809,22.181113849041768,21.389267510010903,20.791444700465949
GBW07114,2,3,21.64,16.196091798290169,24.094485293386242,24.900755921348591,23.406357913244527,21.44294853011602,22.401487505616849,21.948229328651497,22.195949083103407,22.983160633193645,23.819593795258026,23.851450443505012,23.589942099988495,23.852064881603336,23.367305748898975,22.8604849799604,23.156363878613654,22.453766101533809,21.62794793480462,22.253701953214204,21.724177257452517
GBW07114,3,3,21.64,16.053159932216303,23.965937578816646,24.818380444251716,23.319525528097977,21.431132947358257,22.391664606809215,21.926285889374963,22.169532398357049,22.999106471208904,23.930011707358624,23.978583948382948,23.742543166306376,24.043413259815786,23.555705927098291,23.039696494319937,23.397674440021909,22.709091306662053,21.78053288856173,22.237485300385821,21.570624749293891
