NC,RMSEC (wt.%)
1,0.61888559912176999
2,0.46362592646761064
3,0.43638450599703243
4,0.40793994884658447
5,0.38720871049004202
6,0.37664151713506766
7,0.36114977526667169
8,0.35286857093105906
9,0.3485392743087925
10,0.33013959645889801
