NC,RMSEP (wt.%)
1,2.0583182508404878
2,1.4269733949406549
3,1.4142657388563205
4,1.4399045690591581
5,1.4227849082491639
6,1.4485813114822812
7,1.5040203496816849
8,1.5400254035652021
9,1.6066759727188777
10,1.5150684339128966
11,1.4777628796294395
12,1.5070908483233156
13,1.4128930593077929
14,1.4659592265205599
15,1.8380461654597733
16,1.8062080217069585
17,1.8505292692146302
18,1.8761490089920625
19,1.8346526031501682
20,1.7373404472993581
