NC,RMSECV (wt.%)
1,11.008092600338049
2,9.1191497503633716
3,8.12966766419318
4,6.993111253799059
5,6.5986286010455855
6,6.3440124864691398
7,6.2341077342633504
8,6.1816324966492981
9,6.122236521786574
10,6.3315574362825124
11,6.3601537192692685
12,6.0636944503615355
13,5.9446176749236672
14,5.8624933432175315
15,5.8087114471613139
16,5.7508375615909877
17,5.7618019581836428
18,5.5853435247908143
19,5.5664257700472337
20,5.5331832763158459
