NC,RMSECV (wt.%)
1,6.5771119976754786
2,5.3207156103695583
3,4.3316459492555515
4,3.7900153260565732
5,3.1215731100266253
6,3.044124547338996
7,2.8323570727431928
8,3.3315915404581844
9,3.6174339031137528
10,3.3343231170896321
11,3.6331364930730885
12,4.2836185337002197
13,4.4261753525693157
14,4.3909528903044972
15,4.4542593249482145
16,4.7004048142190289
17,4.6341284592181156
18,4.5734022111226817
19,4.6099856352201147
20,4.8924129861312258
