NC,RMSECV (wt.%)
1,10.626740743880553
2,8.9484657875131006
3,6.4903418123918168
4,4.5609075215118269
5,4.5068583362606542
6,5.3389276942807129
7,5.2656950709780537
8,5.1333399870107703
9,5.2937839298377254
10,5.575715555164682
11,5.8562927873944055
12,6.094235619665155
13,6.3652458683053919
14,6.9326669885166607
15,7.0231288069962376
16,7.0137316482720387
17,6.9988441063872413
18,7.0234066064897718
19,7.0080274244665537
20,6.9896275370293512
