Sample,True_Comp,1,2,3,4,5,6,7,8,9,10
GBW07305,56.44,51.7440212998833,51.41133880128033,52.082852291279941,56.311988784662873,55.060846420843866,54.81887039270098,51.64894382253312,53.168344889116916,51.779189949102573,51.992359548409247
GBW07305,56.44,50.902521852033885,50.82148802194066,51.847294816318247,56.607270420293069,55.371302274826355,55.155339092430104,51.916542767469153,53.477380471113015,51.881669575687738,52.181241340660144
GBW07305,56.44,50.923930049276734,50.635949712138583,50.838827810777126,55.463337353391694,54.223830625158818,54.192453505796415,51.290289776692333,52.846498461597328,51.114159759922018,51.3348736908912
GBW07305,56.44,50.799849856996111,50.66404475243656,51.766412565578591,56.339416889213901,55.012324883617261,54.853511323531407,51.815727046320703,53.376286739778124,51.822638527498661,52.171924801591366
GBW07305,56.44,51.279907798679588,50.826128145779393,51.777428052559074,56.341857321854988,54.908107103834141,54.652358394440355,51.390568859705837,52.853548936631185,51.323117795418185,51.731741799856756
GBW07306,61.24,52.738674030668022,56.521647640510515,57.536624923476808,58.799841948626153,59.488573706884544,58.383975518422019,57.733456064189703,58.844377331090001,58.746820942224851,57.849946048218442
GBW07306,61.24,52.2236833001135,55.874044873011876,54.253694013897103,55.581991453660009,55.953376069492812,54.917710272763983,54.495033583537506,55.774288289396686,56.508613441014212,55.812901288151721
GBW07306,61.24,51.415062272688395,55.38622154560332,55.822916421373215,56.794469861171592,57.558834609152171,56.489128846358888,55.833048899456188,56.887074719317411,56.928310273110313,56.163230652706837
GBW07306,61.24,53.998840554450787,58.879712575565136,60.617412379234963,60.783983861302019,61.570828989785625,60.894755219724807,61.00732086604193,62.060165886605546,62.450912101853014,61.770451787266346
GBW07306,61.24,53.16014956084296,56.937093735789119,59.498820221536427,60.071137269907886,60.395758177334109,59.355174771471468,58.840952705352592,59.549546209015098,58.739091376573235,58.060467816547707
GBW07311,76.2567,67.828678162442912,69.529743682909427,72.605705865067037,73.915761405941325,72.810231518577197,72.986706143659418,72.72737045947126,75.0700075850404,72.897880855638718,72.519262251099818
GBW07311,76.2567,67.239289005198543,70.059142888733234,74.263106242443158,75.093627179781947,73.818368753278776,73.934225996262143,73.335595137055506,75.659825872217908,74.132879992101351,74.272023054593021
GBW07311,76.2567,67.49708072871384,67.722431463237058,68.217882218446505,68.125142695533114,66.815927658291557,66.583878599824757,65.741458157669825,68.137153956056267,67.572742470154878,67.544396993556987
GBW07311,76.2567,67.803622990045511,69.467019127804321,71.477951898901722,70.758880710293624,69.268529848151445,69.376985248397858,69.107918329832984,71.711093063008576,71.4614975016556,72.094765364708039
GBW07311,76.2567,69.240022308533895,70.668809762510236,73.846858942989428,72.515893447871235,70.656552190663604,70.830698895293438,70.772873582645232,73.150611039436512,71.787891372708202,72.260786849950861
GBW07312,77.29,61.603437101772634,65.854344900345836,67.815979052022229,70.951756131415209,69.532211976999875,69.572490464854482,68.057947162545275,70.762479241730105,70.692663749174088,71.495523786444977
GBW07312,77.29,62.167467305692007,66.408422531553441,67.827244506656569,70.526816770261817,69.617388238526317,69.857744614996321,68.403785790299949,70.935324436387674,71.718668757249901,72.157060857857246
GBW07312,77.29,63.353784467411508,67.064990549621456,68.909944629018952,71.34100254025816,69.912837026413555,70.234148607708946,69.529709089435045,72.120945181586166,71.373181224208864,71.69020672675201
GBW07312,77.29,62.386798043015261,66.547968290352514,68.47366146641977,70.287841493525292,69.210790564847073,69.664438422074227,69.003977472074098,71.502016457112219,71.515964270415267,72.148740261434739
GBW07312,77.29,62.740680324492153,67.380489450681523,70.017010251968344,72.017329575049672,70.79295103407253,71.158331049408503,70.311794710484833,72.826435260749946,72.555967999468834,73.151396147867672
GBW07313,53.86,60.454245847826407,65.293053864168684,65.539483060494319,61.827842501901365,62.134739571905925,60.502644727358145,61.405396087744549,60.81270707091619,59.367779501658916,57.644335517629564
GBW07313,53.86,58.893876471492241,65.046917364810227,64.820101581240053,60.741037683869195,61.234009249428638,59.514807462677311,60.427880522668993,59.765457621139959,58.751156305503507,57.266673083407063
GBW07313,53.86,59.70506893008988,64.66544533410196,64.720574993168157,61.245131573776703,61.749153150502444,60.117092893497151,60.997302210889018,60.463839909954594,59.357158816561743,57.671594284572542
GBW07313,53.86,60.300419514997657,65.924458165257107,65.668403029313367,61.494613343864955,62.153923994476635,60.591465486022216,62.04127625673452,61.419784029831632,60.625395355965203,59.010707108885072
GBW07313,53.86,59.831499569101048,64.897195811460222,64.935755110620832,61.273386386593948,61.753029315444955,60.132506566647436,61.297053671525681,60.812229503470157,59.929682562023892,58.366977237405393
GBW07315,51.1,50.358504693189403,58.501881190673188,56.642832249936717,53.528834755335517,54.442342781895867,53.24681187704789,53.13352876005176,52.922896656863593,52.434659000179039,50.963434264714181
GBW07315,51.1,49.394201943818928,55.438400324780432,56.431304680510287,55.786136302723314,57.074995273813613,56.902005586312839,57.815164052914355,57.526021101777822,56.365023599710504,54.384771733896159
GBW07315,51.1,48.138442780685651,54.044784708093218,52.583457642107497,51.017473438981547,51.901982697715866,51.095017601663031,50.416176030864911,50.32683774137503,50.375001475193642,48.809760366007332
GBW07315,51.1,49.60333148993265,55.869184491663148,55.529175579997911,54.368637922273393,55.212770259953871,54.078198523026714,53.345333184525359,53.172889980693917,52.313152250255428,50.819280520146549
GBW07315,51.1,50.744076185509975,58.224149424609791,56.538150909630076,53.994538609269483,55.133188206043343,54.050317469939237,54.018794908037862,53.826423123201643,53.391615270554773,51.789990679594311
GBW07316,31.6,35.116534669469878,37.483209119840254,34.912088039319286,31.544365197363842,33.920278355970545,34.893144450534898,34.087167806055589,35.494712471180655,35.923799529775735,35.353153806140455
GBW07316,31.6,36.175526359091521,38.748280886953232,34.842865523762683,31.277826044511553,33.454142674605599,34.433583242816759,33.873924385014959,35.016046687939195,35.667774617109089,34.945890915065178
GBW07316,31.6,35.090863809198268,37.731237552636891,34.47033113827554,30.88220980952309,33.234575456565707,34.275996027378966,33.484891944439596,34.653932052516325,34.900623354005333,34.225599368757329
GBW07316,31.6,34.450830207479775,36.116146221815342,33.977801264933142,31.157099210977393,33.467915955969261,34.449485446351794,33.376464789751353,34.867538639140378,35.109559501057028,34.611672941676296
GBW07316,31.6,35.175057911319875,37.09676101504094,35.054157524591574,32.243218553302164,34.377866826564606,35.28360508289876,34.100983576429073,35.320028771223846,35.306028651275497,34.695373904894964
GRANODIKE,48.08,48.131500447754277,49.988478036832902,47.686413727208986,48.442827967378122,46.997235362206148,46.345016102924362,47.383144243135476,46.09598861640827,45.089224164560491,44.629729150616399
GRANODIKE,48.08,43.005258282324064,48.402870300786908,49.414696860012413,49.427601501460785,50.182995706458009,49.230973432674823,49.283313436853874,48.905793355558259,48.400870932818236,48.222275744294464
GRANODIKE,48.08,39.153743380771928,40.956871251965147,44.532918919640828,47.605599498944244,47.717880109576853,46.998225006102196,47.214331420961372,46.473013556722755,45.52900013616923,45.454222967513175
GRANODIKE,48.08,50.13758338855807,57.767146051254223,56.749119836200123,54.759647526450379,54.93962303698104,53.611543017622296,55.01181348370492,54.862883804729528,54.366970097047755,53.566494554253048
GRANODIKE,48.08,51.739012765373836,58.840403898650614,52.668349621330094,52.31061013221882,51.021498571205207,50.607221499598268,51.627830667260056,50.528214497740287,48.383369623575263,47.78492797625524
GUWBM,49.51,44.352149087063282,49.04514814051025,51.565732951860767,50.538188635225566,50.502167827221463,49.116012857687643,50.15059152610349,49.141243968538355,49.22567274306553,48.821449907416174
GUWBM,49.51,44.579059966978527,49.80026748421411,52.226422517447944,50.674064226593373,50.447918444519253,48.780448069948243,49.804488443399251,48.584168132065273,47.927118430644867,47.706590198758036
GUWBM,49.51,46.163467075898936,51.500145751368692,54.03256261310532,51.240747734403854,50.71000116431798,48.837328805111035,50.056633321589011,48.702177487643759,48.507086895530833,48.307280626333068
GUWBM,49.51,45.824427876756488,50.682533887461524,53.604117564151956,50.737174401859562,49.952826272885481,47.905969061783622,48.990338501171237,47.643240609680674,47.518268729119228,47.356648122167471
GUWBM,49.51,47.263055095796354,52.621385643870305,55.347215565631039,52.443009552092299,51.814011596100414,49.983281728173061,51.34229363214105,49.902458210386129,48.88040233314959,48.631981275661651
GUWGNA,71.47,64.555220079656237,67.752766345568077,72.516471025149457,75.572799273792256,71.104712219994852,72.050263863045643,65.996139529557709,66.444941681164948,72.831446028908317,72.360560452702686
GUWGNA,71.47,64.262611783377153,66.008539302638908,68.545821118058853,71.312912722557726,66.73618735191603,67.54708169741906,61.90209808571808,62.887406909698782,69.428670410324358,69.116176531880058
GUWGNA,71.47,64.220130767378791,66.35536606896251,69.423161887552183,72.003470068633277,67.275573418798388,68.18835728550043,62.829048047019327,63.794911405903406,70.7821576498105,70.606177601372792
GUWGNA,71.47,64.846696992319721,67.562455821976997,72.330995850991599,73.998953992937402,69.13687997222911,70.164201903445303,65.149734664555325,66.127557471659514,72.617850959400286,72.532642754342859
GYPB,1.05,21.986777181125326,8.6268853545293069,7.253240355198777,-2.0896129934218095,0.069937082088607383,3.205193316356052,2.7178015759618432,4.4356759618523256,2.8562320252924422,2.769420377856008
GYPB,1.05,21.601401500140504,8.4357125941920685,6.2649592591123451,-2.7374766004718651,-0.27416930793545191,3.2313909435555814,2.7967452107164235,4.5740700603376254,3.3253290266110938,3.1495381390885271
GYPB,1.05,22.529968760126565,8.9344821948783917,8.5016734687635349,-0.51785585174982174,1.8385185505301322,4.8879924740495255,4.7050443849728083,6.1655402219209492,4.6412722857473909,4.1790338857441469
GYPB,1.05,20.433802059477337,6.495981007106721,6.0956573541850219,-3.7976774359746059,-1.5638996568645069,1.3437720266371542,0.92807701876931503,2.7802263086249468,0.89851189541784038,0.8656218837765266
GYPB,1.05,23.170902311550691,9.0794398429138354,9.0012901252547834,0.29622582362996752,2.3344931316815121,4.9686045552580254,4.7568471475313316,5.8456169393722561,3.6427604377572322,3.0831964828697167
GYPC,3.5,24.618097912631953,11.17551420899909,15.485593626844064,10.615814268499932,11.710461598972508,11.93055252883341,10.72304927690692,10.418330211631215,7.6519733458763213,6.4983728894393238
GYPC,3.5,23.291258461031184,10.170327976412189,11.664938367144352,5.4723897649272075,7.1781837969518847,8.7821646548427523,7.7618843789125691,8.3665904589120501,6.1909048352378591,5.4481482913644612
GYPC,3.5,22.294495629266535,8.5886843798579804,10.612987094888169,3.3162042434550614,5.0675509270311778,6.6732569201112284,5.7226973366530487,6.5246281585640631,4.0524869029583073,3.5249557357742773
GYPC,3.5,23.41137377897283,10.071828465014612,12.375814540161734,6.8949129844581662,8.6096086242156957,9.8488762799858591,8.9032061526909558,9.1450332299638859,6.9376311632761372,5.8383078946800566
GYPC,3.5,23.09716586355556,9.4951493086006522,12.455070956134314,6.9583632803580855,8.5259821754949456,9.472048064034098,8.3194815940080531,8.3279017389374062,5.551477114154487,4.5160828914220374
GYPD,8.7,26.486898451032438,17.0256961804536,14.805439417148769,9.7743869997645305,12.116820634631601,15.304562927806614,13.882402396846842,15.623913536677946,15.504310840460619,15.614281834836504
GYPD,8.7,26.75203589244283,19.294947349158051,16.591399364653761,13.09162912754352,14.370340644384527,17.594112820904577,15.753181898421218,17.73202057074856,17.613382272160635,18.751689763785222
GYPD,8.7,24.823407432340147,15.010531013694738,12.70405014293241,6.5355327032073234,8.5348068857473862,11.688109407613652,10.110228447155805,12.140866081563189,11.571514618367544,12.135481605679679
GYPD,8.7,26.270393224314098,16.77293558147521,13.944712295827188,7.9833444917939431,10.180172881709098,13.62477935169111,12.32070067668672,14.453119778321522,14.529592029550784,15.04809680440593
JA1,63.97,50.546856332307883,61.905931390130611,60.525757127066562,59.470482851687635,59.305929075841398,59.133026699331111,59.773520485444394,60.403922352621805,59.558088389589734,59.750297313485845
JA1,63.97,50.345952808006722,61.857207188840135,59.80398441165687,59.192307207404419,59.061924431393365,58.88332932993665,59.27322490608524,59.802814721134574,59.329481702544996,59.552762625816456
JA1,63.97,50.52580581693762,62.076849241808759,61.891223798368259,61.339874997870147,61.308049211300961,61.206614823293805,61.721525112446287,62.54461135139897,61.601046987934566,61.857923606851486
JA1,63.97,50.184702040999234,61.638594928202224,60.899805633167169,60.123088438173248,60.075214485463327,59.778696004259153,60.362373021514642,61.033749054109087,60.417021667210257,60.648406870820921
JA1,63.97,49.936224575451028,61.747487153307453,60.203418812763331,58.305617130017779,58.135455273369509,57.750085844877944,58.031339569719087,58.903770638377011,58.533449039332098,59.052122010992761
JA2,56.42,47.723930310294989,51.995013041687443,58.386997615049737,57.78444482138697,58.675609605065212,56.337792823496514,56.572292828677774,56.000437994054089,54.346157043309205,52.521525929457525
JA2,56.42,45.839005975133389,48.493699285362624,55.15250899028478,55.093438930690503,55.515848566214018,53.51298870209235,54.208128780524653,54.134918215735595,53.934487319188079,52.740998606575303
JA2,56.42,47.185356259276851,50.919560445127111,57.982654327041779,57.845168590923734,58.103940424454258,55.687978877976903,56.048094604899624,55.595370807765711,54.24622022796494,53.060081029223277
JA2,56.42,47.775171795713689,52.300333483119751,58.842951221717563,58.464530891788179,58.834723841083687,56.473255913706097,56.682467803167874,56.243343000222637,54.012780307487432,52.840058615880878
