Sample,Spectrum,Fold,True_Comp,1,2,3,4,5,6,7,8,9,10
AGV2,1,4,1.79,1.6164499537073898,0.75206811077831714,0.088001029118744079,0.91752021764517355,1.5255284714238257,2.303648312385584,1.7426822899714414,1.1960747788847197,1.5105650616337876,1.5296270119815576
AGV2,2,4,1.79,1.1376135209963794,0.58959313034730387,-0.15988295575932554,0.66793714425395523,1.1912539183064448,1.9304193856243166,1.6003595024812372,1.0798640851518448,1.448322446275601,1.2489435287857651
AGV2,3,4,1.79,1.4550443500197989,0.4902994768898683,-0.32118800859774765,0.60370493891141841,1.3119781977353089,1.9842506620010969,1.5641565496464214,1.0237333663275558,1.4762557331253063,1.5133962177446936
AGV2,4,4,1.79,1.4197013349092633,0.49203386187453813,-0.38765068061321628,0.53885068494918897,1.2355764307522779,1.9058614499107325,1.5094419005887181,0.94368066547700025,1.3656598226939844,1.3867103275187764
AGV2,5,4,1.79,1.4423504885473681,0.56399129265119896,-0.14393407198734387,0.74168277648971248,1.3177912022163092,1.9969521084669721,1.6312441654964194,1.0433542462536058,1.4747660043461663,1.6668293608124198
BCR2,1,4,3.59,2.5174086466808232,3.2446200787415602,3.0410078309431965,3.8256649708224479,3.2406719305790403,4.1654650426100028,4.112971044885267,3.5538738136047039,3.9825264468239161,4.0161115133985854
BCR2,2,4,3.59,1.8684846631076417,2.4498503164097718,2.1586268472640282,2.9323134824610895,2.4796762680411568,3.3166979154126883,3.2451908510747565,2.7044174580669713,3.1771305075153591,2.8384731558309344
BCR2,3,4,3.59,2.0184874437951366,3.6041232649963932,4.0139176086099866,4.6080256532332742,3.6726698921725247,4.7078004218599139,4.9162392254734568,4.3630583661914422,4.6417771712827181,4.2137280285822696
BCR2,4,4,3.59,0.93433189922278848,2.1115395336815537,2.2128002707997991,2.8667862371134403,2.1679471008394606,3.0207684269672788,3.244119081217435,2.6838739243123886,3.0991913856158488,2.7973445956547209
BCR2,5,4,3.59,2.5056923744476425,2.9706594615019002,2.3568475531472766,2.9765528252484721,2.7903045476533688,3.5408797677739043,3.3498149502415182,2.8144083693817192,3.0925388866143235,2.8427381423004121
BEN,1,4,13.15,7.9956475705267716,9.6131502457636397,9.0822034142520351,9.8191315101521681,9.084333297673945,9.9120050325496045,10.143052122545626,9.6768584631025814,9.8356543416126527,9.4818601139727683
BEN,2,4,13.15,10.198927156513678,11.227373580670665,10.70065743557047,11.498593764756709,10.901672387476665,11.535910566326793,11.430824383177217,10.94643771116165,10.978332714788431,10.671319916009489
BEN,3,4,13.15,6.7315967611038854,8.4361965292946905,8.1971413668403379,8.9069691526462638,7.8788628834112604,8.5531275273487939,8.7652318136767722,8.1971930757151803,8.2106406765092235,8.0528152566674382
BEN,4,4,13.15,8.2463872921084498,10.096219085250398,9.8409007944431899,10.527298462015613,9.7317857931019116,10.469975217848379,10.650461112564312,10.19480904965399,10.271532465590855,9.8435155757949708
BEN,5,4,13.15,7.6837698611842074,9.264186649377109,8.804198195635653,9.5058085347170618,8.7050010174217203,9.4729917544121385,9.6862191749872366,9.1609860193509665,9.2899949780752067,9.1022297315566938
BHVO2,1,4,7.23,5.3761992104387151,5.974888975237552,5.2790509154127854,5.9558265997648716,5.2526202152249928,5.9645069517761877,6.0879108268634514,5.5032765603534495,5.7843923139990512,5.1025623174364858
BHVO2,2,4,7.23,5.4173035476459415,6.1581800164723948,5.3347244839690511,5.9403474612788649,5.2018548233205539,5.9453612939783334,5.9299469765335386,5.3217653214990301,5.5918922378789366,5.0713434319309654
BHVO2,3,4,7.23,6.2887263566723979,6.8364635918501158,5.9704457732003657,6.5394819658628416,5.7540062380925496,6.337467784460407,6.1375286798118331,5.5175945580459027,5.7462043782032906,4.9290155408816778
BHVO2,4,4,7.23,5.3800442911888293,6.0183419157431413,5.2454334634121045,5.866885788582783,5.1265551688906417,5.7377724832185537,5.6903466207844628,5.0204062812830896,5.2138498039522458,4.5929801610874419
BHVO2,5,4,7.23,5.3358915601288794,5.9151824260391397,5.2929387656434432,6.0286619428770312,5.2558953983875929,5.9024463908838074,5.9331708298572563,5.303064337404888,5.5719510079008376,4.932962254513531
BIR1A,1,4,9.7,9.6403533297088124,9.2504294784772014,7.8496594748652377,8.6541399486588375,8.6985204270391776,9.2642790897379932,8.4881489984083629,8.2151136089287817,8.2224367551516639,7.4851946051562317
BIR1A,2,4,9.7,10.460536383130551,9.8938172135916496,8.2757442961273071,9.0658180436810127,9.307872253377349,9.9738416991614081,9.2731923082052674,9.0074382736965113,9.1293679237448924,8.724680740853195
BIR1A,3,4,9.7,10.111068175787414,10.263553154751587,9.3228185230765597,10.047596972924223,10.069641164964608,10.799698991582279,10.175965218599067,9.92883626147405,9.9699868384998283,9.3505214915972452
BIR1A,4,4,9.7,11.637296505231056,12.56217551003683,12.340541380601692,12.778961732205731,12.980935063419199,14.008076899242793,13.453534782240119,13.36448489867114,13.485801438757129,13.17572852989163
BIR1A,5,4,9.7,11.61407786185273,11.65291091487698,10.291634357261614,11.177229375706478,11.289139666889422,11.866036319259397,10.931902360828493,10.744375466843756,10.863518386048494,10.307509378311327
BK2,1,3,2.82,6.9636802164982345,8.3144485660189051,9.4217196779527228,9.0914891779379925,8.6211274198504775,9.5659566882780052,9.064310456162163,8.9254039590263226,9.0301743880804537,8.0601200845982834
BK2,2,3,2.82,-0.36995351883454308,2.3499386427207911,3.4220400988682957,5.5111533734943725,3.6356084894494596,5.4392508029905722,5.7492952402944528,4.8376136510923899,5.8255216163539814,5.256311308107426
BK2,3,3,2.82,2.269914825173811,1.9670097803013902,0.97978691282597197,2.3947697486749431,3.7912566922144908,2.9960746187940024,2.5056283388954017,2.3521892799047674,2.7028794641956608,2.7001077375644549
BK2,4,3,2.82,7.2798914150366425,7.9445762339667434,8.8566156523552699,8.2931566702979147,7.4105070880688082,8.1240043498886276,7.7416444344918514,7.4591663634982339,7.6679049676494877,6.9112778319326873
BK2,5,3,2.82,6.2483587043412818,6.7317756426211126,7.2944723364150335,7.201041356674569,6.5138905857428799,7.2869679777078122,6.9275179094942461,6.550539716215166,6.8189045333040976,6.2070281295203991
BT2,1,4,6.42,11.204239727207696,11.813366899900846,11.13698839507094,11.174907684375835,12.033427538128555,13.187021925599922,12.437816941049839,12.347882076830651,12.351664953776572,12.21543891826475
BT2,2,4,6.42,9.2434286537202244,8.8286652356526467,7.5037381794364935,7.917363652327035,7.9694541893420867,8.5259066171120566,7.8248659865714387,7.2265812270154184,7.180402402838391,6.7749951119821157
BT2,3,4,6.42,9.3228012802968863,8.6235481422000788,7.4474556749678555,7.9340506670902551,8.0578212210547022,8.5673341384821171,7.6440678906791284,7.1243745632744728,7.0218231326608187,6.6485782838162102
BT2,4,4,6.42,11.697628942158509,12.387563572809519,12.261512731044641,12.50998043341307,12.66767246195626,13.530568470825351,12.762388634379334,12.496541066539006,12.453097283156405,12.158895494252459
BT2,5,4,6.42,8.4966356618961232,7.904875003528347,6.6713996254453081,7.4057113490080635,7.2853353419169711,7.7453237252126401,6.9723061346067068,6.3630524501802084,6.2627533067357053,5.785818776051471
