SiO2 mean,54.2205
246.63498999999999,0.000723668
246.68799999999999,0.000692011
246.74100000000001,0.00061839
246.79400999999999,0.000533181
246.84700000000001,0.000334598
246.89999,0.000303797
246.953,0.000338758
247.00700000000001,0.000447829
247.06,0.000528862
247.11301,0.000533964
247.166,0.00051793
247.21898999999999,0.000480552
247.27199999999999,0.000494242
247.32499999999999,0.000498921
247.37800999999999,0.000537141
247.43100000000001,0.00049923
247.48399000000001,0.000426569
247.53700000000001,0.000398415
247.59200000000001,0.000408548
247.64400000000001,0.000374178
247.69701000000001,0.000289166
247.75101000000001,0.000315929
247.80298999999999,0.000490199
247.85599999999999,0.000730655
247.91,0.00124532
247.96200999999999,0.00139367
248.01499999999999,0.00109511
248.06899999999999,0.000714838
248.12100000000001,0.000542463
248.17400000000001,0.000528203
248.22800000000001,0.000595697
248.28,0.000772155
248.33299,0.000934255
248.38699,0.00102517
248.44,0.000964555
248.49199999999999,0.000726916
248.54601,0.000511831
248.59899999999999,0.000415277
248.65100000000001,0.000399258
248.70500000000001,0.00044637
248.75800000000001,0.00050362
248.81,0.000499047
248.864,0.000581629
248.91701,0.000721277
248.96898999999999,0.000794244
249.02298999999999,0.00113161
249.07599999999999,0.00138822
249.12899999999999,0.00146966
249.17999,0.00129109
249.23399000000001,0.0012197
249.28700000000001,0.00136266
249.339,0.00169546
249.39301,0.00199701
249.446,0.00178605
249.49799999999999,0.000771234
249.55199999999999,0.000343472
249.60499999999999,0.00026797
249.65799999999999,0.000272492
249.71001000000001,0.000299905
249.76300000000001,0.000347066
249.81599,0.000513283
249.869,0.000727468
249.922,0.00085218
249.97501,0.000856662
250.02799999999999,0.000687435
250.08099000000001,0.000473589
250.13300000000001,0.00043771
250.18600000000001,0.00051058
250.239,0.00055363
250.29201,0.000604323
250.345,0.000707763
250.39798999999999,0.000788821
250.44999999999999,0.000790684
250.50300999999999,0.000710764
250.55600000000001,0.000534028
250.60899000000001,0.000675453
250.66200000000001,0.00109262
250.715,0.00175152
250.767,0.00198071
250.82001,0.00171417
250.87398999999999,0.00117408
250.92500000000001,0.000820848
