NC,RMSEC (wt.%)
1,6.5020268373323207
2,4.671930196782073
3,3.3171124068795668
4,2.7443139986967684
5,2.203166017695148
6,1.8935679474641716
7,1.7483061746893058
8,1.5849378960321641
9,1.453694576465415
10,1.265244490168522
11,1.2016273341950363
12,1.1590811534965708
13,1.0682573931925143
14,0.98590301165558281
15,0.90561725889853639
16,0.8781231237952718
17,0.82991420499401969
18,0.76153384976080618
19,0.69000404495385304
20,0.63978789796000979
