NC,RMSEC (wt.%)
1,6.0576726739225153
2,5.4809686299184577
3,4.6829859593690193
4,4.0786683439270082
5,3.708250406828733
6,3.5949657355882647
7,3.4566347705529674
8,3.3828515237508863
9,3.2276528806007376
10,3.1646204680412908
11,3.0606006448277889
12,3.0035298997738047
13,2.9116063153326386
14,2.82335993660277
15,2.7626266957365768
16,2.6856517950866028
17,2.6090933391491231
18,2.5730627837794637
19,2.5268824732108293
20,2.4899155040349989
