Sample,Fold,True_Comp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
AGV2,4,59.3,51.048831865064685,55.910794117092323,59.385275900107963,58.615426039637143,59.19072827924326,58.9547140310424,59.280353063769581,59.076745031424053,59.151715667472466,59.712645488183028,60.745717677069372,61.319186942686031,61.069229545996208,61.287730145780614,60.9504680278527,61.109769110731563,61.092749793281101,61.457999186644123,61.038228627564166,61.471394811184133
AGV2,4,59.3,50.889524856128453,55.108727049427443,59.106866607484797,58.531884247136148,59.13574509494137,58.8211909267891,59.095099178040854,58.889149391638185,58.853016572191507,59.313901812143762,60.166374067966998,60.457466630756215,59.444133796583245,59.591040502349728,59.639259112098735,60.509461191831051,60.249066968434001,60.416449619808368,59.818401947154349,60.902870941386553
AGV2,4,59.3,50.969978125776223,55.907642566610185,60.182870021489329,59.419858943350953,59.85461002887893,59.623441701112,59.804124089347717,59.704834907077682,59.881545311819117,60.364068444133089,61.160652694525396,61.534424511054297,60.966467887835982,61.071998919155035,60.785310787748401,61.340298497146421,61.216032261675274,61.323382980511241,60.93192345960216,61.585097414588923
AGV2,4,59.3,50.854543795194559,55.837548920283311,60.133835944922382,59.117498829329868,59.522944069097278,59.268043878446079,59.389879003005547,59.250978458964511,59.449023483930787,59.965801900760468,60.789722852895608,61.127182568375609,60.826935156534944,60.93052270609094,60.766563310790623,61.49271916628075,61.463520248632271,61.60901652059016,61.152119931747578,61.718373882044553
AGV2,4,59.3,51.029998047931649,55.975315475419535,59.796319586267522,58.782030690851947,59.306891823649231,58.983727988656412,59.17414222846697,58.939901844220437,59.244553249747113,59.597580124251316,60.527147969530546,61.095664527115076,60.921047071790483,61.074084872997673,60.590655658812686,61.127601394004152,61.201787872194963,61.517218674363058,61.370161750366741,61.859969888159469
BCR2,4,54.1,48.858368808102128,49.551197855645931,51.174974544760595,50.523136677714319,51.020135650957272,50.987356634494766,52.392641015560478,51.997757501205577,51.918887417447785,51.484237169860783,51.929218756334947,52.49575929509696,52.591901945548308,52.4684164374424,51.870707494133086,51.223355934566243,51.591558584239614,52.547433684295598,52.390610775645563,52.916595360430456
BCR2,4,54.1,49.519969238824622,50.624392037541632,54.316375663905617,54.822549563591501,55.417401024891646,55.575527291933902,57.158544217642188,56.931372446498237,56.765452072303368,56.618835311188811,56.887004749004959,56.952092045849831,55.746491944971034,55.281803874676541,55.104148048954869,54.884767124992649,54.968478599848417,55.641414646296219,55.069517560346483,55.954257246538084
BCR2,4,54.1,49.544176029461354,48.300244300286217,49.532543200985188,49.784710010208698,50.495935614507992,50.302222262622927,52.03262254041217,51.676710371434496,51.714849889538762,51.393865383504306,51.712998611825427,52.259859470192268,52.132382498474406,51.707552214679929,51.278198918249963,50.544681093014127,50.170639900426643,50.702452357402308,50.406627381996188,51.299536654464596
BCR2,4,54.1,50.332042329071058,51.114767932022346,54.228499646859994,53.751451276841316,54.117151851563236,53.234094714560491,53.37392194555008,52.895739262635544,53.69614886717207,54.372470013299576,55.055542222649862,54.807341042981264,54.64839719961661,54.135056556296519,54.086228243618315,54.395951726094175,54.775640255574309,55.803593924688663,55.429271102251249,56.192624390816484
BCR2,4,54.1,49.542783605489959,50.761051653099976,52.746677163580308,52.599558699415979,53.285356354360424,53.529347174671706,55.059083049877835,54.885782978362407,54.644161298653955,54.327326309025757,54.760822307393788,55.658981082433307,54.822743197316939,54.51911493219734,53.994083760048454,53.949999658078198,53.921312780922293,54.581092056632215,53.997818146828095,55.08824009994526
BEN,4,38.2,46.613162819561289,45.282518152580387,43.640168219539262,43.674056661783737,42.807241062249069,42.898896003711442,42.600667176121632,41.836460036599568,41.972676087707583,41.07987576889731,41.305269195593127,40.826641021362896,41.072381311330972,41.040828032053263,40.08395017731155,41.205162791787217,41.382318116483397,41.579627313445023,41.583346590186402,42.159617866183034
BEN,4,38.2,47.215884536242896,47.194772802136988,44.614095730958091,44.841103337924899,43.546056209201637,43.710731235762154,43.178245006856137,42.297777781590618,41.940653214865662,40.752240581368724,40.84086531939716,40.591700961336478,40.746849893212946,41.071411515356779,40.087500286199635,40.742489973713589,40.891802096343667,41.349807841633442,41.244240276499468,41.373831110487629
BEN,4,38.2,47.257127281511465,46.034909987703855,44.08808512309767,43.382261420754219,42.828608835151748,42.581249499944335,42.223917215753929,41.295718759884039,40.940310709132561,39.696180586087777,39.736900214920205,39.173058934746564,39.671376281381548,39.955651089859437,38.955284748623825,39.706468933680114,39.969021060494569,40.087324856078538,39.929208091495397,40.099198372186805
BEN,4,38.2,47.140017571117752,46.027479643755662,44.360596375623231,44.585169086967277,43.748569425561953,43.749446554310538,43.305664216279219,42.365758779085638,41.822418046023635,40.742553002806957,40.342388512689944,39.470645715853564,39.251136793661786,39.209664736994199,38.266981691836179,39.38992363174615,39.550395899043032,39.793441075672611,39.720608430624715,40.267851868125241
BEN,4,38.2,46.994546268260393,46.183418208278574,44.363156402223289,44.072835668268638,43.338877607528609,43.258984539641553,42.824877717045567,41.87609309437709,41.618010675046342,40.509391671713765,40.658686905796344,40.154986488000304,40.571038963068091,40.670546092963995,39.583573625984727,40.508184999304447,40.735061958588588,40.900806418056398,40.937643742978871,41.424261204700059
BHVO2,4,49.9,47.834872662137016,46.868189854231261,47.155915976821618,48.228196544212011,47.964179893767529,48.139026418262773,48.811277144147695,48.920195337526948,48.077855550793579,47.532648766885401,48.803110085165052,48.135646222060842,47.758022032096228,47.028467192508401,46.880251730331437,47.594239644367534,47.795674632265097,48.620633280028549,48.344583291615493,49.504332124380426
BHVO2,4,49.9,47.607631387512257,46.897652760284743,47.480346588040192,48.973453855480344,48.922531881397525,49.212427642829354,49.88347763979128,49.78383142534571,49.293999083388677,48.80082170030844,50.414707760641747,50.076614211928984,50.00363361871382,49.478946867052926,49.093415363561469,49.815627197645384,49.96880545071582,50.603874386312967,50.109929428944291,50.660143574216448
BHVO2,4,49.9,47.618519882343278,47.206234835207006,48.25371650798138,50.629607859772982,50.379908227970063,50.738471791066644,50.893985338557613,50.684211103094384,49.327308739197875,48.688103449160366,49.669650270577975,48.977076457095286,48.084921204507914,47.408104700249524,47.423684177292856,48.324165439318229,48.50180625591247,48.958694777463428,48.089415708360292,48.377834834387457
