NC,RMSEC (wt.%)
1,5.9439492755012013
2,4.8908982379275816
3,4.384585172417248
4,3.903180642873457
5,3.733425095928935
6,3.6486386990965358
7,3.4711730753410559
8,3.4178305832239304
9,3.2499319777514502
10,3.1667645643027438
11,3.0645079279511842
12,2.9811984772319735
13,2.8650124340865974
14,2.7839551744055178
15,2.7317837110405128
16,2.6436540977395828
17,2.5973115636767625
18,2.5225087568290285
19,2.4393604441821637
20,2.3504791227840229
