Sample,Spectrum,Fold,True_Comp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
AGV2,1,4,1.79,1.1837333921972775,1.4937282082053409,1.5506460990660085,1.8474978543399363,1.8443066002558202,1.7664798500417984,1.7725409192409567,1.7419611356709592,1.7451248734179821,1.6856033466493228,1.692622061416853,1.7030733568064753,1.732446011591924,1.728084327459636,1.7552353868162789,1.7184222789704817,1.6465830307257581,1.641848001665843,1.7195001338071687,1.8022422855549702
AGV2,2,4,1.79,1.1083968818474239,1.3927245614469852,1.4649955891668198,1.7543756228225309,1.7380845165375562,1.6597048261205167,1.6406116260206478,1.6290555297522931,1.6289112340745517,1.5588868015966746,1.5832120269670846,1.5950347548335415,1.6102009686140986,1.5528021993855368,1.569776655805897,1.5352951565912429,1.4932006990482818,1.4901908511316191,1.5172275056492979,1.5265311601150027
AGV2,3,4,1.79,1.1084391377145686,1.4349761337256626,1.4799736449697143,1.778544401603213,1.7423395230477494,1.6675142229962578,1.6666160160115409,1.6420248029735098,1.6470817672903773,1.60864114243838,1.6229749930180581,1.608677043279032,1.5856358353393574,1.568195340123024,1.5985632791082267,1.5717405619714611,1.5241839311282168,1.548127404795502,1.6082422922589115,1.6479925295541999
AGV2,4,4,1.79,1.0938209642424681,1.4266085032503599,1.476443462969234,1.7803550994542723,1.7460147585911321,1.6732517791058055,1.669001898839648,1.6438294608916029,1.6456146935646592,1.5963473404298467,1.6152634709841265,1.6032497646445916,1.5806866307521474,1.561133023286259,1.5908801842016929,1.5549082950812356,1.5011354411577211,1.5210608703434467,1.5792073206647197,1.6197488431765963
AGV2,5,4,1.79,1.1392774090121545,1.4518793572533253,1.5036980602146695,1.8166218873470372,1.7997875606602534,1.7271211831119526,1.7135310293445427,1.6917955752195257,1.6892462677407636,1.6485706910074709,1.6499581505077057,1.621844615821207,1.6048130585119174,1.6090146083719341,1.6397041376470003,1.5907893620757705,1.5606771008397595,1.5861047356350573,1.6685978656973151,1.7321057683398922
BK2,1,3,2.82,2.2905621930536499,2.5179744125841896,2.7686360732912876,2.9678092647480838,3.1586513234157101,3.1881889936791814,3.2300049668204953,3.3822939813796298,3.46300869631723,3.443655752020117,3.302917117318465,3.2400100578772375,3.1091038787808789,2.9009289547944661,2.8701385544413029,2.8085024396294496,2.8676445987850405,2.9319661190291173,2.8009324633749904,2.6731479905977533
BK2,2,3,2.82,1.3167733156229842,1.2469243016268154,1.4562253081233942,1.9689871984185368,2.266885953321772,2.2817978416311866,1.9692130534010017,2.2031046739144173,2.1872412105277306,2.3032522411691483,2.4056694454333734,2.4964130775602937,2.5383777807280627,2.4645984276916959,2.4519853491202279,2.3301943318730109,2.3609621010555779,2.3904570750002465,2.4168183949221977,2.4754647998533881
BK2,3,3,2.82,1.1995396798784212,1.5660908582909994,1.5491384224829086,1.7935334450954799,1.7278775727395566,1.6877073404012533,1.725788992031382,1.6796099407833962,1.7254637137638298,1.7855050291423884,1.7987687846155913,1.8579096895683092,1.8332431643481255,1.8517809457243406,1.8578272289942075,1.78832491780724,1.7401230846684836,1.7977822536537591,1.8617546593707155,1.9831789189263818
BK2,4,3,2.82,2.3599284039179862,2.6204641167162164,2.8305540212689713,3.038962514973079,3.2063223296242391,3.2418782811553366,3.2477178813143568,3.390318013879662,3.4488141894292079,3.3513445711171848,3.1952710756894209,3.1156090436782802,3.0141657529100874,2.8759992891434654,2.8782520430820826,2.764853164717163,2.8545195445125517,2.9578343286695277,2.9149273227111894,2.856573059387304
BK2,5,3,2.82,2.1549043673663673,2.4454068333991259,2.6229678750589454,2.87420356641144,3.0432090069235631,3.0631352053046292,3.0668064241458359,3.2026537215583009,3.2483541515428889,3.1896743835877119,3.0759380351130527,3.0324361423975352,2.9698629620742776,2.901336130316114,2.9145667687761239,2.8080767242518898,2.8612099188923859,2.9756620918830876,3.0220569571045495,3.0686661503726818
CADILLAC,1,1,0.21,0.63290784777250397,0.15380523972880722,-0.086068891888585686,0.066500134278608014,-0.050256268528042103,-0.079308456614270995,-0.052065966571618327,-0.1568863553287323,-0.15811157154205091,-0.016121708557483405,-0.034082032103264215,0.069756304518071577,0.11203471031909551,0.021990440492562824,0.088642863190267818,0.048604105950208698,0.087490287292580238,0.12174800662964302,0.017347795018104906,0.11801546208420133
CADILLAC,2,1,0.21,0.79302302058831797,0.60214987821445309,0.51525085243341118,0.72014264370941838,0.64698058746363774,0.57965964902665057,0.58513255074619153,0.48997044419523528,0.49504204242769534,0.44427050931881218,0.43044647510772549,0.44529898998577111,0.50687102591790434,0.44227384420723892,0.50413131934846955,0.47685014588897623,0.48276139528132989,0.48955276436021311,0.50047340269200546,0.64949954961389389
CADILLAC,3,1,0.21,0.74406881636695654,0.40248884513067651,0.25457958708304007,0.40898697809747131,0.32976739373699981,0.28268812207952299,0.28754599663456504,0.19548774384895173,0.20650886729693063,0.1998975729999799,0.17239255961223909,0.20119764423034292,0.23429811581303639,0.1513223972452673,0.21706473600180454,0.20096513261966731,0.22217487103844613,0.22248130768931507,0.2074956931455767,0.32073285039116994
CADILLAC,4,1,0.21,0.63175305533217807,0.12285198774934081,-0.090540585367021809,0.024230999868764425,-0.070162131336166,-0.10454030287044969,-0.14594496409071023,-0.24256109280972771,-0.20352090688133906,-0.1305743027322479,-0.14887682883631159,-0.079917896414057221,-0.051031020903510749,-0.1487937332683229,-0.08575801933732019,-0.07476746121946154,0.0039632391859734106,0.012778444280968415,0.0091198438465824871,0.10102926452548511
CADILLAC,5,1,0.21,0.82372635948306661,0.5862443170059235,0.49060184777341598,0.64463804238541189,0.56000285820050277,0.50655768864807715,0.51908209189919341,0.42248807973267555,0.42825640900729733,0.43602986545323774,0.40356642604163628,0.42266696698322659,0.46031583969762924,0.38032077259022823,0.42989323838837223,0.38769570801900444,0.41296769186212767,0.38885106939566816,0.40296837684568976,0.51525849877721885
