Sample,True_Comp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
AGV2,59.3,49.921628865460605,57.09175135492265,56.743000382118673,61.612769025176483,61.274545476152142,60.210482496318079,59.143101999716421,60.136626962952228,59.73118323799126,61.684001728395643,61.492790522623103,60.536405838972442,60.378630492762973,61.033510985004433,61.303380413378378,60.988486626804537,61.782126834717715,62.790133646966247,61.919723529506648,61.674514721494383
AGV2,59.3,49.636349907163861,56.257231461080153,54.932250660019271,59.183696763534805,58.974084094629063,58.298483158103032,57.161264975725345,58.059957783579137,57.589875836120477,59.562792253354004,59.581079208900746,57.812458071513042,57.311171656607115,59.110057153428542,61.496980338558821,61.143183919794403,61.935804507976975,62.867898934805403,62.445132404880376,62.381062838905962
AGV2,59.3,48.875202986739026,56.847629267772994,56.356777365631892,60.623266718259814,60.721370559826006,60.058845084066057,59.137557761010314,60.52752916449824,60.263408954704715,63.051438901190181,63.134105297878463,62.01441474050543,61.776041719734309,63.046774211818345,64.170673421177909,64.115500914754364,64.732792841913181,65.259654821120506,64.824789064699985,64.505161644066547
AGV2,59.3,48.574078361026473,56.465171073046307,55.822183949254423,59.997727080595418,60.11101837061846,59.485145051247216,58.51621719392466,59.829490094832167,59.480282993409723,62.196550654167375,62.143232626093564,60.98916238405134,60.800598874948719,62.123012022181747,63.380167542119217,63.173843010152517,63.593761740965519,64.02480494766111,63.644589799409829,63.290045877452968
AGV2,59.3,49.457662051545491,56.941362028543111,56.34449613896642,60.626407510170708,60.557307003942924,60.075267084052719,58.957008129889246,60.343328843692724,60.089933966794298,62.892834086171987,62.775882236980138,62.068189534063904,62.108492112937469,62.690044675876884,63.129726189591423,63.020505574067244,63.294555896755369,64.025381562054932,63.871516361157965,63.385673171000249
BCR2,54.1,49.684158656409096,51.012482409160981,48.892993853424564,54.631180638525805,53.475674871287168,54.860534117534755,53.44731523013084,53.84111275323616,53.757818944714195,55.137382060954636,55.750164050005928,55.917387030079446,56.138916912934462,55.667195830742791,55.231824997072771,55.372998345917388,55.799246669895936,57.528499947245692,57.879771042515081,57.325217087946271
BCR2,54.1,50.064101935143938,52.426987685197794,50.1065919622243,55.6437503507739,54.813561045637073,56.154440013710875,54.836060728688103,55.21423819860307,55.028282890433076,56.410892155188662,56.889582843425863,54.889104241336113,54.09845872383314,55.231133380777202,56.853065477663073,57.097009926610234,58.524273188734966,59.95079631108915,59.427122414749306,59.264552558046375
BCR2,54.1,53.058429427147246,51.541898627042698,48.176726346656302,53.903490707102584,52.271258568656016,53.835395069703182,51.71095226663428,51.437470648196424,51.531589377599033,52.870041600308852,53.716572253381294,53.006538343305742,52.905609264204294,53.821364074867844,54.031010118201138,54.125423512682644,54.613062956267584,56.122367746110385,55.429767546265452,55.108546430676149
BCR2,54.1,52.581264270055129,53.392719483662326,49.724696758926008,54.73523889327344,53.656537133233186,55.36216169900591,53.595093726037703,53.8677416247765,53.957943406313973,56.082064324275095,56.071062427372844,53.676688946132629,52.80573410688654,54.644045664315236,56.505743594274158,56.965814549146195,57.948904180980293,59.089796975426509,58.361780476965961,58.085648134635051
BCR2,54.1,49.703897727806002,51.627445975343996,49.682092122455316,54.638524793946409,54.231008964407721,54.810092685179455,53.709679761929522,54.142454956857534,53.966439393672168,56.08576663497368,56.043739318485059,53.986162256803745,53.043491230803347,53.909804365555637,55.016700722816985,54.807949317506434,55.574145242970218,57.637514014303505,57.76208388922317,57.427211713438162
