NC,RMSEP (wt.%)
1,7.0487430232708892
2,6.7732147506469333
3,5.6323933544247025
4,4.927657138905519
5,4.2575302986853192
6,4.36061511106276
7,4.2679399401092084
8,4.2622470115421338
9,4.3562139430273605
10,4.2691234092696089
11,4.4506711436328708
12,4.290624244249015
13,3.9743578941063489
14,4.0717984556730311
15,4.0642209262299014
16,4.268133831324243
17,4.1245095690048128
18,4.1019766690879376
19,4.0864526664090191
20,3.9826878562518404
