Sample,Spectrum,Fold,True_Comp,1,2,3,4,5,6,7,8,9,10
AGV2,1,4,1.79,1.9916266687710125,0.125000404735788,1.6681795321494848,0.89507742875461371,1.7565255757184075,1.7349924624283291,1.5449215516868162,1.5005332299009182,1.7932037233199303,1.8857158552392552
AGV2,2,4,1.79,1.764947647549056,-0.22077933768330205,1.2727711387386877,0.66835645781100661,1.4409394871737136,1.4123578748990337,1.1283015983590396,1.0865000442258856,1.4065101267813653,1.5069342868089746
AGV2,3,4,1.79,1.9280565942911458,-0.098502339260191363,1.2541691904629659,0.53912459215196984,1.4921619664941992,1.4882843950380438,1.2749201150947065,1.1966307740093258,1.522516670159999,1.5899251409492439
AGV2,4,4,1.79,1.8983794232978668,-0.18660244666443848,1.1775207120215874,0.44934249333761045,1.4353468734117176,1.4664654286802379,1.2336799345921206,1.1552368397988073,1.4657802189020734,1.4940356472042819
AGV2,5,4,1.79,1.7300514624030563,-0.27354808744197889,1.1974342974757488,0.51257920611611363,1.5818292184182092,1.5910289781358791,1.3577627514345658,1.3238413550817278,1.617867198714217,1.7402508377585111
BCR2,1,4,3.59,3.7060522592728926,1.5648077356073773,3.2916670127047771,3.1141265615253166,3.824810243761211,4.3384654910777778,3.9861547112826705,4.0468273586378993,4.2719117801535926,4.6002231587447433
BCR2,2,4,3.59,3.1264488341731562,1.0393780492042155,2.4793603851716632,2.2650201518090554,2.8668159979501899,3.3663803579285672,2.9563837184119808,2.9038352705960921,3.1908672334307977,3.4276200646172246
BCR2,3,4,3.59,3.5740664004915299,1.9331641296267414,3.7911200624730057,3.9879624595827305,4.3443979947233462,4.858002761916377,4.3696562766833082,4.4106493873220591,4.5057348724767499,4.7930074870948003
BCR2,4,4,3.59,2.3610241761985198,0.63611507955687552,2.3910184833070001,2.3326668633756884,2.8489582700076772,3.1950571964530736,2.6385573665919857,2.6005593990055118,2.7824500526300531,2.8957806813737816
BCR2,5,4,3.59,3.4663711884875483,1.4616376682215964,2.945598994496347,2.6082424575872483,3.0652883100698176,3.3770863550299381,3.0695724244949716,3.1372009192459882,3.4105770303364027,3.7134782534506803
BEN,1,4,13.15,9.1619408792464139,7.1747023784932438,8.5446117192707796,8.3907623966647957,9.0662822163597774,9.9317591348261054,9.8303009103129106,9.9155848571283052,9.9308674764642841,10.273390605051654
BEN,2,4,13.15,10.335091853132882,8.7068580583685549,9.8075434959531318,9.2756472732658057,9.9753352737161762,10.454001896727542,10.358768945230008,10.444756744004994,10.464703178089724,10.84696242817262
BEN,3,4,13.15,7.7542948430865621,5.7959810025792349,7.3556274370415835,7.3074765606225416,8.0844446159588923,8.8146554248875297,8.6497701659044353,8.8082228646296663,8.7901725734968785,9.1520241209545024
BEN,4,4,13.15,9.022271384071999,7.2585694395924767,8.6722862374079579,8.516405943032801,9.1758174653665545,9.9561738693789632,9.8260910708305484,9.9111435231809697,9.9140862672678534,10.233609988754154
BEN,5,4,13.15,8.536969429141898,6.5885429200000285,8.0696498532484942,7.8722788758753932,8.6443833215259485,9.4032464931359101,9.2662766383497104,9.3840631840582596,9.3723707768793929,9.7223413231004869
