NC,RMSEC (wt.%)
1,0.61888559912176999
2,0.46362592646761064
3,0.43638450599703243
4,0.40793994884658452
5,0.38720871049004196
6,0.37664151713506772
7,0.36114977526667169
8,0.35286857093105911
9,0.34853927430879256
10,0.33013959645889801
11,0.32362999947866777
12,0.31407198112721779
13,0.30613402604057416
14,0.30019357768389132
15,0.29725553540233368
16,0.29155376557867396
17,0.28498825912609543
18,0.27945067162377057
19,0.27104270114231233
20,0.26432949972738345
