NC,RMSECV (wt.%)
1,5.6159267130349049
2,5.256260753874435
3,4.7673324916103788
4,4.4627697792180303
5,4.1833000545172982
6,4.1312371785720794
7,3.9918845244820367
8,3.9081398107113228
9,3.8309832591137303
10,3.7955720430546278
11,3.745372431168462
12,3.6314461346785345
13,3.5994145685313694
14,3.5739537719859107
15,3.5514446265981237
16,3.5440735514131139
17,3.563940281748605
18,3.6044483247240326
19,3.6095309526332513
20,3.6830684793246729
