Sample,Spectrum,Fold,True_Comp,1,2,3,4,5,6,7,8,9,10
AGV2,1,4,1.79,1.6996057776507567,0.024223197627335047,1.5042409661072562,0.73313362266898263,1.5460574122520478,1.6198959940199007,1.3823334311540982,1.360461350132506,1.6312151619719635,1.7291687011050989
AGV2,2,4,1.79,1.4644583519896104,-0.32600434812193413,1.0909516137366095,0.48533948328703858,1.2266556227203385,1.3100083355043655,0.97722558398716997,0.95058154275481144,1.2362808281736011,1.3460174855881455
AGV2,3,4,1.79,1.6426349438105334,-0.1831757734629047,1.0990293497779842,0.37271419059780264,1.2909201728916533,1.3866379990714512,1.115311808788678,1.065047294541019,1.3655910809910856,1.4493582136588534
AGV2,4,4,1.79,1.6055798380283663,-0.27192640787175559,1.0258749500783471,0.29052642699236308,1.2420726798725203,1.3682058040424954,1.0760270784149935,1.0274886611025726,1.3213609612227937,1.375305791230697
AGV2,5,4,1.79,1.4328107951444564,-0.364175227735962,1.0461947932306774,0.34809263145546065,1.3557406103235419,1.4633972667850319,1.1832507904922913,1.1823279821759529,1.4465335502508472,1.5741270739235285
BCR2,1,4,3.59,3.5099392422790592,1.5237439693493195,3.117321739039089,2.8604458167595994,3.4879801911290054,4.0970993329371606,3.7729181091593933,3.8777390717422002,4.0549036290242251,4.3427567754397405
BCR2,2,4,3.59,2.9028175611028351,0.96493434331589745,2.2510918679246958,1.9720404042334758,2.5563113353482034,3.1906142957366548,2.7966718296417885,2.7767099656169423,3.0281591857997543,3.2696869171958216
BCR2,3,4,3.59,3.3993361117255581,1.8647514684715372,3.5785737215513542,3.7183550724742149,4.0323732442636748,4.6940547648820123,4.2678823563437334,4.3141479975747883,4.393953872131088,4.6827180105487392
BCR2,4,4,3.59,2.0993356031125017,0.51567177114628215,2.146839632685813,2.0724540478026077,2.56146575920096,3.035199452023801,2.4568693548773055,2.3859781451567201,2.5704314387507283,2.7671314332394719
BCR2,5,4,3.59,3.2725637559374392,1.4210544675495433,2.8001220879545095,2.4227622696838989,2.8506954107275408,3.2650757368580665,2.9831064676443599,3.1046807405175416,3.3185413336063991,3.5706438446400957
BEN,1,4,13.15,9.2957871887659262,7.3712054749618918,8.6323681656899787,8.3297410376931111,8.8788672112147466,9.6874425848327981,9.6210859591350903,9.763239435862161,9.7517030578849972,10.027998306438528
BEN,2,4,13.15,10.549143267279721,8.9566568533454323,10.004848013452118,9.3408483463601613,9.8993026916155351,10.327575777024325,10.255031632090759,10.405548095231847,10.389073727575305,10.679604848565177
BEN,3,4,13.15,7.8107455724996608,5.9415774872674216,7.4150173904447234,7.2355999785719867,7.8547644178614586,8.5411845427831068,8.4184426189063295,8.6405088892934128,8.6100985790832159,8.9190599188165454
BEN,4,4,13.15,9.1543120571152414,7.442637455232564,8.7608661560595653,8.4751288194125269,9.017662444360198,9.7606166538170456,9.6700448947452529,9.8115424805712337,9.7987040954996374,10.066423690934784
BEN,5,4,13.15,8.6327081284799831,6.7623379255825578,8.154953187474991,7.822953670535373,8.4502449396700232,9.1597855906817056,9.0594927050152219,9.240133078807105,9.2087556343989387,9.4954573949884544
BHVO2,1,4,7.23,6.9311586436391295,5.0741787006840786,6.1354637423550145,5.6795168311093613,5.6177472482877233,6.0809925844285306,6.0189865187118299,6.0497235456441967,6.202424213248829,6.334635542145973
BHVO2,2,4,7.23,6.7562968673582686,4.7770285091482787,5.8854005644882035,5.3568879592633518,5.3496399425255285,5.9034197763326972,5.8327061420577948,5.8658116667498428,5.9732355743230805,6.1662048071579356
BHVO2,3,4,7.23,7.4363571430458606,5.5001378564235388,6.3626046695711942,5.6324791797406428,5.4454103180633622,5.9273364989593329,5.9078469572215582,5.8638672640764655,5.9963015167986082,6.1534848460906559
BHVO2,4,4,7.23,6.6033906457104097,4.7068407597505555,5.728918660285375,5.1408785845432829,5.0505708873126665,5.5024724431677683,5.4285271884942539,5.452475742761572,5.5947894985223403,5.7609527544775689
BHVO2,5,4,7.23,6.6922530508405043,4.7923268239791188,5.7868005552350086,5.2400975614638332,5.2162106279437648,5.6979638047742709,5.6128394997948385,5.5989268612794536,5.7638734269560548,5.9005030216619172
BIR1A,1,4,9.7,11.484740041398133,9.8410153583618243,10.259929734343547,8.9444682614908011,8.1026446566936876,7.9658685704450631,8.0626692645611158,7.9837899275915412,8.2724057132651794,8.2075492404627415
BIR1A,2,4,9.7,12.367735742509625,10.875410267798358,11.296513340465109,9.8743168293033872,9.0121665213808413,8.7481294346102771,8.8844283569571942,8.8805181727215476,9.1545076595435813,9.146880319107936
BIR1A,3,4,9.7,12.174902854286588,10.961130607514463,11.575127097629123,10.511389990238943,9.6370312120331576,9.714497217769777,9.89888944847511,9.8702204606219102,10.091441155309854,10.069933220680371
BIR1A,4,4,9.7,13.305955265486284,12.929734853656395,14.11240546889821,13.269661813090678,12.460996463738056,12.72514877361958,12.98571039903832,13.037304843376763,13.228584667370445,13.199750688988184
BIR1A,5,4,9.7,13.851709679860704,12.261110989457617,12.510136505213415,11.242086799708167,10.369745112637681,10.473100128587891,10.659716104800633,10.572949348438131,10.782888543801292,10.776260410646262
BK2,1,3,2.82,4.7292934400938051,5.8553568574508681,5.5852058980840606,6.2780164174021138,8.0159037691715653,8.5967863905855459,7.4289891992649704,7.541718448955967,7.5793921885139195,7.9332619003394207
BK2,2,3,2.82,0.3673945232054221,-0.0590398834359247,2.3851947807436824,3.7519798027082025,5.0774272412204189,4.884157050784828,3.8993241176177635,3.9819758695035521,4.0153046438360045,4.2692119641713999
BK2,3,3,2.82,2.0384774980084797,0.84717174142111107,1.6681361782278166,0.8737291633992772,2.1762625953460701,2.5504713823878649,2.3152024608186053,2.1688784326677131,2.6529888495199025,2.9271438882142338
BK2,4,3,2.82,3.9369474202133654,5.0500634957466755,4.5360876555814134,5.1229207417141982,7.3977261827553402,7.6641051946142316,6.4144150882715296,6.5752655533599693,6.5956897325991397,7.0353956656967851
BK2,5,3,2.82,3.6596368996813369,4.2083286359536993,4.1432158054385058,4.4733436923331604,6.6953033157465747,6.9607306457500941,5.8042344916586437,5.936818862611065,5.9469813384596115,6.3570948204845994
BT2,1,4,6.42,10.361880460073406,10.092976560266166,11.841930055559821,10.682101070396277,10.755426870967501,10.652125186244433,10.626146694762589,10.780494306526339,10.836045484624726,10.859669002870982
BT2,2,4,6.42,8.7714236738821558,7.3606703200549344,8.5430462674978216,7.1299344998486731,7.3489482825917127,7.146778870094316,6.934819218396874,6.9069844901926487,6.9950349986272631,7.0089954118348139
BT2,3,4,6.42,8.6328541690884144,7.2824735873477637,8.1892463222039424,6.6391471214637585,6.7640161382423569,6.5297995779953109,6.5957631772876404,6.6518562666210723,6.7519044247048701,6.8115571951714582
BT2,4,4,6.42,10.831385548638689,10.571489967058836,12.258206813910697,11.229427480665493,11.378597981459684,11.297564598857953,11.186367482896298,11.266331386698262,11.352528252689527,11.433135442785538
BT2,5,4,6.42,8.527735903528388,6.8120767160501696,7.7468943813021598,6.3425175354131147,6.5246835633433022,6.4250109830977618,6.4091629428915073,6.3490644945641703,6.4446480206421271,6.4139855874451994
CADILLAC,1,1,0.21,-4.9695206122407729,-5.9246148538562835,-3.8217040837659528,-3.2355596510543636,-0.77417377203931892,-1.1966439776257074,-0.46045349577409844,0.27015093649418898,0.58442843962855173,0.78408984495490675
CADILLAC,2,1,0.21,-2.3075782798029403,-3.7876315575224719,-1.9408082046086594,-1.9535021635402527,-0.46636994046119096,-0.66737688299226949,-0.31672011068521755,0.25224831496582834,0.40232653312122135,0.61345277049523128
CADILLAC,3,1,0.21,-3.2077396442386412,-4.292403842556622,-2.418700503188389,-2.1181118448700813,-0.61648146416154237,-0.99332618997404243,-0.47059275760632335,0.16722713119309418,0.34146084366857465,0.53221340097394343
CADILLAC,4,1,0.21,-4.1194183944516389,-4.9325251346989489,-2.9223910317641364,-2.2245712908686643,-0.90613745071699103,-1.4876369689753366,-0.73175576734701941,-0.052926000504358583,0.17959453158614647,0.4171762848711511
CADILLAC,5,1,0.21,-2.330116740159057,-3.6024097910787578,-1.7375802678980916,-1.7360552197208143,-0.58175653614411349,-0.99006781847656455,-0.56093970038594687,0.039339949846361577,0.35108758087149816,0.53610094893129601
DH4909,1,6,56.14,25.776396877890445,38.692559084686948,42.730312191723677,46.094278889856611,49.433823977398667,50.699720888644912,51.563390836475264,51.558861480652482,51.545373171331129,51.158639623103852
DH4909,2,6,56.14,23.574869559762906,35.844810831379689,39.186081521863642,41.908009738339032,44.125177378235506,44.85325542456475,45.383849875521562,45.346082462377339,45.350595036001842,44.771804269725507
DH4909,3,6,56.14,23.897691193005372,36.277527873603447,39.660867540086166,42.443823103853688,44.692633073468414,45.492214809660254,46.075248396274169,46.032335729152727,46.042399751251182,45.517426689333263
DH4909,4,6,56.14,25.006625046032951,37.40438230167981,41.22336195648306,44.344043249632549,47.279872227325342,48.433186335837597,49.182364159860207,49.14375210361078,49.12103289697319,48.713075350478732
DH4909,5,6,56.14,25.208984985073748,38.06489897193309,41.804134230648856,44.91186938679634,47.797312749120742,48.892931988855345,49.655037238924002,49.630145397642991,49.617873073682816,49.087622275634892
DH4912,1,1,49.18,27.760132602623621,38.950444982160647,42.253715920720246,45.504566084222986,47.943247875545865,48.3343440932302,49.2521515239333,49.709369374162463,50.013284651624275,49.944980736244744
DH4912,2,1,49.18,25.273589939812034,35.471886927551743,38.803771994982782,42.140509743379624,44.38706324370105,44.745017851892413,45.469950423863637,45.818858867958149,46.025783222241373,45.869212147150598
DH4912,3,1,49.18,27.157619849606604,38.02630928479941,41.172648422442691,44.222192360774883,46.300652482096915,46.410647285179707,47.143907703742293,47.440261461105322,47.645520692625823,47.532605380751725
DH4912,4,1,49.18,27.554635934855352,38.468699659808749,41.739180779490368,44.899185750864206,47.173669252622858,47.454001270903873,48.274877764720642,48.601336034955622,48.850982520093908,48.796000052506066
DH4912,5,1,49.18,27.621514153292189,38.601793257705495,41.955617644801485,45.179283835977969,47.547952303530195,47.852972663435857,48.727560479482179,49.023671171766424,49.454570159589331,49.474670894441743
GBW07103,1,4,0.42,-1.8271951809627227,-2.6272560049904339,-1.7969951435423717,-1.9410633082053277,-0.51151634489869835,-0.27775882051784695,-0.19258744202614864,-0.14286392967798545,0.39095561598155548,0.43389520092507894
GBW07103,2,4,0.42,-2.0036514983739497,-2.8591326891620614,-1.9612558000485869,-1.9500304253637886,-0.49160969951345201,-0.33965931959644102,-0.12498018754254403,-0.17448760988569312,0.38582817531643698,0.36584924369067551
GBW07103,3,4,0.42,-2.0081281730872682,-2.8845676054939808,-1.9505421104756673,-1.9980349957323345,-0.55032939431195693,-0.39099275675734191,-0.17514828789636194,-0.2470492490025249,0.29251678419100635,0.28380537117467508
GBW07103,4,4,0.42,-2.6252146510884398,-3.3537339667636168,-2.4573701350537229,-2.3881636703682672,-0.50393138024253048,-0.25474472934727377,-0.21527692500742646,-0.25158966777703906,0.27799029101133677,0.23958232622229048
GBW07103,5,4,0.42,-2.1337174252262905,-2.5775230952474981,-1.6893903258025951,-1.629419198286767,-0.77281458214392806,-0.47342885626331199,-0.4143360986190352,-0.37283295356549839,0.2177330257528709,0.22188954712772713
GBW07104,1,4,1.72,3.4347315835583538,1.8729210274334003,3.0770507966376428,1.96211488951002,2.4916579347475674,2.0050144388253135,1.8288857923552135,1.9238090159138159,2.181605887744499,2.2417232889745957
GBW07104,2,4,1.72,3.109910721739749,1.774298751677363,3.1319270711717015,2.3295220571677575,2.7276321980219782,2.2153698565186875,2.1750725867266683,2.231708580673458,2.5692974657402834,2.4909575486910214
GBW07104,3,4,1.72,2.4963478732424731,0.93920210966757178,2.4927866461709858,1.7330679342487434,2.3502463279520347,1.7641993379151089,1.6973627405083862,1.8594104882977724,2.1352110644763851,2.2606642454504948
GBW07104,4,4,1.72,4.0429397849972677,2.5283872861703998,3.5111757544881956,2.3577657729383326,2.7741279167773243,2.2530243395986842,2.029587048394951,2.0031483379592627,2.3092797027245746,2.2982009569212791
GBW07104,5,4,1.72,3.5308197145293398,1.9005538399493718,2.9612256781191006,1.8235958995056212,2.297134194805786,1.7642296540042102,1.6210969731928055,1.5864111094866216,1.9016094629120581,1.8856441054314184
GBW07108,1,7,5.19,13.065301748095962,8.5368416767801314,4.7667870745223828,5.4681812371237131,5.4458279522062867,5.0625810003778211,4.7662938433550517,4.9233734632201323,5.1823594089606466,5.2737260580549146
GBW07108,2,7,5.19,12.747218314418712,8.0995644033692678,4.3663639939191148,5.1065372775396147,5.1492185071018479,4.8551465579144697,4.6013286148549,4.8377843442976474,5.1627606975883138,5.3163444168654994
GBW07108,3,7,5.19,13.465219420918022,8.6154426294177338,4.6397946767052556,5.4277548824525033,5.4725265620076353,4.9575385195706616,4.589910316015942,4.7673188228467325,4.9937909039398631,5.0708821528494301
GBW07108,4,7,5.19,12.578742056721813,8.0115714469692705,4.3976408949606887,4.9324457650739806,4.9163208318749456,4.696184579000299,4.469618641651472,4.5981020707358242,4.8452520846820972,4.9500655046847362
GBW07108,5,7,5.19,13.52397882931885,8.9192369576694652,5.0881823138560556,5.7891586011367142,5.7972885902200773,5.2897976275641554,4.9404636637245707,5.0730542892924255,5.293258579517941,5.3738025180983335
GBW07110,1,7,0.84,-0.16626931882415175,-1.7518783811635092,-1.4024621544511007,-1.6284995922126519,0.12454436746293585,0.41224222481328621,0.30617554945019609,0.44460715076712942,0.77952529706911466,0.69406073253166234
GBW07110,2,7,0.84,-0.11683244075223698,-1.7899906333459086,-1.2814852802485079,-1.4758304179675195,0.14060910184364683,0.67282692919769094,0.42537105129685138,0.52257635511767209,0.85623483614838358,0.83434212827954335
GBW07110,3,7,0.84,0.03099918373693189,-1.8234671534679032,-1.4400795618968196,-1.6307705890302806,0.21216263046510964,0.56431262872662913,0.46915680763458267,0.5369360070171032,0.84898668303849512,0.69575822487519279
GBW07110,4,7,0.84,-0.32312159983173316,-2.1696292956637029,-1.7282145272658447,-1.871431540867281,-0.026276761387172165,0.47535687954179595,0.43858423846719807,0.61069903344663956,0.92742870285648182,0.80508369678057656
GBW07110,5,7,0.84,-0.49544007308221971,-2.7717758898759213,-2.0419068212297065,-2.1431398591229636,-0.37489300770741441,0.43327003687408405,0.32498605981780049,0.49678539006156841,0.82943402281258205,0.76480215270101803
GBW07113,1,3,0.16,-5.4359012302771621,-5.2493120376711797,-4.0373761268717789,-3.3090622033832657,-1.5717907579676149,-0.61843618083779806,-0.4758748127174881,-0.63379691159196927,0.35551599930177424,0.409410794977906
GBW07113,2,3,0.16,-5.3583709897533698,-5.0941093128753909,-4.0637388179797931,-3.381823518703718,-1.634446312288552,-0.56388178628161345,-0.40737821013520215,-0.60162901152813664,0.39526754067173453,0.41672392450097906
GBW07113,3,3,0.16,-5.7347751955368373,-5.3013950965525769,-4.1590686716701768,-3.3206802241492257,-1.6082773091311457,-0.66920684932491969,-0.46866070275472449,-0.67400557610851486,0.3123744764054015,0.34630264047869375
GBW07113,4,3,0.16,-5.1389701674457378,-4.7804631695577324,-3.7319929673457519,-3.0960032064358964,-1.5521091285385262,-0.56886921455740591,-0.45545812560966059,-0.63166572449509051,0.34578141543312135,0.3047103969471241
GBW07113,5,3,0.16,-5.5261704231691393,-5.3589935146601757,-4.2190645307782528,-3.476899669963573,-1.5874683895480768,-0.51534820133116899,-0.29162680139276898,-0.48591410126882639,0.48477593071009561,0.54226678777284976
GBW07114,1,3,21.64,24.207266718280668,22.340780531384549,20.149340055728402,20.190401191933613,20.173353424254962,19.200922828493582,19.218981896788755,19.336512022627474,19.70564364012316,20.136660008158081
GBW07114,2,3,21.64,24.459924619869749,22.208436098323435,19.96165728591636,19.745801661450578,19.780856130291248,19.017516256440814,19.052883530910748,19.16098586245981,19.500631783664367,20.001823002157359
GBW07114,3,3,21.64,24.48100693246996,22.220610780820991,19.96859015218191,19.765473242852828,19.811880370316715,19.091926370806458,19.114992224682794,19.203827612556211,19.497837712380459,19.974044795243987
GBW07114,4,3,21.64,24.605130472869934,22.286660437535684,20.067328281444183,19.946897154469539,20.117971236690966,19.38395489420715,19.43716220994466,19.539127410024133,19.906799216612058,20.426553836042377
GBW07114,5,3,21.64,24.555438963199208,22.334825303700043,20.05975311378085,19.852618730789885,19.89797334021997,19.191945618814991,19.198928816047776,19.265805453020704,19.539231203044963,19.98876331594564
GBW07216A,1,3,17.88,22.189895029363793,19.371703686724629,16.689068336984718,16.439575353117498,15.910346877773373,14.837818954823218,14.813751338719678,14.914654443038799,15.235109085075445,15.56815566615659
GBW07216A,2,3,17.88,22.56503908095711,19.804932126143378,17.220485691620254,17.11180952376348,16.772798664155218,15.727613074636391,15.707503250001038,15.798572096553661,16.148933499439547,16.474459881108494
GBW07216A,3,3,17.88,22.651549352647944,19.88208059440354,17.242736270501354,17.058248277952853,16.681627685693364,15.634290466009684,15.589978631656907,15.658125174836377,15.956206623422197,16.253640543766387
GBW07216A,4,3,17.88,20.939855395226854,18.28243342415989,16.146579672376461,16.559585149918611,16.257021183725627,15.080945518046196,15.216058806881193,15.457441634040114,15.989325951842803,16.501306905326818
GBW07216A,5,3,17.88,22.432321268817748,19.641341933099994,17.044262883444148,16.865013372356636,16.457634003928277,15.456225528016864,15.440390625163742,15.528016076956492,15.834902365002302,16.165420297735771
GBW07217A,1,5,20.91,25.119214222080991,22.66748703359643,19.605215126496553,18.976521938496212,18.29863213235344,17.975233798784402,17.900606259438703,17.948552044533379,18.14308221156103,18.425195214586068
GBW07217A,2,5,20.91,23.384608876415118,21.319773113273957,18.605249009545879,18.186197308673609,17.260902509176283,16.967289755459458,16.897569310510043,17.068692243407327,17.42611902015064,17.766229781422219
GBW07217A,3,5,20.91,18.767628076293356,17.253198184562638,15.770389907983205,16.714619078135414,15.732227413585235,15.469762261804245,15.414781082988592,16.104371336919495,16.858560139152221,17.824616887049658
GBW07217A,4,5,20.91,25.50589430343933,23.283714727427682,20.257814020079536,19.592046134158323,18.854245134852491,18.429755855478128,18.350680079956824,18.478385494766677,18.720650580383573,19.148224846329267
GBW07217A,5,5,20.91,23.934349932681979,22.025869534720815,19.099580138117073,18.472305238213728,17.424411335168294,16.921379447578456,16.795535837044397,16.920537492783581,17.194866615771808,17.426211240144472
GBW07305,1,6,0.98,3.6868172694880945,1.7809566707265505,0.55649005757321657,0.43618654236064236,0.57521591730290211,1.568963280147222,1.0463817822068795,0.87174271777216417,1.1665211596843221,1.3163157781450598
GBW07305,2,6,0.98,3.8808589274915337,1.8015454567874314,0.54750268253937984,0.38765851447178168,0.47487045178371634,1.5055948269572279,0.94760685373544273,0.74603195460307692,1.035817164699723,1.1547752774790876
GBW07305,3,6,0.98,3.7605514565226099,1.6529720196968265,0.54376848898688568,0.56796732125514193,0.73337643779670714,1.7196437870633208,1.1171383127219459,0.96622667068267454,1.2717496485933042,1.3909407125421405
GBW07305,4,6,0.98,3.9564097994844416,1.8938892078024878,0.64864907795688165,0.4790636971048432,0.42745411152710799,1.4509727448390293,0.91810416722980293,0.73204362609785845,1.0355253393016044,1.1625939906168048
GBW07305,5,6,0.98,3.8589756734421061,1.9077161695430296,0.61539967337847123,0.44903011988550778,0.41470829802401532,1.462209424284429,0.92046585160856154,0.73188168284565691,1.014174816076598,1.1096031619799094
GBW07306,1,4,3.0,4.8575407020004642,4.1946167226647084,4.2002550015148605,3.0614593316853664,3.6533400260762732,3.6050096716099786,3.1986840197691118,3.1400797264682812,3.284953886731091,3.3665200717675425
GBW07306,2,4,3.0,4.2598463739004213,3.3772439661267937,3.6925152344567018,2.7220097970304638,3.3620084466205244,3.5209122316317467,3.0956484601959904,3.1722035048290422,3.3236273032103867,3.4574658420825983
GBW07306,3,4,3.0,5.1279288646760808,4.2660802444046855,4.4329332789871119,3.3498751203609545,4.0546341157858601,3.9642859994387862,3.5254348011256162,3.4499038954247543,3.5807606698706409,3.6816664358343503
GBW07306,4,4,3.0,4.2972054482469639,3.7347109149320019,4.0000203846685665,2.9882518581572115,3.3407811253457655,3.0412474421774949,2.7891550481945746,2.748862993287454,2.9559218945721031,3.0833769732114851
GBW07306,5,4,3.0,5.2596045086960679,4.7905204110219506,4.7721827260167053,3.646786872085797,3.8484844217892209,3.6496183031390732,3.3247510481991283,3.1938305929990998,3.3404554564095923,3.3582394201211274
GBW07311,1,7,0.62,-0.76763169490012828,-0.092250280002972751,-0.87280104455938723,-0.39026250558562037,-0.071880378376255827,0.20314999859045102,-0.15326831732579649,-0.06923319838722275,0.37763300665055866,0.097789165526139143
GBW07311,2,7,0.62,-0.68449366539979462,-0.21359886218644508,-0.96182493289951587,-0.59473424629685656,-0.38704644372876018,-0.090863581346833477,-0.19183095794787075,-0.11934896784475857,0.29218320009724241,-0.047003892230715216
GBW07311,3,7,0.62,-0.73895829225652054,-0.059378496926753677,-1.0259896640525961,-0.63227739017197582,-0.1491296179551691,0.2436210084547783,-0.12787954491186682,0.042352173061424914,0.39337463630958824,0.1696066564932508
GBW07311,4,7,0.62,-1.0110858649477583,-0.46162985794414801,-1.1498997511668518,-0.59204479693093415,-0.22689075662162406,0.064307913122211957,-0.099705680112479378,0.084897802212346996,0.49042566708542568,0.18489000338463946
GBW07311,5,7,0.62,-1.1145737293042224,-0.1783425639390428,-0.82189971461538125,-0.1180578253578366,0.030084814899766776,0.15026228831796296,-0.03649324922986974,0.14068100347885171,0.5115172523837761,0.1287233482103991
GBW07312,1,4,0.47,-1.0753508323083949,-1.7235768306128554,-2.4450073636316372,-2.4180935273373985,-2.0227155352441653,-0.82393299264433661,-0.80749747692606633,-0.85156760046328372,-0.28775986908901263,-0.27947834290741547
GBW07312,2,4,0.47,-1.3956898949358214,-2.0032291103487188,-2.6493231545314178,-2.5747698349165731,-2.0547879829322167,-1.0011694595148111,-0.91244310291796449,-0.90149961389462963,-0.35692615634784453,-0.2196384146389363
GBW07312,3,4,0.47,-1.3042026265343711,-1.5987859849196191,-2.1917960873404114,-1.9486606262847843,-1.708961202602671,-0.71177355999126668,-0.73219011349396368,-0.74383727212860151,-0.22204846004113588,-0.25695125297223864
GBW07312,4,4,0.47,-1.0992405201354227,-1.559221343250071,-2.0901735341174188,-1.9173377996450078,-1.6564573924194796,-0.72225597783594431,-0.55678660596845564,-0.48862073872844114,0.10910509967165893,0.1797546534777732
GBW07312,5,4,0.47,-1.1928661199921295,-1.6221978226400164,-2.1417112538717529,-1.9482810555739389,-1.644101711232512,-0.71160362270001976,-0.59804872508439111,-0.61707748814342711,-0.020635626997469458,0.019514342929369377
GBW07313,1,1,3.38,4.0620591735656806,5.1146004541370917,6.0565213518079712,4.7399466934498333,4.7701246714535026,3.3862347643489707,3.0762470339251884,3.2142482857570993,3.5091217257033689,3.4903849018274862
GBW07313,2,1,3.38,4.2620454842325213,4.9639906645414378,6.1550380157116837,4.6581263580896053,4.7218013991188164,3.3405333030632232,3.1118579599952012,3.2416832128633386,3.5007034420980858,3.4268072266744669
GBW07313,3,1,3.38,4.2058598151456517,5.1155070419677973,6.0478625507952755,4.6374620598073992,4.694038131771781,3.3527522871289621,3.0473162189690255,3.157125094393165,3.4333759413781042,3.4019737078655918
GBW07313,4,1,3.38,4.0459152424676885,5.0503497336414966,6.2018357460943987,4.737861503901958,4.7430609977979046,3.2325543750239145,2.9545227933609102,3.0683005354110611,3.4281129792821141,3.3688597913199239
GBW07313,5,1,3.38,4.2490581895981387,5.218511413159133,6.217002582883822,4.7899449400290202,4.7814333296608282,3.382163727042883,3.0713935880785681,3.1854679572973783,3.4634494292634987,3.4169740258575283
GBW07315,1,6,3.02,4.9469975251375304,3.3254325551013935,4.8135355383648646,3.4984991344602618,3.909559557960018,3.1529034736080588,2.9590691570465113,2.8502864033993114,2.7621354844840402,2.874350582726342
GBW07315,2,6,3.02,5.7825344493745181,4.327211215348167,5.1835718197127472,3.9261437859022275,3.3711814075850173,2.5620191200659379,2.366156246188559,2.2089737693745328,2.1176177569800219,2.4187757603068203
GBW07315,3,6,3.02,5.5730526072851641,3.6510792366676879,4.6132374545022889,3.5578161776533075,3.9162523417536237,3.582062882959046,3.5122249250897593,3.4579451914478128,3.4654960944710504,3.6771366411927655
GBW07315,4,6,3.02,5.5151846290707631,3.996503341916787,4.8834803725569076,3.588672863932501,3.8448939893870362,3.3213919765260158,3.0539781664603902,2.871022176507835,2.7805193338053074,2.9641861165414278
GBW07315,5,6,3.02,4.9389025288389092,3.4434975905349261,4.7621957241823774,3.4345877459063123,3.8132432718301565,3.0689893720779144,2.8738810122949565,2.7680270107600755,2.6742188868586498,2.8639704628682114
GBW07316,1,4,2.04,7.7606537061666536,3.7975917285977396,3.3411837446149564,2.7546964079609637,3.5425002464388804,3.0174460450324814,3.1096926724375811,3.2596330969966161,3.3276868327473972,3.2742605960382045
GBW07316,2,4,2.04,7.1960904460962265,3.377364367985106,3.2584474396472158,2.7243135847408944,3.4071666315079545,2.9318955747159574,3.0561891527147469,3.2847774817561932,3.3010346714999974,3.2402628659002897
GBW07316,3,4,2.04,7.5146532926998848,3.4932194246654378,3.2201543945472384,2.7055103646433416,3.4896933768022032,2.9435638876458849,3.0598467517746117,3.2226339305370528,3.2693245336128722,3.2329815491005078
