Sample,True_Comp,1,2,3,4,5
GBW07313,53.86,60.454245847826407,65.293053864168684,65.539483060494319,61.827842501901365,62.134739571905925
GBW07313,53.86,58.893876471492241,65.046917364810227,64.820101581240053,60.741037683869195,61.234009249428638
GBW07313,53.86,59.70506893008988,64.66544533410196,64.720574993168157,61.245131573776703,61.749153150502444
GBW07313,53.86,60.300419514997657,65.924458165257107,65.668403029313367,61.494613343864955,62.153923994476642
GBW07313,53.86,59.831499569101048,64.897195811460222,64.935755110620832,61.273386386593948,61.753029315444955
GBW07315,51.1,50.358504693189403,58.501881190673188,56.642832249936717,53.528834755335517,54.442342781895867
GBW07315,51.1,49.394201943818928,55.438400324780432,56.431304680510287,55.786136302723314,57.07499527381362
GBW07315,51.1,48.138442780685651,54.044784708093218,52.583457642107497,51.017473438981547,51.901982697715866
GBW07315,51.1,49.60333148993265,55.869184491663148,55.529175579997911,54.368637922273393,55.212770259953871
GBW07315,51.1,50.744076185509975,58.224149424609791,56.538150909630076,53.994538609269483,55.13318820604335
GBW07316,31.6,35.116534669469878,37.483209119840254,34.912088039319286,31.544365197363842,33.920278355970545
GBW07316,31.6,36.175526359091521,38.748280886953232,34.842865523762683,31.277826044511553,33.454142674605599
GBW07316,31.6,35.090863809198268,37.731237552636891,34.47033113827554,30.88220980952309,33.234575456565707
GBW07316,31.6,34.450830207479775,36.116146221815342,33.977801264933142,31.157099210977393,33.467915955969268
GBW07316,31.6,35.175057911319875,37.09676101504094,35.054157524591574,32.243218553302164,34.377866826564606
GRANODIKE,48.08,48.131500447754277,49.988478036832902,47.686413727208986,48.442827967378122,46.997235362206148
GRANODIKE,48.08,43.005258282324064,48.402870300786908,49.414696860012413,49.427601501460785,50.182995706458009
GRANODIKE,48.08,39.153743380771928,40.956871251965147,44.532918919640828,47.605599498944244,47.717880109576846
GRANODIKE,48.08,50.13758338855807,57.767146051254223,56.749119836200123,54.759647526450379,54.93962303698104
GRANODIKE,48.08,51.739012765373836,58.840403898650614,52.668349621330094,52.31061013221882,51.021498571205207
GUWBM,49.51,44.352149087063282,49.04514814051025,51.565732951860767,50.538188635225566,50.502167827221463
GUWBM,49.51,44.579059966978527,49.80026748421411,52.226422517447944,50.674064226593373,50.447918444519253
GUWBM,49.51,46.163467075898936,51.500145751368692,54.03256261310532,51.240747734403854,50.71000116431798
GUWBM,49.51,45.824427876756488,50.682533887461524,53.604117564151956,50.737174401859562,49.952826272885481
GUWBM,49.51,47.263055095796354,52.621385643870305,55.347215565631039,52.443009552092299,51.814011596100414
GUWGNA,71.47,64.555220079656237,67.752766345568077,72.516471025149457,75.572799273792256,71.104712219994852
GUWGNA,71.47,64.262611783377153,66.008539302638908,68.545821118058853,71.312912722557726,66.736187351916016
GUWGNA,71.47,64.220130767378791,66.35536606896251,69.423161887552183,72.003470068633277,67.275573418798373
GUWGNA,71.47,64.846696992319721,67.562455821976997,72.330995850991599,73.998953992937402,69.13687997222911
GYPB,1.05,21.986777181125326,8.6268853545293069,7.253240355198777,-2.0896129934218095,0.069937082088607383
GYPB,1.05,21.601401500140504,8.4357125941920685,6.2649592591123451,-2.7374766004718651,-0.27416930793546612
GYPB,1.05,22.529968760126565,8.9344821948783917,8.5016734687635349,-0.51785585174982174,1.8385185505301394
GYPB,1.05,20.433802059477337,6.495981007106721,6.0956573541850219,-3.7976774359746059,-1.5638996568644927
GYPB,1.05,23.170902311550691,9.0794398429138354,9.0012901252547834,0.29622582362996752,2.3344931316815121
GYPC,3.5,24.618097912631953,11.17551420899909,15.485593626844064,10.615814268499932,11.7104615989725
GYPC,3.5,23.291258461031184,10.170327976412189,11.664938367144352,5.4723897649272075,7.1781837969518847
GYPC,3.5,22.294495629266535,8.5886843798579804,10.612987094888169,3.3162042434550614,5.0675509270311778
GYPC,3.5,23.41137377897283,10.071828465014612,12.375814540161734,6.8949129844581662,8.6096086242156957
GYPC,3.5,23.09716586355556,9.4951493086006522,12.455070956134314,6.9583632803580855,8.5259821754949456
GYPD,8.7,26.486898451032438,17.0256961804536,14.805439417148769,9.7743869997645305,12.116820634631601
GYPD,8.7,26.75203589244283,19.294947349158051,16.591399364653761,13.09162912754352,14.370340644384527
GYPD,8.7,24.823407432340147,15.010531013694738,12.70405014293241,6.5355327032073234,8.5348068857473933
GYPD,8.7,26.270393224314098,16.77293558147521,13.944712295827188,7.9833444917939431,10.180172881709098
JA1,63.97,50.546856332307883,61.905931390130611,60.525757127066562,59.470482851687635,59.305929075841398
JA1,63.97,50.345952808006722,61.857207188840135,59.80398441165687,59.192307207404419,59.061924431393365
JA1,63.97,50.52580581693762,62.076849241808759,61.891223798368259,61.339874997870147,61.308049211300968
JA1,63.97,50.184702040999234,61.638594928202224,60.899805633167169,60.123088438173248,60.075214485463327
JA1,63.97,49.936224575451028,61.747487153307453,60.203418812763331,58.305617130017779,58.135455273369516
JA2,56.42,47.723930310294989,51.995013041687443,58.386997615049737,57.78444482138697,58.675609605065219
JA2,56.42,45.839005975133389,48.493699285362624,55.15250899028478,55.093438930690503,55.515848566214018
JA2,56.42,47.185356259276851,50.919560445127111,57.982654327041779,57.845168590923734,58.103940424454258
JA2,56.42,47.775171795713689,52.300333483119751,58.842951221717563,58.464530891788179,58.834723841083687
JA2,56.42,47.656291847840663,52.644924394118128,57.303784200685982,56.169279587420228,56.582905381890249
JA3,62.26,51.144335782507923,60.901283965264398,63.111805556484562,61.397537087040334,62.604999203138618
JA3,62.26,48.455845525239702,57.145863358600351,59.052206324569184,58.146520253267603,59.070905093201446
JA3,62.26,52.232411769514137,62.929856581070773,64.507899647231937,61.956815212869429,62.599651852901147
JA3,62.26,49.465212941768776,58.989388055075061,61.924907379883166,59.439563019834921,60.155860424521613
JA3,62.26,50.126788144228634,60.05022507296389,62.383228209768859,60.066708529580147,60.804586423884139
JB1B,51.11,42.09573716524821,43.936880291921923,47.923125791761585,50.10477980330888,50.988342952827253
JB1B,51.11,42.741176821277634,45.457673955388231,49.011895898652732,51.381203290280332,52.207077963135454
JB1B,51.11,42.455750289442044,44.531064335108681,47.658198603046159,50.320815749443526,51.240651320527334
JB1B,51.11,43.301500369664915,45.606319208757242,48.289514103618636,51.264242760028651,51.763281664828781
JB1B,51.11,42.720308273279855,45.794491430703253,48.525428507628448,50.540082327255867,51.390207907647067
JB2,53.2,44.892448140242919,50.010139974233333,48.458860476878058,51.0145341412303,50.721798448012358
JB2,53.2,44.043683875345245,48.915779771998906,47.81001872140606,50.37529757430837,50.305031047052964
JB2,53.2,44.733890006945245,49.356390886822901,47.137417491315219,49.506206272667761,49.11063587958261
JB2,53.2,45.272733475923488,50.295030433283223,48.064132599134126,50.428448722678468,49.920394859977463
JB2,53.2,45.227410455620827,49.49288190640889,47.359425572274816,49.340343681433744,49.033587560043287
JR1,75.41,65.333883216448157,77.609359573848337,88.683954364339243,84.755401639538292,82.228065819450904
JR1,75.41,66.042649721746841,79.793409092255757,90.169609040092823,85.288785371409261,82.593507718990622
JR1,75.41,66.401715725771197,79.990235915551295,89.793042134311193,84.524418469636373,81.574463002988097
JR1,75.41,66.087588543083953,79.551448855286594,88.82896456898257,83.215583451152625,80.255057964592652
JR1,75.41,65.456440085195936,78.984355917705244,88.201947833104853,82.59179133675724,79.535801019004566
MHC2319,68.84,61.867933225020863,59.216736739086734,55.45960590209792,55.842939120094321,49.661135754193005
MHC2319,68.84,64.370347556557078,63.631206340114709,64.031145991480059,66.188191228892848,60.561454687421246
MHC3828,9.44,27.149866399578173,16.540308762680603,16.375531497567678,11.793382314779166,14.045636792226041
MHC3828,9.44,24.083288421177372,12.570570580406326,10.130702422478642,2.4691354594802704,4.7075470565739295
MHC3828,9.44,26.925325019268811,16.103150651176712,17.407025748006809,13.41842251192935,15.498864631491514
MHC3828,9.44,25.579420036865628,14.250639249456782,10.385721057582394,1.9103992102692473,3.8434828149083273
MHC3828,9.44,27.825183934598428,17.079240971442118,16.986705832985379,12.704857087655775,14.905351270241482
MO12,49.87,45.402832298237023,50.195103909130246,52.665699127033129,52.003756565976985,52.76436710587609
MO12,49.87,45.031190232767258,51.219775571262744,50.807601947616156,50.375353210417174,51.435954839257626
MO12,49.87,47.955418138565179,51.686131878055328,48.489130194766396,47.818593091191218,47.631303261667199
MO12,49.87,46.32738929221324,50.492590617677834,50.878812865210293,50.290336552880383,50.058945989969097
MO12,49.87,47.318103458774246,52.224274469319816,52.319887330439187,51.099198492511263,51.648903924098342
MO14,46.85,42.595607189950513,45.300644428330365,47.426323302449909,49.053781747138906,49.024008107227395
MO14,46.85,44.156577201197422,46.568264903803239,45.811868032639417,46.992787814775014,47.033679920201088
MO14,46.85,45.460287848509637,47.680079432470151,45.471869193403961,46.695561221535726,45.407025842875015
MO14,46.85,40.000881147556143,43.085680498592495,44.990893007708266,46.165011709036207,46.61720505782106
MO14,46.85,41.506110435583032,45.055159815621188,46.502038744582705,46.991232943105857,47.610124756843348
MO15,40.55,47.624953232282984,50.716558807523079,43.973123561378657,45.39529647675468,45.37003583129686
MO15,40.55,46.761202128299161,51.162747815106734,46.818109218881197,48.736764337262436,48.95556917747966
MO15,40.55,46.345455178064761,50.572388339319204,46.022131715590476,48.128885162859746,48.771295562626136
MO15,40.55,47.28257855802832,52.643415963137052,47.536961409996039,48.349043720946831,48.158236187152184
MO15,40.55,46.110701989147422,50.678891738911865,46.729039611568126,49.087025689573672,49.722501035152789
MO7,40.79,42.80610324652659,43.617930856060795,40.479149361952608,41.740791136296636,41.825194580642986
MO7,40.79,43.851816714706317,45.353864080769711,42.007721811942808,43.70455419974644,43.650108640341628
MO7,40.79,43.206880964296133,43.880631101486387,39.974906312976323,42.197576824705891,42.292273963542556
MO7,40.79,43.511661098544955,44.211262268356833,40.440704572328755,42.440423374033443,42.377532531491809
MO7,40.79,45.411519932549417,45.813617496935947,43.905127961154257,44.022677847866781,43.014987042561458
MOPPIN,50.78,44.25038821353786,46.920460259945642,43.798473747357136,45.110288588299262,44.408727346840607
MOPPIN,50.78,43.088740438591699,46.301736438805122,46.007760124824216,46.61382645391096,46.531386832567271
MOPPIN,50.78,44.89938416881192,47.880574170103728,45.974351378577978,48.398963136270474,46.498278303347455
MOPPIN,50.78,43.270331599081466,46.080573415073616,46.114470384053945,47.014378953060273,46.619209079176457
MOPPIN,50.78,42.785695520718264,46.13369218020398,46.721252668871763,49.156468235044045,48.699813670778809
MSHA,63.94,50.057617493021958,59.965163719448277,61.571905565952861,58.254958473974952,58.97264464741631
MSHA,63.94,49.972442220231834,59.401211734811568,62.100655290391771,59.543167865304682,60.201357982208407
MSHA,63.94,52.492778226039228,63.162134295827499,64.016429204215072,60.886467306867772,61.304989985825955
MSHA,63.94,50.924727053329924,60.351990292313296,61.016744741450196,57.039060644336708,57.934300509555342
MSHA,63.94,51.971527744571233,61.385680733655505,61.836809834330204,57.993251898321084,58.712589149179266
NAU2,48.7,55.097005309206764,58.970419161121072,55.98649051240038,56.197526438628472,51.807886096858468
NAU2,48.7,57.027233111908075,61.102476752306181,60.815282605164263,61.343641324393303,56.49305706670409
NAU2,48.7,55.183628933297364,58.202401473510527,55.292434044210104,56.002375487461322,51.401371879512816
NAU2,48.7,55.050372375529356,59.736124747501329,59.060536641172057,61.406185706953764,57.418409514239912
NAU2,48.7,54.667290677023615,58.999343978522873,58.367970331082923,61.964120888047624,58.444280710787311
NAU2LOS,43.78,44.444274844784076,49.061986339270923,47.365306190787507,52.383249549013122,49.901098116278462
NAU2LOS,43.78,45.157152843823248,49.665034644147283,48.564014901300531,53.639885046503359,51.132576264336912
NAU2LOS,43.78,43.603574160843579,47.510902759593066,46.377355049931836,52.557993176819899,51.390875417927987
NAU2LOS,43.78,45.490894089586149,49.950696393216404,47.935018319700674,52.68232900105901,50.27406008878026
NAU2LOS,43.78,45.320538681190982,49.895463903832869,47.234324732506579,51.895227706943693,49.563194483957183
NAU2MEDS,37.48,40.604914421888026,43.645560960008481,41.071620302591768,44.709959620387686,42.670646640376802
NAU2MEDS,37.48,43.21655105312864,46.654971852370863,45.432466116443791,49.174472770447196,46.922970957293941
NAU2MEDS,37.48,39.964390020293692,43.106437620542295,39.928858132864896,43.951436625179731,42.443256383125416
NAU2MEDS,37.48,40.94852625469332,44.528998225180096,41.874522310145238,45.684156118845451,43.816658385539299
NAU2MEDS,37.48,38.075355163992256,40.394188786905239,37.54916007787417,40.306569148911805,38.664744048313608
NORITE,47.875,38.58920321895603,41.515393289622104,49.906277532368264,51.250215951933882,49.928458856629163
NORITE,47.875,38.618201385895212,42.704931908604159,50.474896439732618,51.641257482008619,50.567136548963191
NORITE,47.875,38.439121391838583,42.217710167973188,49.720242781195083,50.840916365749713,49.417517110793362
NORITE,47.875,37.783145371037257,40.948250925266457,49.332838255144871,51.073094260929651,49.710427338523104
NORITE,47.875,37.589771838519773,40.348799606431015,48.548995542749772,50.3813654468888,48.669268258025774
PICRITE,43.5852,40.595651174008111,46.042383589224443,48.193508406917431,47.679580249267715,45.86029205043809
PICRITE,43.5852,41.132574892808314,46.006211437271489,48.891820887203409,48.574095330267092,46.797252637371315
PICRITE,43.5852,41.625101966077722,46.657617843110323,48.311484521152906,47.198707504512598,44.794362809844735
PICRITE,43.5852,41.863827747619901,47.151085119410062,48.646337957788155,47.093207361631599,45.639160780325057
PICRITE,43.5852,41.816775141589162,48.669286811063046,49.109935768965649,46.862443984358322,44.686661253230973
SARM51,33.81,56.098590643099506,51.532817537391509,46.392302843634695,45.424226775731128,39.110043357860064
SARM51,33.81,54.504584883302151,50.266154263979942,44.884821827848072,44.836473588023743,38.773192583086058
SARM51,33.81,55.073081355189366,51.066815339261908,46.510534805261557,46.691886246379248,40.445508984263881
SARM51,33.81,55.240409145561841,50.365772206160521,44.323761238345966,43.783830064522633,38.630017876111999
SARM51,33.81,56.768653739203238,52.428723364134946,47.33277638198566,47.841792628846633,41.875864142775598
SRM688,48.35,44.64390288425642,45.847235431622273,44.80049333049589,44.445624044534583,44.752736466833596
SRM688,48.35,41.926811765854936,42.676612258064765,47.14238748837839,46.947038918604683,47.304904585427792
SRM688,48.35,43.051189464209429,43.846997574017863,45.122555132231462,45.018621917405056,45.40743771794299
SRM688,48.35,41.721514838078583,42.421918398297564,43.226621490923819,43.144875048562589,43.819720631177844
SRM688,48.35,42.35400975008811,43.284816780491838,44.894168983811824,44.920330792043465,44.70719986657204
SRM88B,1.13,25.837858252374836,9.7481447984042546,13.936173597187391,9.0611270323868851,9.1305906143860653
SRM88B,1.13,24.776856260697805,8.5812527310347306,13.261834240300928,8.0576131247483573,8.1856721753053137
SRM88B,1.13,25.249986580113188,9.2974537170395735,14.265983817095695,9.4553458160742991,9.495643791848309
SRM88B,1.13,25.101209939528015,8.6498454044817805,13.313683166352128,8.1779385247447465,8.328282084718694
SRM88B,1.13,27.148947497017453,11.139968509610888,14.608728971116221,9.2629300336869562,9.083353440827068
SRM98A,48.94,67.474614369771828,65.597483801400301,65.761428989522955,60.648511275559983,57.887183345819516
SRM98A,48.94,68.231873775975458,66.492783971584871,67.209655010780949,61.05106724603089,57.704497512486462
SRM98A,48.94,68.105375188522075,66.804817519538318,68.131304948875695,63.618593902818688,60.85901753016843
SRM98A,48.94,67.789512346342093,66.06416386677995,65.868280379830367,60.894802393874365,58.103568376757238
SRM98A,48.94,66.251732373773564,63.578009608234467,63.414961270035171,58.626646566935712,55.702032384801967
SWY1,62.9,60.551736403604437,67.013697181628046,79.514001028459262,75.948644187539372,74.855954662977126
SWY1,62.9,58.929455171777164,65.643060748858503,78.842811723167273,75.952718483754111,75.123061398356072
SWY1,62.9,62.148320737413499,68.4004601894475,82.283966510506829,78.506628016755585,77.49203351892902
SWY1,62.9,59.837483459001817,66.052753505575353,79.377370159190605,76.136324859830296,75.117402939846968
SWY1,62.9,61.972814897578814,68.673039701212673,82.025845854267445,78.721242317190075,77.928196453584192
TROND,70.87,56.082387387353045,71.613697668457505,75.055047066240931,70.568788534617397,70.957871851916678
TROND,70.87,56.89199573938577,72.301254516453298,76.89764521635378,71.87779566186056,71.814072727409282
TROND,70.87,56.933336714848068,72.080482796730323,77.240144437662096,72.147505993383774,72.066782389186741
TROND,70.87,55.564742469639292,69.400459960776203,72.435847947867444,67.223741404946594,67.71693713071619
TROND,70.87,57.725463579725002,69.35755062235134,74.149257992440255,71.335400905750831,71.578050742638467
ULTRAMAFIC,45.75,47.194772433690062,38.856401246922758,47.235031722139674,47.545092009335221,44.355749934968685
ULTRAMAFIC,45.75,44.0610853131464,37.283110978216982,46.118830009507974,47.536230140734759,44.658755144743651
ULTRAMAFIC,45.75,51.031996169457429,40.947506281993938,48.008467012781011,46.771251943716408,43.233020516718412
ULTRAMAFIC,45.75,40.916930910490535,34.991875679206046,45.128151565029739,47.19522483875862,45.310515283180834
ULTRAMAFIC,45.75,44.45694962623817,36.745051122907583,47.915159363395027,49.13059992925352,46.21403999571497
UMPH,62.19,58.57032665475473,65.835859674311493,62.164587957810433,62.121199490793323,62.700840434269701
UMPH,62.19,61.668359791157791,65.941759009223475,54.272148853793439,51.9216551799447,50.455367026190622
UMPH,62.19,58.462394067104093,67.212170685559386,63.646921496150675,63.1166173784219,63.350635495150698
UMPH,62.19,57.833288935105287,66.323133319057206,62.279816595419064,63.047903523629721,63.349930183274864
UMPH,62.19,59.732370151419971,66.464605376612383,57.058914057282308,56.674940643013741,55.834306879997897
VH1,73.61,67.350358961989684,71.652157945613865,72.019909735170785,73.276777155266373,73.576747158450985
VH1,73.61,66.239165926113799,61.323617181614296,57.111276082642952,61.115013532163609,61.645105386034828
VH1,73.61,64.545392910842054,61.680654039840135,59.923230186914125,61.619714770990861,61.227553451345401
VH1,73.61,70.143704556878475,82.4841914900055,84.456885283259339,80.437036400442906,80.133171402689754
