NC,RMSEP (wt.%)
1,5.5374416944144826
2,4.6435556622610141
3,4.5360492530327887
4,4.2427113892975399
5,4.4337748937715125
6,4.2792605779527397
7,4.4349275014179517
8,4.3182112391141647
9,4.4383330674958028
10,4.5001368914223097
11,4.4380551478820527
12,4.2999534429989437
13,4.428090620411913
14,4.4996362889174568
15,4.5911957386770617
16,4.3855446167427923
17,4.4593268370912789
18,4.5270320760627651
19,4.5627936818844042
20,4.6225124142635021
