Sample,True_Comp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
AGV2,59.3,52.284674022136755,62.1743512485479,59.977816130275883,60.639309252359503,61.104969185517348,60.551779761138924,60.240629382235937,61.197894301284521,60.565331759007428,60.067913285048576,59.477643572521494,60.064734905570958,60.821716822216601,60.877112556465484,60.505132025175797,60.453217575211248,60.758573758165923,60.866897244480654,61.040506280432503,61.296713091034697
AGV2,59.3,52.128149562863811,61.621103522397888,59.129237528395336,60.093455669782465,60.499886744279067,60.244221578528844,60.215549789998114,61.383248851957177,60.278054684073979,59.573921938394221,58.935465496794059,59.392156329001615,60.0918201610165,60.086344257175249,59.164848161553117,58.893213185982304,59.48486686701721,59.567170553965767,59.722001633898458,60.144521909883196
AGV2,59.3,51.890990260149948,61.715360734552299,59.96776849275345,60.675185416340945,61.267333297194163,60.856696839045533,60.547030556337859,61.960222180981539,61.337307378787997,60.87316798499382,60.439275381394275,60.888027019463593,61.541397402013523,61.675583838292098,61.038010967649249,61.046739766752438,61.354593603543258,61.46136600439263,61.24787361132222,61.495262102270821
AGV2,59.3,51.683499725605571,61.549548646163402,59.495546908951795,60.199813887031993,60.773416172394747,60.332546727039905,60.007624254589956,61.468622111545223,60.637800261693698,60.233905629385909,59.937645979847431,60.449501715039879,61.069045268958575,61.213067458282168,60.533951100309189,60.568752649175963,60.723944154964563,60.799054717668589,60.678316718345044,61.008810794983006
AGV2,59.3,52.103472248364739,61.705305467842194,58.802178299357323,59.507314283499603,60.255997394089476,59.861943966483885,59.607976437258088,60.887975618520358,60.592826105674938,60.071056989870193,59.878911183107682,60.447006461127437,61.298954973287735,61.487164940142108,61.173708268826722,61.214906434521325,61.347806712906298,61.551527006953677,61.487521677431687,61.674799376068904
BCR2,54.1,47.763091234674214,53.674222922487743,48.632996399717499,52.053083948812493,52.335818105941506,52.437409172402951,52.850216369753987,53.426927056831225,54.02805844676444,53.543126558425314,53.639506908520275,53.317268704205532,53.983332676628635,53.827823424084457,55.189229306407405,54.661875066669943,54.628062852797783,54.239212798134432,54.103284573723649,53.768364719244694
BCR2,54.1,49.225892408497501,55.911934161854177,52.947465376957325,57.289126756192971,57.618410864236083,57.878944684393844,58.463961327367052,59.656063931624779,59.288820733582462,58.680636780007575,58.135629210863165,57.473442512732831,57.733962750238618,57.324598957328448,57.368036470949988,56.428554632253892,56.8468558164397,56.526002542183001,56.601810240286284,56.859180798811984
BCR2,54.1,49.589453261802198,53.787105136081244,48.134255992403084,52.012406878063651,51.650790453104605,51.970405050844654,52.721224138917187,52.697729940946758,52.454309440981966,51.744128978304701,52.065660624397729,51.721598646206253,52.564618566464553,52.26455752149154,53.186714772431984,52.25959517395863,52.414292145039177,52.196603245849211,51.829754432654411,51.676987998153933
BCR2,54.1,51.539627451648428,58.100330614825232,53.441696225355983,56.505859632067363,56.154393403213348,56.253086594604262,57.18223744305714,58.127232634027962,56.767429962538053,56.561643348688257,57.010860903228988,56.606648854679541,56.889092000094706,56.340936038012245,55.126603740830099,55.631107008577658,55.623153292314193,55.990175675818435,56.274887823953982,57.076221818159731
BCR2,54.1,48.927106936694152,55.096553379727887,51.274172813996032,54.189122007304199,54.685194567669086,54.942972047076346,55.77650386687155,56.682436123214686,57.313721682985118,56.671417965779519,56.147734588541127,55.988977589013174,56.388169947262341,56.227207349536371,56.585961894470692,54.900780088674964,54.774180896125451,54.18653722204229,54.667489077282596,54.977506300533257
BEN,38.2,39.933533082985861,40.917507966854977,37.369331344641857,40.883670126124741,41.147933996094295,40.788506301121025,40.437130374713995,39.426126381268617,38.795723558391565,37.918215410345468,38.783777431444932,38.640170249214918,38.82921420319586,38.597680820261608,38.655577005691093,38.440346489455912,39.117509538998192,39.778768725783216,40.371575238033117,40.04137591078225
BEN,38.2,39.83651410980444,40.459116479576529,38.533348685049987,41.201588255499345,41.980310019989176,41.240966664765182,40.890331424632294,39.644460207898319,38.888595906712794,37.572630225377502,37.857872859206694,37.777954980768314,38.165170328726752,37.998648133338634,38.659719565900147,38.633792471765432,39.482439778850555,40.010812386247849,40.777061091484811,40.311757245550467
BEN,38.2,41.946274939822857,43.165011626164386,37.403458004726531,40.145298804005279,40.497699449785358,40.29294498981497,40.032910734136678,38.879434580079618,38.283457291966428,37.208621204576254,37.851599647397308,37.415374818942695,37.621568633582655,37.281647967831546,37.81457734762963,37.876194895603788,38.231470340940852,38.738230667947974,39.575697527716564,39.091231155768
BEN,38.2,41.016556413030443,42.0218832912403,38.581803907176521,41.841406378675927,42.017176829707658,41.563747629120542,41.258259254301151,40.092243034912201,38.808831944328432,37.558870658856058,37.821480539783515,37.396860724400682,37.319748858718903,36.904518309652865,36.722177951065078,36.56050797198624,37.37911271812343,38.143564795512106,39.122490854598858,39.01873168102113
BEN,38.2,40.94625368074005,42.312183646957216,37.760393172155013,40.830533937326109,41.250236005538909,40.859630868192141,40.502196797342464,39.381170290277403,38.650191133044274,37.558810579475171,38.247333148675274,38.01629728588604,38.205470543315165,37.936478993966233,38.089996811794009,37.91913364636337,38.348210155873929,38.860881316044008,39.644328671950383,39.265756596905689
BHVO2,49.9,43.971020370201877,47.556742430983448,46.323767233112555,49.627199935076973,49.911096947225346,50.098881193770218,50.283102863030578,49.562161768210807,47.969369284077111,48.083013424013082,49.400174551743468,48.854535353273562,48.894714115971411,48.64849158797302,48.405012346500094,46.933839421301258,47.631025703068602,46.926601837360522,48.097411374863626,47.982634847626734
BHVO2,49.9,43.621536924803074,47.492848032676541,45.800637630762402,49.98803640300526,50.581895022267773,50.848624467699182,51.123963409183318,50.525196735626224,49.451856126216846,49.390834665120167,50.670928443826774,50.509392559144096,50.787053524388583,50.626953621782434,50.217661939941287,48.67447110196543,49.049759137825134,48.284900451369545,49.363838144321747,49.125529264564733
BHVO2,49.9,43.183467491127693,47.246751474808818,47.615238143181784,52.069533075824154,52.707824490263739,52.867376162948467,52.916619933929866,52.113541259103464,49.959155671128904,49.650107500641262,50.008664422702559,49.467488089388141,49.505226874033852,49.453464021298075,48.863987615709974,47.538180218685618,48.64667363123877,48.243837649697454,49.209388999043114,49.080450765197732
BHVO2,49.9,44.303893617137675,48.401228519947175,47.327478893770945,51.286607356156189,51.952954709283546,52.261467890010486,52.695320873339654,52.14669034798704,50.467115901400561,50.354484877194679,51.317137180836099,50.892671102062209,50.94747570333665,50.781292901697455,50.243395281946107,48.62386163084777,48.768612606542483,47.769527468276237,48.618740211834321,48.42949287124565
BHVO2,49.9,44.235046171456567,48.402946769205748,47.702421739042506,51.610551649920382,52.119981309286132,52.33813456922443,52.568071575774241,52.001954528227024,49.818351400273421,49.743613732809166,50.584418496161504,49.90284007458073,49.835893297493925,49.509419656880695,48.88464935978417,47.374866676034145,47.682233527462529,46.837958334645563,47.59925726223635,47.465975287660875
BIR1A,47.96,39.435843306561068,42.510975208473425,47.536550988363089,48.34463526119157,47.890482533752284,46.969659181028675,46.968169057310142,46.111670484843771,44.961710510124306,46.065623579357016,45.519033011638747,44.694720848450174,44.565597157426538,45.009726320755618,44.936654359203331,44.732667790145989,46.157624156697629,45.515591128009298,46.040681808697776,45.598233494008085
BIR1A,47.96,38.817057543558136,41.251745678521878,46.440854785159615,46.93150994035134,46.807221709028319,45.840466963289572,46.245550095589707,45.361694301289639,45.074766925437068,46.232946478132106,46.269581073455157,46.017353475406864,46.116610691485867,46.571894043768573,46.534494786783746,45.631540741922265,46.20295864391899,45.184031927902041,45.748489422028975,45.279121196306626
BIR1A,47.96,40.007478533312465,41.50706567344389,46.081843119413804,47.412988654943263,46.684831823427771,45.765668638713052,46.101882248763246,44.83663948427963,44.224631371246474,45.445547400619532,45.921107777609393,45.512656315641806,45.368484468219719,45.615597435786583,45.407345150847249,44.80066653602114,45.700260762355171,45.176623748072394,45.509191452921797,44.654250288420329
BIR1A,47.96,41.554194740227643,42.033631794920858,46.391548366395597,47.317331113754037,45.745241774363521,44.256551323988631,45.257339050183745,43.704259335407855,44.061023243979506,45.390693049932523,46.17395820375684,45.831872755546499,45.189835259397569,45.062800982879821,44.812182467199484,43.935256031043508,44.563463253086049,44.530500028029572,45.116836235868774,44.392384057533988
BIR1A,47.96,36.427237506128925,37.504527620320566,43.880063289791863,46.060577418859381,45.737255620280436,44.851774379384516,45.183069834674441,44.322683870366063,44.084811055656502,45.107662702004589,45.499739742376946,45.465228786449572,45.384357395738164,45.649560819375694,45.584945584501682,45.060703799561352,45.731957205155787,45.11845316797492,44.857900697566393,43.804948066413807
BK2,58.83,60.16181555168928,54.304826844413711,50.693734415310644,55.921476924247486,54.850983438157918,53.547383559768029,52.967835074871289,54.291451897511223,53.157083910296684,51.034305809882753,51.813342800027954,53.081245284104092,53.77566873915606,52.49961480025992,50.975110501575756,50.444633165748343,51.308983388470224,52.034325441417693,52.194485629916961,52.940614889017418
BK2,58.83,56.271854700785326,59.596347220414593,50.385835245284227,53.103510965316254,52.934424496590054,53.719219224717172,55.646098711303694,56.269087036415584,54.78588141990857,53.633089737951309,57.51046571661368,57.224137416714512,58.771501380638263,58.58558052640555,58.756100928197434,59.27520683991446,59.586708432987514,59.884904133882038,59.45841074339495,60.156269590525675
BK2,58.83,53.010723877705914,60.982991515748878,61.483175587954726,62.298305582496283,63.18723624189559,62.504719295166581,61.424077798608167,63.09494119491314,62.553002011395016,61.432009488489662,61.529673124360194,63.077467710343427,64.317377722011443,64.754078176096982,64.662281014672942,64.149211778958346,63.090501430671416,63.282961981205894,62.998891292101689,62.891536234504208
BK2,58.83,61.034337534151305,54.504059228863625,49.249483641937374,54.354588301776481,54.440824293299556,53.31665152745996,52.858646172710344,54.604824776969018,54.485637480065712,51.999833653429462,53.357814373911154,55.057049292082638,56.475983599251407,55.5537133190074,55.472442686855295,55.217232240700305,55.586928526223339,55.865672068091449,56.143084848750135,56.646064105745147
