NC,RMSEC (wt.%)
1,1.7608239508428787
2,1.3585405271186506
3,1.1322236513511217
4,1.0731450404330618
5,1.0150501696382817
6,0.96624859604087232
7,0.93201479787631303
8,0.90886439509443306
9,0.87667383897560758
10,0.85434800696385926
11,0.83824288967399618
12,0.81684422633240938
13,0.80156379003176426
14,0.78700884089711609
15,0.76168345349079192
16,0.74239553726518115
17,0.72935410985531113
18,0.70943260233342809
19,0.69684283868170771
20,0.68339447350260074
