NC,RMSEC (wt.%)
1,3.7398009161089072
2,3.2224758310286039
3,3.0044125363739367
4,2.3053727076590635
5,1.9342807200124705
6,1.7457528269447893
7,1.6464842687745211
8,1.5551665362244278
9,1.4842736507806742
10,1.3882501381697463
