NC,RMSEP (wt.%)
1,6.169381877176523
2,5.9165864678624782
3,5.489441955576857
4,5.1380546690860465
5,5.2060785041999695
6,4.8627351256136553
7,4.9919346894894367
8,4.5071054574891747
9,4.7024077622288729
10,4.7484763256363012
11,4.5430876370598101
12,4.3775337420576959
13,4.4494498246453418
14,4.4544421216094161
15,4.2671048790196089
16,4.2403336341451237
17,4.1828369011903259
18,4.3157171742522937
19,4.3435181227599378
20,4.3162889107806945
